Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
16240	-9351.452	-9501.815	150.3632	0.0754668	0.100507	0.000335041	0.000709683	0.000213495	0.000367675	0.000402406	0.000556219	0.000350466	0.000387323	0.000642834	0.000362371	0.000231777	0.000795436	0.000849095	0.000560561	0.000328493	0.000600171	0.00109227	0.000523605	0.000661793	0.00020781	0.000474069	0.000265773	0.000275512	0.000736872	0.000502931	0.000854983	0.000444724	0.000454742	0.000869482	0.000831068	0.000194299	0.000239322	0.0004287469	-0.04008345	0.1080388	-7.754644	0.06795539	1.589849	0.3775419
16260	-9372.563	-9518.125	145.5621	0.0775076	0.105648	0.000863379	0.000733162	0.000875836	0.000515734	0.000487841	0.000356373	0.00056564	0.000292389	0.000643589	0.00041066	0.000320514	0.000677753	0.000909102	0.000804497	0.000332764	0.000596721	0.00101662	0.000207656	0.000944147	0.000250724	0.000496674	0.000243166	0.000350887	0.00093325	0.000947355	0.000517825	0.000307138	0.000440584	0.000359102	0.00101286	0.000227356	0.000538725	0.0004872019	-0.03468082	0.09922705	-7.626832	0.06454623	1.537302	0.51396
16280	-9352.421	-9508.981	156.5605	0.0571201	0.0754665	0.000446079	0.000476374	0.000343767	0.000210158	0.000444687	0.000488557	0.000203787	0.000301552	0.000664333	0.000274801	0.000473036	0.000636132	0.000673105	0.000554973	0.000332226	0.000215322	0.000523491	0.000213669	0.000736563	0.000181958	0.000706727	0.00022257	0.000449315	0.000555382	0.00060588	0.000432698	0.000297213	0.000335941	0.000431188	0.00102276	0.000218593	0.000496994	0.0004337222	-0.04214091	0.0832004	-7.743106	0.0410595	2.026338	0.4132531
16300	-9360.332	-9507.247	146.9153	0.0186843	0.0318017	0.000977791	0.000653581	0.000190396	0.000187246	0.000333702	0.000485708	0.000761458	0.00041499	0.000557866	0.000289958	0.000198124	0.00068015	0.0010911	0.000377614	0.000528303	0.000311238	0.00145551	0.000405278	0.000487722	0.000203181	0.000622247	0.000473175	0.000326196	0.000686591	0.000432747	0.000794746	0.000176927	0.000409462	0.000701068	0.000765189	0.00031742	0.000793425	0.0004977127	-0.03888496	0.06279213	-7.605488	0.02390717	2.626498	0.5392204
16320	-9360.456	-9502.417	141.9612	0.00809564	0.0214923	0.000546078	0.000503172	0.000536454	0.00054526	0.000630553	0.000359496	0.000788379	0.00038067	0.000578971	0.000603301	0.000306018	0.00136839	0.000729761	0.000224824	0.000274479	0.00058074	0.000612139	0.000567578	0.000930165	0.00014001	0.000944683	0.000443668	0.000194817	0.000454624	0.000380478	0.0011385	0.000471261	0.00056639	0.0021714	0.000587891	0.000353082	0.000329375	0.0005430023	0.07701155	0.1214451	-7.518397	0.1984566	0.6119476	0.5906761
16340	-9356.63	-9518.09	161.4604	0.0615459	0.0120704	0.000384741	0.00052664	0.000463623	0.000320832	0.000479127	0.000378157	0.000600367	0.000298936	0.000808478	0.00046737	0.000307704	0.000300442	0.000517952	0.00025032	0.00034427	0.000499083	0.000444621	0.0003706	0.000758995	0.000247512	0.00077038	0.000219997	0.00049441	0.000485715	0.000324726	0.000542213	0.000171541	0.000423059	0.000353824	0.000536582	0.000177511	0.000302378	0.0003687704	-0.0170435	0.08907079	-7.905336	0.07202729	1.236626	0.3839997
16360	-9352.697	-9503.747	151.0501	0.0722475	0.0922223	0.000377818	0.000640789	0.000525933	0.000396225	0.000665594	0.000284099	0.00101382	0.000250008	0.000673247	0.000494285	0.000524046	0.00103101	0.000424905	0.000615407	0.00033647	0.000461812	0.000639525	0.000160821	0.000857943	0.000239202	0.000504689	0.000301839	0.000367844	0.000548006	0.000474168	0.000685063	0.000303152	0.000858488	0.000579457	0.000647132	0.000251909	0.000219763	0.00041936	-0.02908332	0.03856738	-7.776781	0.009484055	4.066549	0.3957266
16380	-9361.954	-9515.27	153.3163	0.043121	0.116991	0.000422663	0.000237006	0.000242683	0.000291608	0.000513052	0.000316955	0.000313129	0.000235	0.000426451	0.000596012	0.000108519	0.000591486	0.000676112	0.000280685	0.000239836	0.000490793	0.000766982	0.000425965	0.000800294	0.000153871	0.000377377	0.000201842	0.000200338	0.000480817	0.000838328	0.00052223	0.000347759	0.000491696	0.000654765	0.000526932	0.000197635	0.000343618	0.0003880085	0.07693349	0.02889281	-7.854483	0.1058263	0.2730211	0.4731984
16400	-9352.162	-9501.171	149.0085	0.00933759	0.0829509	0.000394863	0.000394928	0.00012006	0.000154511	0.000402497	0.000374459	0.00023216	0.000281835	0.000626588	0.000327552	0.000263717	0.000769503	0.000574	0.000776354	0.000105086	0.000268927	0.000526228	0.000210979	0.000623694	0.000281213	0.000625101	0.000161288	0.00074167	0.000478042	0.000569253	0.000337127	0.000432585	0.000550607	0.000358884	0.000582752	0.00100825	0.000465418	0.000374374	-0.01658654	0.04824906	-7.890255	0.03166252	1.523854	0.5168595
16420	-9348.359	-9510.831	162.4712	0.0425701	0.00932751	0.00060547	0.000325166	0.000556693	0.00038433	0.000496508	0.00044783	0.000233522	0.000393293	0.000609143	0.000523428	0.000309484	0.000546569	0.000642282	0.000358973	0.000347647	0.000595375	0.000465299	0.000301143	0.000491012	0.000191846	0.000597195	0.000222349	0.000435659	0.000434163	0.000238021	0.000487073	0.000210268	0.000328445	0.000578661	0.000643495	0.000347515	0.000288827	0.0004030625	-0.003474979	0.09351202	-7.816419	0.09003704	1.038595	0.2942622
16440	-9345.959	-9504.419	158.4598	0.0674084	0.0121143	0.000312099	0.000288444	0.000191974	0.000259985	0.000682751	0.000393938	0.000224043	0.000296574	0.00049172	0.000706876	0.000394399	0.000350253	0.000406117	0.000260628	0.000220309	0.000314925	0.000618991	0.00019109	0.000384759	0.000175131	0.000469723	0.000243944	0.000319435	0.000717576	0.000404092	0.000579773	0.000390095	0.000448075	0.000819628	0.000489253	0.000245412	0.000250207	0.0004095457	0.07322424	0.06883601	-7.800462	0.1420603	0.484555	0.3632286
16460	-9348.701	-9500.503	151.8019	0.0591053	0.098431	0.000419076	0.000338427	0.000246266	0.000284658	0.000489324	0.000220519	0.000730269	0.000268126	0.000552922	0.000439232	0.00067574	0.000248091	0.000442292	0.00019661	0.000295435	0.00110811	0.000659972	0.000223131	0.000832754	0.000243193	0.000540226	0.000201018	0.000233334	0.000794742	0.000406032	0.000487739	0.000346718	0.00027786	0.000524953	0.000456456	0.000215417	0.000363313	0.0003694434	0.04256218	0.04046577	-7.903513	0.08302795	0.4873753	0.401511
16480	-9357.125	-9511.035	153.9103	0.0350209	0.042385	0.000418667	0.000890586	0.000276907	0.000450337	0.000438947	0.000425256	0.000203727	0.000526614	0.000721679	0.000444051	0.000676336	0.000794529	0.000513239	0.000431789	0.000291469	0.000672266	0.000617305	0.000240474	0.00104713	0.000216882	0.000812303	0.000297146	0.000285721	0.00048832	0.000472712	0.000891384	0.000277545	0.000312723	0.000677201	0.000521336	0.000270183	0.000261158	0.00042578	-0.04425096	0.05632152	-7.761588	0.01207055	4.666026	0.4551074
16500	-9341.153	-9504.555	163.4027	0.0344095	0.0641139	0.000342538	0.000215408	0.000295667	0.000323331	0.000313677	0.000321679	0.00072453	0.000340298	0.000451285	0.000319849	0.000235324	0.000381067	0.000501463	0.000185206	0.000246283	0.000585869	0.000512602	0.000461028	0.000667126	0.000150081	0.000627517	0.000293914	0.00046609	0.000542716	0.000288185	0.00046574	0.000323003	0.000419808	0.000598536	0.000505032	0.000245743	0.000537324	0.0003523985	-0.0338344	0.04725521	-7.950748	0.01342081	3.52104	0.3673933
16520	-9353.764	-9507.024	153.2608	0.00773194	0.00969469	0.000398462	0.000510022	0.000219268	0.00064936	0.000363889	0.000389674	0.000562824	0.000320551	0.000443842	0.000443031	0.000278877	0.00037959	0.00082002	0.000163022	0.000197289	0.00121914	0.000654429	0.000529003	0.000619113	0.000241735	0.000409389	0.000231088	0.000261339	0.00054523	0.000199476	0.000416003	0.000550766	0.000325699	0.000720538	0.000832255	0.00033868	0.000362478	0.0004275713	-0.01810427	0.04556567	-7.757389	0.02746139	1.659263	0.5184185
16540	-9358.507	-9506.306	147.7987	0.047986	0.0545916	0.000352955	0.000955414	0.000394111	0.000231504	0.000667274	0.000422669	0.000407195	0.000503334	0.000460021	0.000399706	0.000545216	0.00100838	0.000669866	0.000229739	0.000262338	0.000665938	0.000512667	0.000233307	0.000659101	0.000195516	0.00102245	0.000269943	0.000365143	0.000449677	0.000381566	0.000911177	0.000241789	0.000284335	0.000958717	0.000997649	0.000259322	0.000467752	0.0004426234	0.09386965	0.01726224	-7.722791	0.1111319	0.1553311	0.4605363
16560	-9357.3	-9509.938	152.6379	0.0499915	0.0501071	0.000351856	0.000414132	0.000120443	0.000635935	0.000512041	0.000279172	0.000131559	0.000416397	0.000501458	0.000432158	0.000280685	0.000366982	0.000467703	0.000167261	0.000190078	0.000568275	0.000484584	0.000329502	0.000800508	0.000221945	0.00139366	0.00015908	0.000234437	0.000485814	0.000528892	0.000537396	0.000186827	0.000297157	0.000300655	0.000512338	0.000144096	0.000378468	0.000337262	-0.0155338	0.09611426	-7.99465	0.08058046	1.192774	0.5418604
16580	-9354.69	-9507.44	152.75	0.0171145	0.0210492	0.000391651	0.000604068	0.000181066	0.000468657	0.000474299	0.000230585	0.000493312	0.000498597	0.000633368	0.000551038	0.000389193	0.000468713	0.000744905	0.000268644	0.000348074	0.000648163	0.000496145	0.000188271	0.00139388	0.000252889	0.00064282	0.000228808	0.000264326	0.000344036	0.000353838	0.000311475	0.000429527	0.000325938	0.000466476	0.000560673	0.000548496	0.000410729	0.000495432	-0.0130444	0.06090256	-7.610081	0.04785815	1.272564	0.4696922
16600	-9357.9	-9508.33	150.4302	0.0540329	0.179523	0.000428364	0.000664981	0.000203106	0.000264163	0.00052137	0.000383016	0.00094424	0.000400393	0.000427302	0.00047861	0.000836614	0.000537804	0.000548022	0.000312212	0.000544884	0.000660719	0.000406875	0.000493845	0.000893615	0.000184911	0.000287357	0.000272954	0.000281876	0.000540426	0.000444486	0.00107599	0.000118814	0.000171501	0.000610222	0.00079171	0.00035156	0.000329078	0.0004045142	-0.0262351	0.03942323	-7.812824	0.01318813	2.989297	0.4700578
16620	-9363.912	-9505.521	141.6092	0.00739778	0.0289848	0.000499048	0.000287511	0.000205582	0.000821381	0.000365574	0.000424399	0.000864205	0.00047153	0.000771757	0.000369758	0.000656626	0.0006167	0.00079807	0.000345461	0.000121834	0.000647348	0.000693581	0.000165605	0.000453036	0.000237786	0.00097053	0.000264002	0.00054693	0.000958576	0.000304457	0.00048599	9.77949e-05	0.000740846	0.000376433	0.000898016	0.000192589	0.00061234	0.00049211	-0.03427214	0.07701367	-7.616808	0.04274153	1.801846	0.5064055
16640	-9351.662	-9504.948	153.2859	0.0540018	0.116561	0.000548258	0.000518629	0.000309114	0.000520401	0.000896821	0.000322437	0.000519904	0.000201517	0.000407068	0.00067631	0.000408421	0.000375234	0.000877843	0.000165226	0.000336651	0.000616238	0.000515948	0.000186125	0.000671191	0.000171562	0.000541981	0.000136166	0.000263678	0.000449434	0.000398032	0.00051247	0.000426933	0.000421896	0.000266528	0.000584532	0.00022469	0.000642189	0.0003701897	-0.04393286	0.04848558	-7.901495	0.004552713	10.64982	0.5376613
16660	-9357.901	-9505.676	147.7744	0.043206	0.0766722	0.0012451	0.000311303	0.000367018	0.000315216	0.000647032	0.000393534	0.000306153	0.000274825	0.000475947	0.000543679	0.000438925	0.000404524	0.00128875	0.000188722	8.29367e-05	0.000576634	0.000903896	0.00025246	0.000370035	0.000203353	0.0003893	0.000208943	0.000320067	0.000926459	0.000411449	0.000564727	0.00035337	0.0003283	0.000165294	0.000662549	0.000169834	0.00060968	0.0003765921	-0.01755225	0.02911266	-7.884348	0.01156041	2.518306	0.4971509
16680	-9357.647	-9510.003	152.356	0.0620078	0.0981207	0.000383489	0.000464915	0.000188524	0.00019605	0.000676154	0.000426872	0.000643484	0.00031384	0.00046127	0.000610267	0.000160694	0.000390872	0.000539181	0.000198382	0.000136255	0.000327728	0.000455719	0.000256053	0.0007039	0.000161149	0.000783816	0.00036658	0.00021893	0.000373759	0.000238228	0.000819194	0.000246766	0.000407529	0.000326964	0.000741551	0.00030642	0.000700166	0.0003326874	-0.03314806	0.08874032	-8.008307	0.05559225	1.596271	0.4994057
16700	-9345.064	-9507.112	162.0484	0.0181945	0.0641255	0.000286263	0.000568179	0.000127692	0.000187786	0.000530964	0.000265806	0.000290487	0.000172463	0.000436328	0.000517599	0.000243595	0.000296855	0.000477606	0.000230508	0.000190377	0.000193615	0.000390439	8.23131e-05	0.000496813	0.000222806	0.000326281	0.000216108	0.000264461	0.000343199	0.000164206	0.000352148	0.000476027	0.000360898	0.000432212	0.000423439	0.000227468	0.000628081	0.0002975744	-0.01404806	0.05758644	-8.119846	0.04353838	1.322659	0.4235574
16720	-9349.382	-9510.85	161.468	0.00596141	0.054949	0.000369634	0.000719155	0.000577516	0.00022264	0.000536461	0.000226133	0.000227011	0.000250484	0.000284709	0.000472363	0.00053421	0.000287434	0.000551378	0.000245226	0.000308391	0.000385851	0.000452054	0.000312178	0.000462812	0.000128766	0.000304124	0.000214245	0.000215201	0.000373011	0.00034106	0.000451662	0.000342587	0.00054545	0.000271162	0.000405193	0.000438075	0.00069039	0.0003352215	-0.003078738	0.02804672	-8.000719	0.02496798	1.123307	0.3323183
16740	-9355.251	-9509.064	153.8129	0.0178616	0.0909797	0.000415078	0.000244478	0.000408021	0.000283753	0.000635387	0.000314411	0.000360815	0.000294034	0.000289124	0.000669561	0.000191387	0.00029986	0.000470894	0.000150202	0.000154773	0.000278332	0.000441869	0.000557639	0.000306525	8.76601e-05	0.000315466	0.000242456	0.000570466	0.000791211	0.000205667	0.000629931	0.00055696	0.000263238	0.000188826	0.000602138	0.000100893	0.000558569	0.0003451235	-0.02207546	0.03192657	-7.971608	0.009851102	3.240913	0.4985601
16760	-9356.852	-9506.978	150.1267	0.0392197	0.11342	0.000560452	0.000598022	0.000347698	0.000327672	0.000701498	0.000216344	0.000939186	0.000377858	0.000439613	0.000484072	0.000512325	0.000263349	0.000579006	0.000194657	0.000406748	0.000400749	0.000453827	0.000308351	0.000891103	0.000102418	0.00065265	0.000164208	0.000523314	0.000277642	0.000170774	0.000398739	0.000264085	0.000530197	0.000334611	0.000511397	0.000536744	0.000537755	0.0004508252	-0.01601127	0.05130506	-7.704431	0.03529379	1.453657	0.4873471
16780	-9351.078	-9516.979	165.9014	0.0396731	0.00439274	0.000453075	0.000393537	0.000368446	0.000310454	0.000543848	0.00025356	0.000442793	0.000228605	0.000397226	0.000537678	0.0002318	0.000533206	0.000407194	0.000219963	0.000240963	0.000593594	0.000412557	0.000276816	0.000521123	0.000216181	0.00028775	0.000149761	0.000487854	0.000280423	0.000515816	0.000447616	0.000324867	0.000307226	0.00051858	0.000483578	0.000318513	0.000304271	0.0003755072	-0.01808755	0.06095778	-7.887233	0.04287023	1.421914	0.3778356
16800	-9344.8	-9513.966	169.1652	0.0392977	0.0321524	0.00035874	0.000481495	0.000338053	0.000232031	0.000353997	0.000461216	0.000547774	0.000256492	0.000370294	0.000473747	0.000254341	0.000399104	0.000503101	0.000341699	0.000267239	0.000374677	0.000500406	0.000400588	0.000536484	0.000247156	0.000451987	0.000166698	0.000291923	0.000364106	0.000266403	0.000403713	0.000320551	0.000157922	0.000513274	0.000512028	0.000327702	0.000403932	0.0003628449	-0.0393619	0.05223988	-7.921535	0.01287798	4.056527	0.3356455
16820	-9344.252	-9507.681	163.43	0.0132376	0.0553092	0.000421912	0.000238705	0.000174816	0.000319642	0.000373176	0.000330467	0.00031875	0.000355611	0.000375338	0.000372727	0.000255133	0.00038996	0.000522534	0.000220827	0.000264512	0.000450209	0.000446979	0.000322886	0.000527354	0.000137572	0.000417653	0.000164135	0.000378535	0.000439827	0.000322147	0.000353654	0.000438694	0.000408559	0.000471889	0.000621479	0.000202756	0.000560782	0.0003501467	0.07277524	0.07015525	-7.957158	0.1429305	0.4908347	0.2957721
16840	-9363.298	-9516.893	153.5954	0.00349301	0.115616	0.000387667	0.000513111	0.000289269	0.000179093	0.000401574	0.000436698	0.000615805	0.000512312	0.000586176	0.000436991	0.000353639	0.000187205	0.000455052	0.000329298	0.000321509	0.000439318	0.000440936	0.000191588	0.000560316	0.000124476	0.000671266	0.000206267	0.000255805	0.000469392	0.000208688	0.000553946	0.000638397	0.000275199	0.00105818	0.000801677	0.000227423	0.000300874	0.0003892499	-0.01288609	0.05927182	-7.851289	0.04638573	1.277803	0.5371644
16860	-9354.703	-9505.85	151.147	0.0258931	0.0457746	0.000748847	0.000492055	0.000370231	0.000244534	0.000383034	0.000330405	0.000290377	0.000256652	0.000577542	0.000389157	0.000328948	0.000384103	0.000784724	0.000417571	0.000221553	0.000538641	0.000857095	0.000300411	0.00100711	0.000298572	0.000448375	0.000416556	0.000373389	0.000660794	0.000647083	0.000726295	0.000253925	0.000280195	0.00135895	0.000701081	0.000173182	0.000249422	0.0004794972	-0.03816005	0.05943702	-7.642772	0.02127697	2.793491	0.556939
16880	-9372.93	-9515.679	142.7485	0.017424	0.130978	0.000486453	0.00107608	0.000151045	0.000365049	0.000871846	0.000518555	0.000585362	0.00031642	0.000667853	0.000613925	0.000403221	0.00115773	0.000614765	0.000450292	0.000118586	0.000778659	0.00062624	0.000405125	0.000472966	0.00025149	0.000423903	0.000233504	0.000614126	0.000404396	0.000999995	0.000697385	0.000448486	0.00027204	0.000995446	0.000840066	0.000380625	0.000170472	0.0004866726	-0.05326641	0.1214469	-7.627919	0.06818047	1.781256	0.4546006
16900	-9351.999	-9506.353	154.3545	0.0365145	0.0706787	0.00044823	0.000966402	0.000198998	0.000454027	0.000430924	0.000423681	0.0007371	0.0003232	0.000574239	0.000348967	0.000213472	0.000463618	0.000635939	0.000342944	0.000216497	0.000742021	0.000752331	0.000255587	0.000876479	0.000159475	0.000507312	0.000174238	0.000301263	0.000352644	0.000506862	0.00056617	0.000284741	0.000494047	0.00040443	0.000818091	0.000240972	0.000241461	0.0003985225	-0.04458173	0.05828626	-7.827747	0.01370453	4.253065	0.4650832
16920	-9364.39	-9511.448	147.0577	0.0191837	0.0115705	0.000238546	0.000377434	0.000275767	0.000200112	0.000568584	0.000395493	0.000598692	0.000333668	0.000732542	0.00072184	0.000194643	0.000806099	0.000460857	0.000329435	0.000201426	0.000610587	0.000792297	0.000138442	0.00131317	0.000197325	0.000547603	0.000176328	0.00066192	0.000401673	0.000554863	0.000431099	0.000334174	0.000304427	0.000444801	0.000610804	7.01168e-05	9.91105e-05	0.00038171	-0.03867254	0.05717882	-7.870849	0.01850628	3.089698	0.6093542
16940	-9370.492	-9518.713	148.2207	0.0651869	0.182561	0.000555051	0.000871046	0.000730488	0.000246914	0.000328607	0.00046662	0.000492287	0.000426653	0.00060048	0.000341922	0.000361288	0.00122661	0.000858143	0.00024158	0.000436768	0.00110061	0.000905002	0.000304108	0.000971729	0.00028852	0.000473902	0.000238694	0.000324789	0.000967463	0.000561182	0.000484757	0.000472092	0.000599631	0.000789537	0.000577358	0.000397727	0.000514998	0.0005642686	-0.03089952	0.03182834	-7.47998	0.0009288241	34.26735	0.4890528
16960	-9366.312	-9510.277	143.9651	0.013869	0.15148	0.00030433	0.000823381	0.000839418	0.000585326	0.000441886	0.000415522	0.0011753	0.000411732	0.000562816	0.000506712	0.000427031	0.00089935	0.000453811	0.000350255	0.000224505	0.000477211	0.000924375	0.000463109	0.00111955	0.000189241	0.000677071	0.000131499	0.000618077	0.000336734	0.00044861	0.000532019	0.000732844	0.000473398	0.000576219	0.000748101	0.00063356	0.000403258	0.0005508908	-0.007504708	0.02541517	-7.503974	0.01791046	1.419013	0.4973214
16980	-9360.571	-9524.121	163.5497	0.0595567	0.0405822	0.000390558	0.000334594	0.000343034	0.000336582	0.000406639	0.000437488	0.000729827	0.000508403	0.000500858	0.000332199	0.000263162	0.000367973	0.000464316	0.000331213	0.000239751	0.000933437	0.000461908	0.000490567	0.000757186	0.000379737	0.000514484	0.000282848	0.000350165	0.000355384	0.00063686	0.000620016	0.000313662	0.000481329	0.000458792	0.000682784	0.000349522	0.000531224	0.0004582482	-0.02573005	0.05420971	-7.6881	0.02847965	1.903454	0.2451027
17000	-9355.175	-9511.304	156.1294	0.0759989	0.0579288	0.000462532	0.000250495	0.000258037	0.00069798	0.000355879	0.000298382	0.000432106	0.000423462	0.000395048	0.000371965	0.000347031	0.000312375	0.000486204	0.000301257	0.000376657	0.000867787	0.00055125	0.000268631	0.000763937	0.000216827	0.00066352	0.000261917	0.000397032	0.000548038	0.00048497	0.000508761	0.000194086	0.000935278	0.000661469	0.000543354	0.000305827	0.000507595	0.0003781488	-0.004404106	0.05935518	-7.880223	0.05495108	1.080146	0.3590276
17020	-9355.881	-9508.26	152.3793	0.0522616	0.140622	0.000318182	0.000276377	0.00052466	0.000208788	0.000421815	0.000370407	0.000484516	0.000265539	0.000482279	0.000424716	0.000461539	0.000807072	0.000378812	0.000426132	0.000424951	0.00040597	0.00112648	0.000209056	0.00102441	0.000191001	0.000564154	0.000171164	0.000388725	0.000544381	0.000330237	0.000680996	0.00011265	0.000303727	0.000432248	0.000584898	0.000279916	0.000549204	0.0003843199	-0.01640269	0.0880592	-7.864035	0.07165651	1.228907	0.4567778
17040	-9341.412	-9505.256	163.8439	0.0359824	0.0378023	0.000453494	0.000654399	0.000485878	0.000284279	0.000418879	0.000253204	0.00039875	0.00027218	0.000583451	0.000463208	0.00051807	0.000656306	0.000774264	0.000587378	0.000418283	0.000433112	0.000619534	0.00029709	0.000690222	0.000281101	0.000449505	0.000217416	0.000335235	0.000514512	0.000560876	0.000532664	0.000440065	0.000377836	0.000785553	0.000597209	0.000343896	0.000359789	0.0004577201	-0.01809959	0.0206368	-7.689253	0.002537207	8.13367	0.3132233
17060	-9343.624	-9496.142	152.5174	0.0405073	0.0236147	0.000456897	0.000567764	0.000245739	0.00018436	0.000414733	0.000471987	0.000578994	0.000273331	0.000458973	0.000426263	0.000472155	0.000635051	0.000404263	0.000628235	0.000380013	0.000219619	0.000678497	0.000662686	0.000438869	0.000215592	0.000745722	0.000185674	0.000276377	0.000804971	0.000420036	0.000663104	0.000415588	0.000221126	0.000885086	0.00106313	0.000260746	0.000418097	0.0004360821	-0.02174533	0.07336676	-7.73768	0.05162143	1.421246	0.3885328
17080	-9352.24	-9507.588	155.3482	0.0331039	0.062667	0.000469829	0.000189936	0.000393524	0.00058689	0.000371212	0.000601924	0.000573215	0.000262507	0.000617316	0.000322304	0.000371858	0.000413082	0.00050669	0.000319915	0.000197985	0.000533869	0.000857333	0.000181417	0.000491469	0.000178143	0.000305436	0.000361076	0.0005392	0.000840326	0.000586079	0.000599897	0.000390853	0.000336462	0.000697224	0.000792224	0.000208992	0.000436199	0.0004213748	-0.04134779	0.044946	-7.771988	0.003598211	12.49121	0.4667047
17100	-9350.324	-9512.193	161.8688	0.00595753	0.136327	0.000652125	0.000479485	0.00046278	0.000452394	0.000476537	0.000318193	0.000704144	0.000264849	0.000455326	0.000394371	0.000536205	0.000503236	0.000963425	0.000553974	0.000329444	0.000325844	0.000525468	0.000441299	0.000604766	0.000161357	0.000559544	0.000281433	0.000326301	0.000402178	0.000527485	0.00051734	0.000323128	0.000316508	0.000522607	0.000562741	0.00043077	0.000345992	0.0004997517	-0.03667229	0.03935622	-7.601399	0.002683932	14.66364	0.3438149
17120	-9352.816	-9507.81	154.9943	0.0141411	0.0618573	0.000363656	0.00113582	0.000317489	0.000186602	0.000359337	0.00032733	0.000692877	0.000261179	0.000479938	0.000275633	0.000346588	0.000407989	0.000535493	0.000270048	0.000276747	0.00045085	0.000690757	0.000535002	0.000373469	0.000239894	0.000405208	0.000281856	0.000445265	0.000583716	0.000329043	0.000515815	0.000316595	0.000596713	0.000550467	0.00101077	0.00100098	0.000453512	0.0004727466	-0.03580542	0.05045033	-7.656951	0.0146449	3.444907	0.3648748
17140	-9353.322	-9512.856	159.5335	0.0328982	0.0607543	0.000377224	0.000356427	0.00027105	0.000360392	0.000391744	0.00024585	0.000441538	0.000307269	0.00040167	0.000307891	0.000649918	0.00051761	0.00043962	0.000650577	0.000200468	0.000285422	0.00074433	0.000550276	0.000306728	0.000189046	0.000357833	0.000205538	0.000310393	0.000321613	0.000412342	0.000443037	0.000239989	0.000846167	0.000618732	0.000549606	0.000158017	0.000416796	0.000391362	-0.0152573	0.01686689	-7.845878	0.001609586	10.47902	0.471052
17160	-9351.606	-9508.877	157.2711	0.0230825	0.0849682	0.000269638	0.000247437	0.00022868	0.000144591	0.000453809	0.000240985	0.000388347	0.000213027	0.000286312	0.000368105	0.000189507	0.000263558	0.000331297	0.000192087	0.000236174	0.000427759	0.000520971	0.00015558	0.000738107	0.000189427	0.000648521	0.0001648	0.000306434	0.000519624	0.000211045	0.00057565	0.000177539	0.000349888	0.000460738	0.000553512	0.000150948	0.000387539	0.000297579	-0.006531844	0.09737566	-8.119831	0.09084382	1.071902	0.6211568
17180	-9352.836	-9502.76	149.9236	0.0376647	0.0110472	0.000268709	0.000372788	0.000262312	0.000528614	0.000396351	0.000251293	0.000591651	0.000460358	0.000341939	0.00033429	0.000409996	0.000730458	0.000498225	0.000338249	0.000239878	0.00133133	0.000572849	0.000211182	0.000327844	0.000190937	0.000532105	0.000268104	0.000272478	0.000440231	0.000226713	0.000568437	0.00018563	0.000219986	0.000837218	0.000371427	0.000120428	0.000889521	0.0003930892	0.002667356	0.09643048	-7.841474	0.09909783	0.9730836	0.457774
17200	-9350.152	-9507.765	157.613	0.0206457	0.0171261	0.000257221	0.000268824	0.000343524	0.000338879	0.000479189	0.000288501	0.000458568	0.000153115	0.000455635	0.000269065	0.000225106	0.000438253	0.00025392	0.000382629	0.00025988	0.000615997	0.000627174	8.84474e-05	0.000288421	0.000203085	0.000261112	0.000162335	0.000263635	0.000371398	0.000184823	0.000625059	0.000257871	0.000153594	0.000638805	0.000464139	0.000173836	0.000747242	0.0002678004	-0.01065028	0.01841925	-8.225269	0.007768973	2.370873	0.4447019
17220	-9348.891	-9509.104	160.2121	0.0119267	0.157782	0.000391987	0.000269563	0.000235327	0.000251887	0.000430185	0.000238473	0.000521448	0.000361838	0.000343921	0.000333656	0.000354379	0.00052712	0.000316242	0.000216268	0.000524894	0.000379263	0.000746191	0.000252411	0.000706017	0.000191212	0.000427526	0.000270633	0.000319861	0.00045262	0.000278872	0.000558549	0.000236985	0.000452553	0.000758426	0.000317462	0.000147164	0.000560423	0.0003810487	-0.00675769	0.07196305	-7.872583	0.06520536	1.103637	0.3646224
17240	-9344.893	-9504.959	160.0666	0.0637349	0.0310954	0.000285342	0.000472645	0.00022941	0.000257507	0.000468943	0.000283787	0.000376871	0.000252751	0.000311723	0.000386995	0.000137844	0.000277424	0.000490644	0.000320127	0.000166788	0.000497527	0.000466775	0.000184427	0.000464769	0.000214968	0.000277659	0.000159281	0.000535941	0.000315367	0.000372044	0.000413769	0.000384986	0.000372547	0.000726975	0.000756013	0.000306965	0.000464528	0.000356716	0.01911141	0.1082893	-7.938571	0.1274007	0.8499897	0.4350874
