Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
760	-9358.718	-9502.51	143.7917	0.000886061	0.0468185	0.00041353	0.000692693	0.00054923	0.000467057	0.000444262	0.000361922	0.000790473	0.000467548	0.000476141	0.000473162	0.000220613	0.000358353	0.000820623	0.000482649	0.000392927	0.000755758	0.000334277	0.000240679	0.00152485	0.000229466	0.000836897	0.00026799	0.000527022	0.000294099	0.000263725	0.000616294	0.000205578	0.000515276	0.000841363	0.00113918	0.000349172	0.000352574	0.0005558308	-0.03427967	0.1814118	-7.495047	0.1471321	1.232986	0.5411265
780	-9352.964	-9504.606	151.6423	0.00218505	0.0471184	0.000284138	0.000317366	0.000220646	0.000487247	0.000405493	0.000397689	0.000239747	0.000354501	0.000795772	0.00050932	0.000133976	0.000550506	0.000598402	0.000379241	0.000204421	0.000629118	0.000757204	0.000607883	0.000816184	0.000207732	0.000617953	0.000233389	0.000330891	0.00045111	0.000356835	0.000579148	0.000302059	0.000142563	0.000733793	0.000919934	0.000268158	0.000388262	0.0003952485	-0.03354949	0.0997339	-7.835996	0.06618441	1.506909	0.5577404
800	-9353.39	-9503.449	150.0586	0.000835864	0.0308922	0.000718465	0.000301103	0.000261227	0.000523095	0.000514355	0.000290165	0.00046327	0.000286223	0.000535036	0.000456723	0.000253885	0.000186369	0.00110977	0.000211562	0.000256896	0.000614876	0.000694989	0.000565559	0.000452466	0.000108676	0.000425078	0.000199736	0.000353384	0.000680102	0.000227939	0.000282998	0.000233942	0.000339302	0.000549877	0.000623104	0.000273842	0.000469989	0.0003465999	-0.02874097	0.1438875	-7.96734	0.1151465	1.249603	0.4046029
820	-9353.896	-9511.551	157.6556	0.000169041	0.125182	0.000294935	0.000399832	0.000341849	0.000198718	0.000519333	0.000233878	0.000544457	0.000323649	0.000374008	0.00046512	0.000244019	0.000217684	0.000452677	0.00024471	0.000301571	0.000574178	0.000865075	0.00027334	0.000562025	0.000133346	0.00050623	0.000186756	0.000612368	0.000479237	0.000515609	0.000381711	0.000268403	0.000660816	0.000483103	0.000370731	0.000249585	0.000406369	0.0003780456	-0.0008015302	0.1161829	-7.880496	0.1153813	1.006947	0.4200202
840	-9355.803	-9516.616	160.8125	7.67765e-05	0.0668475	0.000289618	0.000337705	0.000132787	0.000295823	0.000546132	0.000212733	0.000314703	0.000245547	0.000371949	0.000488968	0.000209424	0.000274336	0.000679945	0.000268724	0.000538139	0.000534635	0.000339234	0.00025037	0.000651408	0.000167394	0.000394608	0.000177931	0.000191076	0.000411277	0.000224402	0.000441637	0.000421568	0.000259656	0.000773191	0.000483339	0.000355573	0.000307236	0.0003330556	-0.02817341	0.0959388	-8.007201	0.0677654	1.415749	0.3480462
860	-9354.338	-9518.831	164.4931	0.000281687	0.10481	0.000202398	0.000473351	0.000223313	0.000391502	0.000432617	0.000296487	0.000309843	0.00031065	0.000271577	0.00045821	0.000281658	0.00038933	0.000251844	0.00027014	0.000279876	0.00047288	0.000373815	0.000326422	0.000401623	0.000213891	0.00059536	0.000127467	0.000305603	0.000243744	0.000379359	0.000510321	0.000583178	0.00023643	0.000409087	0.000938994	0.000355772	0.000496905	0.0003528061	-0.01660899	0.06716553	-7.949592	0.05055654	1.328523	0.3614194
880	-9355.113	-9511.374	156.2613	0.000190584	0.0547123	0.00032263	0.000298517	0.000184298	0.000196116	0.000443094	0.000257279	0.000298786	0.000217785	0.000273756	0.000422165	0.000152964	0.000277166	0.000313206	0.000208809	0.000178896	0.000639278	0.000201183	0.000114084	0.000675103	8.11365e-05	0.000416072	0.00014838	0.000200696	0.000258762	0.000307245	0.000386555	0.000248372	0.000253254	0.000736946	0.00111993	0.000321638	0.00038097	0.0002916194	-0.005140971	0.1183715	-8.140061	0.1132305	1.045403	0.496302
900	-9354.099	-9514.378	160.2795	0.000226388	0.0209817	0.000382869	0.000537035	0.000284298	0.000177573	0.000526194	0.000334346	0.000435114	0.000371515	0.000405818	0.000484733	0.000257178	0.000229194	0.000385025	0.000170244	0.000108126	0.000628104	0.000303877	0.000328759	0.000523286	0.000228132	0.00034915	0.000202245	0.000151157	0.000319657	0.000184506	0.000481114	0.000276049	0.00018022	0.000412632	0.000383459	0.000236483	0.000518181	0.0003416324	-0.02991231	0.156427	-7.981775	0.1265147	1.236433	0.3687255
920	-9360.765	-9497.412	136.6469	0.000302234	0.0176918	0.000843273	0.0010662	0.000293124	0.00115308	0.000636785	0.000357196	0.000560137	0.000265716	0.000341782	0.00053383	0.000280243	0.000376305	0.00152056	0.000193917	0.000200546	0.00246722	0.000437932	0.000321605	0.000421151	0.000111731	0.000366219	0.000163871	0.000322831	0.000639429	0.000215905	0.000362556	0.000155981	0.000283211	0.000374813	0.00172982	0.000425857	0.000448503	0.0004267535	-0.01015966	0.0919069	-7.759304	0.08174725	1.124281	0.6481119
940	-9375.671	-9509.38	133.7085	0.000694379	0.080541	0.00045201	0.000685435	0.000581078	0.000135456	0.00065854	0.000634329	0.000434014	0.000274428	0.000732853	0.00053398	0.000144351	0.000737735	0.000403648	0.000493646	0.000316226	0.000303705	0.000800842	0.000472171	0.00167956	0.0001332	0.000538809	0.000173957	0.000182248	0.000595014	0.000767711	0.000613966	0.000174658	0.000126098	0.000320817	0.00286306	0.00100999	0.000482787	0.0004628687	-0.05844576	0.1120463	-7.678067	0.05360052	2.090395	0.6282229
960	-9353.209	-9497.68	144.4707	0.00495082	0.142198	0.00025307	0.000373686	0.000187775	0.000141963	0.000902324	0.00028449	0.000792836	0.000197274	0.00064805	0.000717335	0.000470636	0.00127359	0.00035333	0.000354408	0.000319712	0.000435425	0.000537255	0.000304481	0.001185	0.000176119	0.000473272	0.000178988	0.000187196	0.000447717	0.000449167	0.00067668	0.000212869	7.8418e-05	0.000452777	0.000570428	0.000484269	0.00030148	0.0003464754	-0.01913527	0.09402655	-7.967699	0.07489128	1.255507	0.5861701
980	-9353.03	-9507.822	154.7919	0.0057179	0.150568	0.000487277	0.000404594	0.000310548	0.000306012	0.000431874	0.000289314	0.000700851	0.000415193	0.000461264	0.000359301	0.000546087	0.000712383	0.000512681	0.000227814	0.000493232	0.000573217	0.000536896	0.000486097	0.000647335	0.000140397	0.000848831	0.000209315	0.000477217	0.000455683	0.000248357	0.000412423	0.000322928	0.000196666	0.000404972	0.000505233	0.000154533	0.000513786	0.0003912506	-0.02347896	0.1784562	-7.846162	0.1549773	1.151499	0.4064083
