Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
23420	-9360.388	-9506.106	145.7183	0.0643899	0.135097	0.000138258	0.000515441	0.000566268	0.000442252	0.000910771	0.000275396	0.000548129	0.000277288	0.000390324	0.000303114	0.000620013	0.000439008	0.000673801	0.000999503	0.000440668	0.000925026	0.000555316	0.00109147	0.000982343	0.000630513	0.000170764	0.000602911	0.000530956	0.00048231	0.00088136	0.000570296	0.000454394	0.000373002	0.000227929	0.000338746	0.000162433	0.000331734	0.0004103698	-0.03166952	0.05189907	-7.798452	0.02022955	2.565508	0.4432431
23440	-9352.785	-9506.693	153.9082	0.000484131	0.050988	0.000359887	0.000553207	0.000582804	0.000186055	0.000166365	0.000128067	0.000230078	0.000115904	0.000191566	0.000231993	0.000669211	0.000368086	0.000263846	0.000246777	0.000393615	0.000278487	0.000202851	0.000449566	0.000683771	0.000248772	0.000110747	0.000274839	0.000805392	0.000359135	0.000853775	0.000342814	0.00013156	0.000350623	0.000235284	0.000431251	0.000131749	8.26233e-05	0.0002948245	-0.02077659	0.03421139	-8.12913	0.0134348	2.546476	0.7038464
23460	-9350.712	-9510.018	159.306	0.0110035	0.00919264	0.000148439	0.000582128	0.000620278	0.000233652	0.000228473	0.000139686	0.000211728	0.000194527	0.000420271	0.000296677	0.000575373	0.000447899	0.000504174	0.0005319	0.000582498	0.000245118	0.000179427	0.000409303	0.000195066	0.000702026	0.000214883	0.000429998	0.000418528	0.000483438	0.000411552	0.000189896	0.00031454	0.000466422	0.000313259	0.000195403	0.000202073	0.000510458	0.0003304403	-0.01743509	0.03706885	-8.015085	0.01963377	1.888015	0.3716163
23480	-9359.552	-9510.387	150.8353	0.0277964	0.0365056	0.000344252	0.000589919	0.000550613	0.000256345	0.000210173	0.000181396	0.000133189	0.000388186	0.000529841	0.000907306	0.000396605	0.000404556	0.000430158	0.000758032	0.000364635	0.000320691	0.000304885	0.000697516	0.000237699	0.000394891	0.000172212	0.000189822	0.00049185	0.000487557	0.000545745	0.000257086	0.000218795	0.000554449	0.000255287	0.000260925	0.000175006	0.000979661	0.0003548343	0.02384577	0.0944578	-7.94386	0.1183036	0.7984357	0.4226156
23500	-9361.825	-9507.609	145.784	0.102535	0.132842	0.000302686	0.000392348	0.000549073	0.000289561	0.000315081	0.000449913	0.000270167	0.000150771	0.00109647	0.000445759	0.00103285	0.00052922	0.000344663	0.000460733	0.000557014	0.000383774	0.000276807	0.00066761	0.000386156	0.000290989	0.000232948	0.000450963	0.000609006	0.000409496	0.00114321	0.000150973	0.000711026	0.000528843	0.000297431	0.000300798	0.00023096	0.000234636	0.0003543921	0.04299713	0.1676594	-7.945106	0.2106565	0.7958899	0.5661555
23520	-9344.561	-9503.274	158.7129	0.0687306	0.0158871	0.000281103	0.000420695	0.000374113	0.000255831	0.000257593	0.000328343	0.000390444	0.000441839	0.000427212	0.00072676	0.000390128	0.000421331	0.000520785	0.000234915	0.000353356	0.000570332	0.000308265	0.000423554	0.000390217	0.000423286	0.000141904	0.000418789	0.000825458	0.000512981	0.000314617	0.000228904	0.000296957	0.000491974	0.000224601	0.000376432	0.000209508	0.000375052	0.0003142523	0.03675267	0.2132115	-8.065315	0.2499642	0.8529683	0.3744531
23540	-9353.269	-9513.674	160.4048	0.0467851	0.00412659	0.000344011	0.000513731	0.000508502	0.00034441	0.000610996	0.000425526	0.000490483	0.000318797	0.000356246	0.000239457	0.000453768	0.000383528	0.000484922	0.000335901	0.000595642	0.000475507	0.00026583	0.000403205	0.000268073	0.000431088	0.000313997	0.000432763	0.000668491	0.000451542	0.000990176	0.000314008	0.000549659	0.000714561	0.000369127	0.000274888	0.00023777	0.000243611	0.0004175551	0.03835919	0.07392544	-7.781094	0.1122846	0.6583754	0.4110444
23560	-9356.787	-9509.629	152.8414	0.0793295	0.0643054	0.00015678	0.00041962	0.000535343	0.000390937	0.000290991	0.000389541	0.000374164	0.000351685	0.000407066	0.000691472	0.000906475	0.000556259	0.000513563	0.0006007	0.000478492	0.000512253	0.000332506	0.000385472	0.000294017	0.000344978	0.000107245	0.00036657	0.000658799	0.000505193	0.000639467	0.000185496	0.000191826	0.000782604	0.000188979	0.00021897	0.000226815	0.000308992	0.000370732	-0.03812289	0.1334078	-7.900031	0.09528496	1.400093	0.4044569
23580	-9343.812	-9504.472	160.6599	0.0513558	0.101619	0.000452742	0.000457253	0.000619431	0.000291414	0.000313068	0.0004708	0.000282963	0.000188325	0.000472283	0.000228877	0.000381735	0.000403771	0.000478329	0.000483113	0.000437762	0.000313854	0.000246372	0.000345201	0.000224654	0.000532988	0.000122901	0.000318931	0.000467291	0.000562673	0.000460749	0.000212	0.000190321	0.000830083	0.00015432	0.000208847	0.000215009	0.000271565	0.0003160734	-0.01030862	0.1067821	-8.059536	0.09647349	1.106854	0.4133537
23600	-9358.652	-9505.979	147.3271	0.0326511	0.0982617	0.00016641	0.000554945	0.000723981	0.000274365	0.000236429	6.81051e-05	0.000454114	0.000296805	0.000242567	0.000501976	0.00039261	0.000378192	0.0004098	0.000268046	0.000304495	0.000626718	0.000301066	0.00036234	0.000414293	0.000346283	0.000103586	0.000807132	0.000585862	0.000574195	0.000208096	0.000222483	0.000202282	0.000845503	0.000188975	0.00011944	0.000200255	0.000338316	0.0003680115	0.05428953	0.04595157	-7.907396	0.1002411	0.4584105	0.6823255
23620	-9348.745	-9511.421	162.6761	0.0364025	0.00468893	0.000245043	0.000578517	0.000583238	0.000220811	0.000272381	0.000206108	0.00025575	0.000294095	0.000279052	0.000232692	0.00059041	0.000382347	0.000470948	0.00030115	0.000337863	0.000404245	0.000236398	0.000620178	0.00045184	0.000320764	0.000129277	0.000235232	0.000530103	0.000489342	0.000782513	0.000318402	0.000386094	0.000491199	0.00017699	0.000295807	0.000183225	0.00021891	0.000320837	-0.02093658	0.03072097	-8.044577	0.009784385	3.139795	0.4532304
23640	-9351.822	-9506.224	154.4018	0.0471675	0.01177	0.000448799	0.000645824	0.000589409	0.000285809	0.000281867	0.000106545	0.000201906	0.000345393	0.000532267	0.000563899	0.000328381	0.000204531	0.000482713	0.000286031	0.000363874	0.000234782	0.000226994	0.000634809	0.000420067	0.000268335	0.000108336	0.000410213	0.000550735	0.000611288	0.000706116	0.000204336	0.000185735	0.000381708	0.000198022	0.000343232	0.000237625	0.000418861	0.0003006734	0.03026292	0.08108451	-8.109486	0.1113474	0.7282117	0.5174607
23660	-9366.37	-9506.812	140.4417	0.0144469	0.0720209	0.000366332	0.000649033	0.000874041	0.000262385	0.000229146	0.000101167	0.000403993	2.9604e-05	0.000189889	0.000157968	0.000589655	0.000486391	0.000611882	0.00032582	0.000550416	0.00077832	0.000308559	0.000537168	0.0011693	0.00049981	0.000191396	0.00034838	0.000615243	0.000726085	0.000593507	0.000186374	7.73897e-05	0.000251921	0.000387197	0.000126625	0.000152005	0.000169582	0.0002773985	0.06333779	0.1416244	-8.190056	0.2049621	0.6909781	0.7322411
23680	-9347.752	-9501.059	153.3068	0.0599576	0.13479	0.000233816	0.000291489	0.000391447	0.000327027	0.0003074	0.00037502	0.000248204	0.000297654	0.000572398	0.000361794	0.000446519	0.00037149	0.000460363	0.000456992	0.000688932	0.000638142	0.000336494	0.000657008	0.000813073	0.000574449	0.000166673	0.000201362	0.000625604	0.000652652	0.000847976	0.000679485	0.00023229	0.000569683	0.000237132	0.000233333	0.000156531	0.000379168	0.0003654461	-0.01345388	0.1013125	-7.914392	0.08785858	1.153131	0.4316279
23700	-9349.589	-9505.429	155.8401	0.0620944	0.080127	0.000343564	0.000304124	0.000470326	0.000288898	0.000391573	0.000183889	0.000310916	0.000230706	0.000555338	0.000479823	0.000304593	0.000305289	0.000723534	0.000411527	0.000472489	0.000414899	0.000282583	0.000416873	0.000604022	0.000795161	0.000148706	0.000323951	0.00053479	0.00066838	0.000674778	0.000465891	0.000211763	0.000316795	0.000388468	0.000170881	0.000170758	0.000679601	0.000390176	-0.006765447	0.1085834	-7.848913	0.101818	1.066446	0.4745262
23720	-9347.76	-9504.262	156.5021	0.000158116	0.122932	0.000310211	0.000315802	0.000498891	0.000332835	0.000241676	0.000328139	0.000601863	0.000360219	0.00077056	0.000516764	0.000416709	0.000370728	0.000841852	0.000659735	0.000530939	0.000692027	0.000232835	0.000345171	0.000493178	0.000580011	0.000226459	0.000702134	0.000621302	0.000506646	0.000707835	0.000283847	0.000378204	0.000466361	0.000395479	0.000187411	0.000219277	0.000376986	0.0004204303	-0.04062078	0.06063638	-7.774232	0.0200156	3.029457	0.4457379
23740	-9346.328	-9498.209	151.8812	0.0153051	0.105386	0.000159713	0.000446307	0.000496746	0.000366215	0.00022946	0.000325191	0.000363482	0.000192304	0.000389386	0.000204848	0.000495695	0.000313734	0.00053212	0.000299656	0.000488871	0.00039573	0.000146698	0.000337816	0.000920142	0.000636945	0.000202859	0.00016946	0.000603636	0.00066753	0.00107965	0.000254782	0.000197801	0.000375639	0.000628854	0.000246123	0.000198921	0.000386142	0.0003052636	-0.01554607	0.01709035	-8.094335	0.001544281	11.06687	0.633689
23760	-9352.348	-9510.289	157.9408	0.0679536	0.0166664	0.000505178	0.000519865	0.00062029	0.000293819	0.000256497	0.000218074	0.00016814	7.78493e-05	0.000440696	0.00031255	0.00038025	0.000573603	0.000545585	0.000214407	0.000456023	0.00038694	0.000249105	0.000397133	0.000539342	0.000410812	0.000353136	0.000237274	0.000581301	0.000602155	0.000559284	0.000247551	0.000286114	0.000299466	0.00023477	0.000123839	0.000173719	0.000422518	0.0003202545	-0.01842264	0.08507441	-8.046394	0.06665177	1.276401	0.5232127
23780	-9339.919	-9506.825	166.9057	0.0656958	0.116075	0.000259968	0.000482682	0.000351706	0.000264642	0.000200595	0.000404049	0.000313167	0.000154955	0.000709141	0.000358177	0.000479679	0.000307548	0.000334035	0.000471585	0.000386568	0.00042417	0.000326703	0.000511607	0.000507207	0.000409126	0.000229887	0.000293463	0.000623823	0.000356426	0.000695024	0.00036686	0.000335652	0.000390079	0.000280838	0.00035795	0.000183337	0.000414878	0.000380906	-0.03750267	0.06330304	-7.872958	0.02580037	2.453571	0.343715
23800	-9359.611	-9504.17	144.5584	0.0264241	0.103025	0.000118161	0.000515308	0.000445676	0.000317951	0.000193849	0.000268095	0.000923936	0.000344542	0.000391925	0.000294201	0.000662143	0.000364554	0.000738425	0.000329309	0.000480844	0.000750313	0.000199099	0.000398737	0.00109876	0.000656692	0.000226164	0.000601254	0.000607666	0.00112802	0.000985557	0.000240533	0.000785864	0.000271582	0.000427387	0.000291453	0.00026888	0.000337906	0.0003977803	-0.03234012	0.1563109	-7.829611	0.1239707	1.260869	0.5211407
23820	-9347.737	-9509.993	162.2564	0.0642312	0.029163	0.000331232	0.000261244	0.000346687	0.000460478	0.000254452	0.000278213	0.00029581	0.000404498	0.000617084	0.000290442	0.000637749	0.000333056	0.000569859	0.000526227	0.000648931	0.000456056	0.000409038	0.000500804	0.000466245	0.000666328	0.000265863	0.000389544	0.000628986	0.000338775	0.000820845	0.000484824	0.000407287	0.000627498	0.000617074	0.000279609	0.00024049	0.000692738	0.0004121137	-0.02081094	0.0685277	-7.794211	0.04771676	1.436135	0.3340438
23840	-9365.94	-9513.192	147.2528	0.0390133	0.0778332	0.000959859	0.000612787	0.000548513	0.000495513	0.000334906	0.000115745	0.000333881	0.000342795	0.000567461	0.000497135	0.000853544	0.000611885	0.000592087	0.000421413	0.000348496	0.000386777	0.000278993	0.000777298	0.000507037	0.000573704	0.000128188	0.0004205	0.000672758	0.000336709	0.00108087	0.000354505	0.000438495	0.000345371	0.000239259	0.000730523	0.000224402	0.000372014	0.000360843	-0.02433593	0.02850446	-7.927068	0.004168536	6.838003	0.5369556
23860	-9355.455	-9514.188	158.7334	0.0158695	0.215013	0.000364731	0.000444392	0.000598717	0.000434946	0.000207007	0.000380482	0.00030516	0.000374636	0.00069473	0.000279445	0.000516899	0.000321674	0.000753271	0.000472201	0.000563842	0.000498418	0.000362305	0.000576716	0.00040412	0.000828516	0.000316808	0.000361944	0.000654445	0.0002935	0.000624073	0.000496797	0.0001817	0.000382188	0.000351065	0.000199815	0.000187267	0.000435695	0.0003766744	-0.02251471	0.03298053	-7.88413	0.01046581	3.151262	0.4366746
23880	-9343.388	-9508.956	165.5677	0.0700848	0.096666	0.000219464	0.000388728	0.000366886	0.000191452	0.000241545	0.000500575	0.000335567	0.000288914	0.000355922	0.000449185	0.000458177	0.00026084	0.000324784	0.000322885	0.000364387	0.00041702	0.000293268	0.000360022	0.000431127	0.000326119	0.000167606	0.000395444	0.000566896	0.000373844	0.000621833	0.000448787	0.000348583	0.000574514	0.000310511	0.000316883	0.000147922	0.000696501	0.00034936	0.001577466	0.02128882	-7.959408	0.02286629	0.9310135	0.3601318
23900	-9352.903	-9506.909	154.0065	0.0187891	0.164627	0.000564043	0.000506145	0.00063786	0.000287804	0.00037357	0.000427538	0.000686985	0.000231452	0.000847479	0.000529747	0.000363889	0.000405706	0.000614609	0.000313827	0.000455476	0.000276418	0.000306256	0.000588513	0.000449882	0.000398086	0.000193137	0.00041499	0.000684	0.000543726	0.000558042	0.000294373	0.000238036	0.000655151	0.000331401	0.000295075	0.000250296	0.000143672	0.0004553649	-0.006062687	0.01866685	-7.694411	0.01260416	1.481007	0.5067926
23920	-9347.592	-9504.827	157.2354	0.0453171	0.0783353	0.000303447	0.000390023	0.000426943	0.000224359	0.000388782	0.000353053	0.000427165	0.000236058	0.000607631	0.000265487	0.00034536	0.000240204	0.000526544	0.000599825	0.000476327	0.000349944	0.000312304	0.000310986	0.000645516	0.000311157	9.90382e-05	0.000288981	0.000468257	0.000661439	0.000651269	0.000548162	0.000105094	0.000476963	0.000450308	0.000305726	0.000192623	0.000237175	0.0003634047	-0.01381128	0.03812049	-7.919993	0.02430921	1.56815	0.3839029
23940	-9359.577	-9510.346	150.7691	0.0218675	0.0871558	0.000235763	0.000438699	0.000366355	0.000261547	0.000136515	0.000378623	0.000348451	7.4751e-05	0.000628955	0.000492463	0.000674156	0.000265684	0.000754645	0.000328059	0.000325527	0.000449053	0.000235944	0.00035582	0.00112777	0.000269185	0.000138608	0.000735676	0.000465274	0.000455953	0.000458297	0.000211052	0.000403247	0.000352034	0.000333601	0.000393176	0.0002506	0.000398106	0.0003489759	-0.03998486	0.04339068	-7.960508	0.003405821	12.74015	0.5010136
23960	-9348.715	-9500.532	151.8165	0.0375545	0.0583234	0.00023983	0.0004763	0.000660059	0.000322124	0.000253162	0.000229237	0.000520966	0.000318902	0.000667181	0.00063876	0.00040689	0.000299658	0.000826061	0.000524956	0.000458666	0.000351673	0.000364087	0.000277294	0.000425354	0.000542171	0.000121989	0.000221314	0.000544852	0.000455079	0.000604094	0.000298622	0.00014318	0.000402233	0.000263289	0.000157375	0.000181707	0.000217841	0.0002983651	-0.006094643	0.1098813	-8.117193	0.1037866	1.058723	0.592527
23980	-9366.424	-9504.851	138.4271	0.0373086	0.116136	0.000123191	0.00104364	0.00115603	0.000319628	8.12666e-05	0.000258984	0.000209942	0.000143664	0.000325571	0.000162617	0.00060713	0.000471346	0.000294052	0.000209119	0.000421602	0.00044016	0.000118233	0.000440649	0.000545958	0.00050723	0.000128213	0.000419938	0.000824201	0.00030083	0.00105609	0.000259748	0.000292197	0.000290895	0.000569556	0.000273401	0.000162771	0.000529465	0.0002984588	0.03567997	0.1731835	-8.116879	0.2088635	0.8291708	0.8839395
24000	-9350.184	-9506.078	155.8943	0.00777672	0.0752396	0.000307094	0.000338681	0.000469333	0.000356997	0.00019413	0.000158334	0.000326512	0.000373216	0.000193792	0.000460755	0.000460148	0.000423303	0.000385875	0.000408193	0.000367906	0.000458871	0.000226927	0.000729635	0.000324901	0.000415252	0.000137382	0.000226082	0.000453219	0.000297303	0.000747672	0.000483088	0.000185917	0.000396243	0.000304312	0.00110827	0.000188792	0.00028263	0.00034545	-0.01676788	0.174692	-7.970663	0.1579241	1.106177	0.4247758
24020	-9350.229	-9501.369	151.1406	0.0380306	0.0138795	0.000241148	0.000654738	0.000541944	0.000329447	0.0001771	0.0003256	0.000524698	0.000236752	0.000749293	0.000370025	0.000423416	0.000293259	0.00055878	0.000252457	0.0004967	0.000994557	0.000385291	0.000695949	0.00041973	0.000551364	0.000227509	0.000581692	0.000347261	0.00031355	0.000431163	0.00039544	0.000166143	0.000408782	0.000233293	0.000160729	0.000138388	0.000774745	0.0004102235	-0.008723264	0.1630884	-7.798808	0.1543651	1.056511	0.4625618
24040	-9352.785	-9509.566	156.7805	0.0307577	0.0625256	0.000312843	0.000573769	0.000529984	0.000243315	0.000277146	0.000330224	0.000414236	0.000308089	0.000414678	0.000375964	0.000575562	0.000495378	0.000610961	0.000425981	0.000391173	0.000259583	0.000329296	0.000564687	0.000262542	0.000311999	0.000121423	0.000293498	0.00112751	0.000426603	0.000356764	0.00025834	0.00014284	0.000540887	0.000436459	0.000425935	0.000178466	0.000569182	0.000382455	-0.02965871	0.05536932	-7.8689	0.02571061	2.153559	0.4887637
24060	-9367.301	-9512.333	145.0325	0.0392594	0.0654439	0.000422035	0.000448723	0.00040496	0.000329199	0.000804296	0.000272069	0.00071097	0.000271309	0.000311962	0.00176268	0.000531655	0.000296328	0.000634694	0.000805827	0.000321551	0.000786139	0.000240473	0.000343846	0.000498232	0.00061962	0.000134691	0.00037256	0.000486376	0.000518022	0.000460985	0.000174978	0.000356091	0.000476281	0.000305586	0.000257024	0.000247501	0.000355705	0.0003654268	0.05365901	0.1395002	-7.914445	0.1931592	0.7222032	0.4457858
24080	-9353.158	-9508.297	155.1384	0.0251874	0.0366821	0.000144565	0.000441438	0.000411849	0.000293742	0.000210602	0.00026698	0.000472214	0.000198866	0.000482818	0.000279048	0.000410364	0.000278223	0.000487384	0.000483713	0.000299501	0.000225096	0.000278299	0.000445809	0.000556115	0.000256555	0.000126017	0.000219725	0.000338228	0.000341133	0.000784127	0.000331518	0.000338122	0.000528186	0.00027246	0.00104825	0.000121854	0.000333846	0.000312924	0.03280872	0.1220966	-8.06955	0.1549053	0.7882015	0.5004188
24100	-9351.96	-9506.211	154.2503	0.00948114	0.0924387	0.000513538	0.000535007	0.000384446	0.000229622	0.000252755	0.00022837	0.000413298	0.000216019	0.000311305	0.000346118	0.000575116	0.000281888	0.000420688	0.000987863	0.000352554	0.000615109	0.000197322	0.00024382	0.000603574	0.000360936	0.000108096	0.000367882	0.000866816	0.000445952	0.000413527	0.000360543	0.000338517	0.000552273	0.00064238	0.000254719	0.000198997	0.000268399	0.0003794596	0.0008109071	0.05741491	-7.876762	0.05822581	0.9860731	0.419279
24120	-9368.813	-9511.422	142.6083	0.0179148	0.0866967	0.000157715	0.000285543	0.000350366	0.000223156	0.000123164	0.000233319	0.00019134	0.000112523	0.000844503	0.00011718	0.00037639	0.000151646	0.000258404	0.000259667	0.000261152	0.000561234	0.000144672	0.00018955	0.00106966	0.000263044	9.44658e-05	0.000663609	0.000414388	0.000877559	0.00164533	7.89447e-05	0.000252598	0.000781799	0.000317844	0.000213205	9.19862e-05	0.000645327	0.0002394867	0.001549056	0.00562992	-8.337013	0.007178976	0.7842232	0.6374513
24140	-9355.696	-9505.593	149.8967	0.0228921	0.0662838	0.00030304	0.000443035	0.000557598	0.000214151	0.000401125	0.000143924	0.000243609	0.000185469	0.000244772	0.000743925	0.000431015	0.000278958	0.000573143	0.000277181	0.000358968	0.000744434	0.000283063	0.000513842	0.000716833	0.000432041	0.000114005	0.000473149	0.000762044	0.000557858	0.00035077	0.000168079	0.000421806	0.000390839	0.000215037	0.000313005	0.000166729	0.000466347	0.0003972361	-0.00200148	0.0881216	-7.83098	0.08612012	1.023241	0.6216355
24160	-9353.486	-9505.94	152.4538	0.0124776	0.0715466	0.000155899	0.000667518	0.000629689	0.000213589	9.87852e-05	0.000149872	0.000167727	0.000174472	0.00056063	0.000294179	0.000628124	0.000297565	0.000646851	0.000309168	0.000302737	0.000315193	0.000165861	0.000188542	0.000890658	0.000832716	8.0175e-05	0.000106173	0.00024575	0.000537484	0.000391976	0.000110271	0.000194344	0.000461584	0.000168626	0.000202901	0.000186658	0.000423685	0.000262274	-0.01557255	0.01981173	-8.246121	0.00423918	4.673481	0.601715
24180	-9362.764	-9510.725	147.9612	0.10017	0.18054	0.00018017	0.000428026	0.000455417	0.000236796	0.000195385	0.000199262	0.000267464	5.87185e-05	0.000463138	0.000246196	0.000514382	0.000347398	0.00044109	0.000127906	0.000223061	0.000243847	0.000109862	0.000192494	0.000469821	0.000226929	9.46696e-05	0.000201498	0.000316517	0.000361884	0.000428296	0.000197881	3.32862e-05	0.000576499	0.000617789	0.000115149	0.000242452	0.000730017	0.0002748159	0.06275621	0.01950175	-8.199409	0.08225796	0.2370804	0.5379348
24200	-9363.488	-9507.112	143.624	0.0278537	0.0680707	0.000299146	0.000955934	0.000897889	0.000286689	0.000218718	0.000262541	0.000114715	0.000245722	0.000387189	0.000235661	0.000572951	0.000464776	0.000558208	0.000245089	0.000310582	0.000259101	0.000405441	0.000689965	0.000392646	0.000503898	8.2446e-05	0.000154277	0.000239992	0.00047397	0.00137531	0.000744998	0.000228969	0.000387455	0.000178094	0.00045017	0.000159788	0.000429441	0.0003359947	0.01826344	0.01678399	-7.998415	0.03504743	0.4788937	0.5575004
24220	-9354.218	-9505.766	151.5474	0.0322206	0.0278549	0.000191146	0.000484892	0.000559117	0.000125697	0.000184759	0.000268077	0.000378352	0.00026624	0.000142295	0.000767441	0.000320247	0.000165115	0.000300309	0.000279262	0.000186201	0.000359076	9.41831e-05	0.000217495	0.000508795	0.000249578	8.38713e-05	0.000312124	0.000441903	0.000727159	0.000201992	0.000347016	0.000350304	0.000762796	0.000191614	0.000338007	0.000144421	0.00100721	0.0002550742	0.005505375	0.009911693	-8.273956	0.01541707	0.6429039	0.5945847
24240	-9351.095	-9514.775	163.6792	0.0430058	0.0351679	0.000408076	0.00047355	0.000493834	0.000197486	0.000263907	0.00016997	0.00030985	0.00021815	0.000235542	0.000278857	0.000434182	0.00030077	0.000393194	0.000248259	0.000251726	0.000306309	0.000201677	0.000165267	0.000347454	0.000290388	9.42718e-05	0.000144684	0.000270635	0.000402197	0.000395061	0.000366661	0.000164144	0.000884611	0.000235795	0.000268311	0.000187081	0.000433694	0.0002911321	-0.001196733	0.1311712	-8.141733	0.1299744	1.009207	0.4485866
24260	-9345.187	-9506.633	161.4463	0.0116375	0.108483	0.000125919	0.000523085	0.000571187	0.000150997	0.00018397	0.000204794	0.000195444	0.000281418	0.000410682	0.000347592	0.00039899	0.000263905	0.000227889	0.000610232	0.000231818	0.000333752	0.000163303	0.000282979	0.000377779	0.000339209	8.84388e-05	0.000112849	0.000315246	0.000499388	0.000331888	0.000200338	0.000123553	0.000434559	0.00022847	0.0002082	0.000217281	0.000637141	0.0002597532	-0.008490439	0.04779284	-8.255779	0.0393024	1.216028	0.4746914
24280	-9350.681	-9501.793	151.1124	0.00345919	0.0962889	0.00019396	0.000605811	0.000715523	0.000258225	0.000230908	0.000169188	0.000341178	0.000264612	0.000578727	0.000606062	0.000487366	0.000367521	0.000429375	0.000272035	0.000315801	0.000481909	0.000113292	0.000170099	0.000266518	0.000237241	0.000103026	0.000129345	0.00028811	0.000634003	0.000558498	0.000230055	0.00014459	0.000563612	0.000584183	0.000384617	0.000141636	0.000565159	0.0003135919	0.03481518	0.032152	-8.067418	0.06696717	0.4801158	0.5000168
24300	-9349.988	-9506.354	156.3666	0.0519277	0.0537179	0.000347411	0.000326793	0.000347956	0.000196371	0.00025467	0.000101331	0.000273606	0.000167104	0.00031821	0.000448087	0.000419604	0.00028522	0.000383997	0.000206605	0.000271292	0.000560612	0.00028523	0.000476881	0.000595512	0.000209999	0.000141863	0.000164863	0.000653369	0.000456564	0.00037715	0.00017177	0.000243002	0.00117645	0.000234645	0.000308836	0.0002388	0.000400915	0.0002839862	-0.008743445	0.06905274	-8.166585	0.06030929	1.144977	0.5305242
24320	-9354.223	-9501.39	147.167	0.0312232	0.0889616	0.000249214	0.000765787	0.000710596	0.000152442	9.70181e-05	0.000298986	0.000351388	0.000604755	0.000377018	0.00037879	0.000477491	0.000420366	0.000668879	0.000554673	0.000232876	0.000233006	0.000171486	0.000249769	0.00084643	0.000501659	6.08121e-05	0.000169381	0.000469367	0.000350196	0.000291526	0.000145732	7.73776e-05	0.000433947	0.000228315	0.000298724	0.000252764	0.000458647	0.0003280844	-0.01753986	0.06064673	-8.02224	0.04310687	1.406892	0.6518134
24340	-9345.875	-9506.424	160.5485	0.0766541	0.0214693	9.51795e-05	0.000528469	0.000650315	0.000205721	0.000305926	0.000245284	0.000345501	0.000256972	0.000228274	0.00032629	0.000340073	0.000248241	0.000527976	0.000291417	0.000291233	0.00049715	0.000150237	0.000279642	0.000419735	0.000531139	0.000146937	0.000210856	0.000518413	0.000507306	0.000307008	0.00042369	0.000242086	0.000559918	0.000337628	0.000374283	0.000194673	0.000404134	0.0002761922	-0.01310441	0.01543658	-8.194414	0.002332169	6.61898	0.4325031
24360	-9347.528	-9513.862	166.3338	0.0496419	0.0322008	0.000441624	0.000583919	0.000602824	0.000329586	0.000157577	0.000303595	0.000549457	0.000321827	0.000338663	0.000394223	0.000512115	0.000373908	0.000380767	0.000364755	0.000327084	0.000582706	0.000244175	0.000268569	0.000268494	0.000286051	0.000130216	0.000366113	0.000387824	0.000514032	0.000395404	0.000336883	0.000267367	0.000517758	0.000291754	0.000240383	0.00021128	0.000331583	0.0003147224	-0.0209475	0.08625727	-8.06382	0.06530976	1.320741	0.3384375
24380	-9343.494	-9502.537	159.0432	0.00508457	0.0518124	0.000185519	0.000530183	0.000506573	0.000304889	0.00051653	0.000331192	0.000287289	0.000251712	0.000485775	0.00031067	0.000414062	0.000327456	0.000448898	0.000351981	0.000509031	0.000450209	0.000244489	0.000291626	0.000268456	0.000501203	0.00020275	0.000110737	0.000573191	0.000604149	0.000337629	0.000369144	0.000199655	0.00101503	0.000229075	0.000350481	0.000202669	0.000278569	0.0003412388	-0.01099344	0.1512924	-7.982928	0.140299	1.078357	0.3708653
24400	-9356.779	-9514.078	157.2989	0.0534709	0.136925	0.000151219	0.000478074	0.000553009	0.000173469	0.000202388	0.000281594	0.000230043	0.000155034	0.000434684	0.000266109	0.000581697	0.000471291	0.000371623	0.000339614	0.000388367	0.000599475	0.000200395	0.000315759	0.000515511	0.000270371	0.000125882	0.000260434	0.000347086	0.000346908	0.00064322	0.000302098	0.000261424	0.0007196	0.000316692	0.000158362	0.000122077	0.000413474	0.0003044772	0.007120175	0.05019621	-8.096914	0.05731638	0.8757742	0.3937754
