SpTree	logl	delta	tau	lambda	duplications	transfers	losses	speciations
tree960	-11352.2	0	0	10	0.274	169.011	180.58	27.295
tree961	-11352.2	0	0	10	0.302	166.294	177.881	27.285
tree962	-11352.2	0	0	10	0.286	155.29	168.594	29.018
tree963	-11352.2	0	0	10	0.296	154.355	166.343	27.692
tree964	-11352.2	0	0	10	0.258	146.587	157.875	27.03
tree965	-11352.2	0	0	10	0.302	169.356	179.707	26.049
tree966	-11352.2	0	0	10	0.27	162.686	175.119	28.163
tree967	-11352.2	0	0	10	0.284	156.436	168.427	27.707
tree968	-11352.2	0	0	10	0.272	154.671	167.821	28.878
tree969	-11352.2	0	0	10	0.264	136.43	150.38	29.686
tree970	-11352.2	0	0	10	0.302	154.996	168.168	28.87
tree971	-11352.2	0	0	10	0.271	156.387	168.921	28.263
tree972	-11352.2	0	0	10	0.278	142.375	157.484	30.831
tree973	-11352.2	0	0	10	0.276	165.225	177.129	27.628
tree974	-11352.2	0	0	10	0.271	153.607	166.67	28.792
tree975	-11352.2	0	0	10	0.275	155.828	168.676	28.573
tree976	-11352.2	0	0	10	0.252	137.22	152.653	31.181
tree977	-11352.2	0	0	10	0.253	157.052	169.922	28.617
tree978	-11352.2	0	0	10	0.258	140.472	153.9	29.17
tree979	-11352.2	0	0	10	0.255	166.586	178.219	27.378
tree980	-11352.2	0	0	10	0.283	165.011	176.216	26.922
tree981	-11352.2	0	0	10	0.234	144.182	159.364	30.948
tree982	-11352.2	0	0	10	0.301	141.191	157.363	31.871
tree983	-11352.2	0	0	10	0.272	140.204	153.493	29.017
tree984	-11352.2	0	0	10	0.26	156.971	169.96	28.729
tree985	-11352.2	0	0	10	0.27	155.054	167.819	28.495
tree986	-11352.2	0	0	10	0.29	167.975	179.107	26.842
tree987	-11352.2	0	0	10	0.255	157.091	169.692	28.346
tree988	-11352.2	0	0	10	0.267	140.23	153.867	29.37
tree989	-11352.2	0	0	10	0.278	167.346	178.225	26.601
tree990	-11352.2	0	0	10	0.298	167.861	179.388	27.229
tree991	-11352.2	0	0	10	0.307	140.856	153.811	28.648
tree992	-11352.2	0	0	10	0.259	152.293	165.511	28.959
tree993	-11352.2	0	0	10	0.284	167.907	178.675	26.484
tree994	-11352.2	0	0	10	0.285	147.876	159.43	27.269
tree995	-11352.2	0	0	10	0.284	165.674	178.473	28.515
tree996	-11352.2	0	0	10	0.269	169.232	180.643	27.142
tree997	-11352.2	0	0	10	0.268	141.355	153.489	27.866
tree998	-11352.2	0	0	10	0.282	166.618	179.249	28.349
tree999	-11352.2	0	0	10	0.279	138.375	151.902	29.248
