SpTree	logl	delta	tau	lambda	duplications	transfers	losses	speciations
tree526	-42.7091	0.000100218	0.184426	0.183864	0	7.797	4.12	12.323
tree527	-42.5764	1e-06	0.239116	1e-06	0	6.373	0	9.627
tree528	-44.164	1e-06	0.215633	0.174332	0	6.692	3.989	13.297
tree529	-43.5952	0.000153764	0.248836	0.154794	0.001	6.819	3.347	12.527
tree530	-45.3375	0.000180829	0.190931	0.189988	0	5.805	4.889	15.084
tree531	-45.3116	1e-06	0.220944	0.197655	0	7.134	4.553	13.419
tree532	-45.3375	0.000180829	0.190931	0.189988	0	5.825	4.775	14.95
tree533	-45.0352	1e-06	0.204001	0.198948	0	6.899	4.97	14.071
tree534	-44.5407	1e-06	0.23974	0.155877	0	7.383	3.182	11.799
tree535	-45.3116	1e-06	0.220944	0.197655	0	7.137	4.498	13.361
tree536	-44.4798	1e-06	0.263204	0.13082	0	7.476	2.396	10.92
tree537	-46.3279	1e-06	0.251054	0.23218	0	7.611	5.113	13.502
tree538	-44.2669	1e-06	0.189517	0.180797	0	6.47	4.437	13.967
tree539	-45.1922	1e-06	0.19609	0.213705	0	6.321	5.133	14.812
tree540	-45.8607	2.15612e-05	0.251096	0.168967	0	7.089	3.829	12.74
tree541	-45.3832	1e-06	0.230649	0.139542	0	6.569	3.229	12.66
tree542	-40.7647	1e-06	0.13266	0.151886	0	4.942	4.549	15.607
tree543	-45.3375	0.000180829	0.190931	0.189988	0.004	5.774	4.856	15.078
tree544	-44.2669	1e-06	0.189517	0.180797	0	6.339	4.492	14.153
tree545	-42.3112	1e-06	0.149075	0.145093	0	4.597	3.946	15.349
tree546	-44.5407	1e-06	0.23974	0.155877	0	7.432	3.109	11.677
tree547	-43.5952	0.000153764	0.248836	0.154794	0	6.824	3.221	12.397
tree548	-44.1093	0.000103554	0.214198	0.174006	0	7.605	3.698	12.093
tree549	-43.1682	0.000108321	0.222465	0.120336	0	6.211	2.741	12.53
tree550	-42.3112	1e-06	0.149075	0.145093	0	4.522	3.899	15.377
tree551	-44.0729	2.62126e-05	0.250602	0.125561	0	7.031	2.535	11.504
tree552	-44.9086	1e-06	0.239814	0.193222	0	7.501	4.03	12.529
tree553	-43.781	1e-06	0.245603	0.130918	0	6.907	2.845	11.938
tree554	-46.447	2.46085e-05	0.263494	0.215621	0	8.043	4.197	12.154
tree555	-44.2669	1e-06	0.189517	0.180797	0	6.404	4.457	14.053
tree556	-38.4652	2.65131e-05	0.11027	0.113102	0	3.462	3.213	15.751
tree557	-44.2669	1e-06	0.189517	0.180797	0	6.418	4.356	13.938
tree558	-42.1179	7.54792e-06	0.157204	0.152552	0	4.922	3.95	15.028
tree559	-46.727	8.84364e-05	0.265522	0.213169	0	8.063	4.143	12.08
tree560	-43.2316	4.13678e-05	0.174267	0.176239	0	5.709	4.299	14.59
tree561	-45.7825	1e-06	0.234196	0.192852	0	7.563	4.257	12.694
tree562	-44.2147	1e-06	0.23815	0.176593	0	6.866	3.902	13.036
tree563	-43.5952	0.000153764	0.248836	0.154794	0	6.778	3.204	12.426
tree564	-45.0943	1e-06	0.233313	0.193272	0	7.408	4.162	12.754
tree565	-42.5768	4.64281e-06	0.180783	0.203738	0	8.171	4.913	12.742
tree566	-43.781	1e-06	0.245603	0.130918	0	6.935	2.77	11.835
tree567	-45.2313	4.57916e-05	0.23906	0.135926	0	6.871	3.01	12.139
tree568	-46.1319	1e-06	0.217389	0.206155	0	6.65	4.684	14.034
tree569	-44.7032	5.35802e-05	0.245146	0.174627	0	7.966	2.953	10.987
tree570	-43.5269	1e-06	0.211927	0.160288	0	7.273	3.388	12.115
tree571	-45.3375	0.000180829	0.190931	0.189988	0	5.835	4.808	14.973
tree572	-44.3215	3.45587e-06	0.220399	0.151554	0	6.455	3.427	12.972
tree573	-45.0155	1e-06	0.219646	0.194467	0	7.031	4.462	13.431
tree574	-45.3116	1e-06	0.220944	0.197655	0	7.197	4.595	13.398
tree575	-45.7825	1e-06	0.234196	0.192852	0	7.466	4.142	12.676
tree576	-43.5952	0.000153764	0.248836	0.154794	0	6.902	3.176	12.274
tree577	-44.2669	1e-06	0.189517	0.180797	0	6.358	4.48	14.122
tree578	-44.5407	1e-06	0.23974	0.155877	0	7.463	3.092	11.629
tree579	-45.9169	1e-06	0.244904	0.207728	0	7.504	4.472	12.968
tree580	-44.2122	1e-06	0.280355	0.0055565	0	7.117	0.099	8.982
tree581	-45.3375	0.000180829	0.190931	0.189988	0.001	5.735	4.942	15.206
tree582	-43.1069	1e-06	0.177822	0.167247	0	5.554	4.072	14.518
tree583	-45.5522	1e-06	0.18766	0.207292	0	5.759	5.164	15.405
tree584	-44.2669	1e-06	0.189517	0.180797	0	6.424	4.517	14.093
tree585	-45.3116	1e-06	0.220944	0.197655	0	7.21	4.573	13.363
tree586	-45.3116	1e-06	0.220944	0.197655	0	7.19	4.54	13.35
tree587	-44.164	1e-06	0.215633	0.174332	0	6.661	3.96	13.299
tree588	-42.1286	1e-06	0.177584	0.124676	0	5.76	3.295	13.535
tree589	-44.2669	1e-06	0.189517	0.180797	0	6.481	4.508	14.027
tree590	-45.0155	1e-06	0.219646	0.194467	0	7.105	4.412	13.307
tree591	-44.2669	1e-06	0.189517	0.180797	0	6.352	4.477	14.125
tree592	-44.2341	0.000198051	0.210238	0.21107	0.002	8.319	4.79	12.469
tree593	-44.9086	1e-06	0.239814	0.193222	0	7.584	3.932	12.348
tree594	-44.2669	1e-06	0.189517	0.180797	0	6.363	4.435	14.072
tree595	-44.6064	1e-06	0.203167	0.212781	0	7.331	4.722	13.391
tree596	-44.5284	1e-06	0.214927	0.217437	0	8.354	4.965	12.611
tree597	-45.3116	1e-06	0.220944	0.197655	0	7.163	4.558	13.395
tree598	-39.2499	1e-06	0.231924	1e-06	0	6.157	0	9.843
tree599	-44.5407	1e-06	0.23974	0.155877	0	7.499	3.104	11.605
tree600	-44.164	1e-06	0.215633	0.174332	0	6.777	3.925	13.148
tree601	-43.5269	1e-06	0.211927	0.160288	0	7.248	3.535	12.287
tree602	-43.781	1e-06	0.245603	0.130918	0	6.872	2.871	11.999
tree603	-45.0155	1e-06	0.219646	0.194467	0	7.198	4.41	13.212
tree604	-42.3112	1e-06	0.149075	0.145093	0	4.514	3.878	15.364
tree605	-45.2315	5.06602e-06	0.200365	0.211947	0	6.947	5.423	14.476
tree606	-44.2147	1e-06	0.23815	0.176593	0	6.879	3.901	13.022
tree607	-46.1319	1e-06	0.217389	0.206155	0	6.689	4.744	14.055
tree608	-43.6985	2.95754e-05	0.198063	0.198347	0	7.789	4.697	12.908
tree609	-46.1319	1e-06	0.217389	0.206155	0	6.589	4.781	14.192
tree610	-42.428	1e-06	0.210023	0.104045	0	6.15	2.458	12.308
tree611	-46.1319	1e-06	0.217389	0.206155	0	6.658	4.707	14.049
tree612	-44.462	1e-06	0.262207	0.149422	0	7.387	2.964	11.577
tree613	-45.5522	1e-06	0.18766	0.207292	0	5.692	5.272	15.58
tree614	-44.462	1e-06	0.262207	0.149422	0	7.396	2.968	11.572
tree615	-45.0352	1e-06	0.204001	0.198948	0	6.991	4.878	13.887
tree616	-44.9968	0.000294878	0.25496	0.135801	0	7.616	2.598	10.982
tree617	-46.1319	1e-06	0.217389	0.206155	0	6.608	4.777	14.169
tree618	-45.0155	1e-06	0.219646	0.194467	0	7.149	4.293	13.144
tree619	-45.7825	1e-06	0.234196	0.192852	0	7.498	4.152	12.654
tree620	-46.1198	1e-06	0.27168	0.160526	0	7.753	3.288	11.535
tree621	-44.6994	0.000110189	0.186114	0.193221	0	6.68	5.092	14.412
tree622	-44.2669	1e-06	0.189517	0.180797	0	6.434	4.488	14.054
tree623	-43.1069	1e-06	0.177822	0.167247	0	5.563	4.009	14.446
tree624	-45.2213	1e-06	0.267738	0.190017	0	7.432	4.03	12.598
tree625	-44.5407	1e-06	0.23974	0.155877	0	7.441	3.198	11.757
tree626	-45.0352	1e-06	0.204001	0.198948	0	6.901	4.901	14
tree627	-43.5585	8.11329e-06	0.161581	0.163121	0	4.949	4.286	15.337
tree628	-42.3112	1e-06	0.149075	0.145093	0	4.488	3.912	15.424
tree629	-45.1102	1e-06	0.210038	0.197485	0	7.011	4.798	13.787
tree630	-43.9031	0.000199331	0.19531	0.210258	0	6.904	5.059	14.155
tree631	-43.1727	1e-06	0.215592	0.158408	0	7.61	2.985	11.375
tree632	-44.3346	7.59989e-05	0.251585	0.172682	0	7.134	3.518	12.384
tree633	-44.2669	1e-06	0.189517	0.180797	0	6.338	4.45	14.112
tree634	-45.3116	1e-06	0.220944	0.197655	0	7.128	4.511	13.383
tree635	-45.5522	1e-06	0.18766	0.207292	0	5.8	5.319	15.519
tree636	-44.164	1e-06	0.215633	0.174332	0	6.762	3.927	13.165
tree637	-43.5585	8.11329e-06	0.161581	0.163121	0	4.951	4.242	15.291
tree638	-42.1179	7.54792e-06	0.157204	0.152552	0	4.934	3.977	15.043
tree639	-42.2343	1e-06	0.205867	0.113512	0	5.988	2.593	12.605
tree640	-45.5233	1e-06	0.19998	0.199389	0	6.16	4.836	14.676
tree641	-42.3112	1e-06	0.149075	0.145093	0	4.512	3.913	15.401
tree642	-45.3375	0.000180829	0.190931	0.189988	0	5.932	4.797	14.865
tree643	-44.2341	0.000198051	0.210238	0.21107	0	8.247	4.916	12.669
tree644	-44.164	1e-06	0.215633	0.174332	0	6.754	3.935	13.181
tree645	-44.6994	0.000110189	0.186114	0.193221	0	6.608	5.223	14.615
tree646	-46.1319	1e-06	0.217389	0.206155	0	6.629	4.766	14.137
tree647	-44.1509	1e-06	0.254115	0.147273	0	7.417	2.783	11.366
tree648	-42.3112	1e-06	0.149075	0.145093	0	4.539	3.947	15.408
tree649	-43.7096	0.00106365	0.221486	0.179443	0.001	7.087	3.753	12.665
tree650	-46.1319	1e-06	0.217389	0.206155	0	6.5	4.704	14.204
tree651	-44.164	1e-06	0.215633	0.174332	0	6.697	3.998	13.301
tree652	-44.2405	6.2561e-05	0.193637	0.224818	0	7.534	5.53	13.996
tree653	-44.5048	1.66505e-05	0.269569	0.137393	0	7.524	2.693	11.169
tree654	-43.5952	0.000153764	0.248836	0.154794	0.001	6.805	3.182	12.376
tree655	-45.0352	1e-06	0.204001	0.198948	0	6.868	4.877	14.009
tree656	-41.2513	1e-06	0.141522	0.0965244	0	4.284	2.522	14.238
tree657	-43.7965	1e-06	0.157309	0.165561	0	4.926	4.438	15.512
tree658	-43.5269	1e-06	0.211927	0.160288	0	7.182	3.426	12.244
tree659	-43.7965	1e-06	0.157309	0.165561	0	4.833	4.459	15.626
tree660	-44.3076	1.88371e-06	0.220572	0.181823	0	6.581	4.11	13.529
tree661	-44.9086	1e-06	0.239814	0.193222	0	7.543	3.974	12.431
tree662	-44.2669	1e-06	0.189517	0.180797	0	6.399	4.485	14.086
tree663	-42.3341	1e-06	0.174338	0.143833	0	5.681	3.181	13.5
tree664	-44.846	2.82193e-05	0.203076	0.189657	0	6.213	4.335	14.122
tree665	-44.2669	1e-06	0.189517	0.180797	0	6.446	4.524	14.078
tree666	-45.3375	0.000180829	0.190931	0.189988	0	5.813	4.849	15.036
tree667	-42.3112	1e-06	0.149075	0.145093	0	4.488	3.901	15.413
tree668	-44.2669	1e-06	0.189517	0.180797	0	6.324	4.461	14.137
tree669	-44.3076	1.88371e-06	0.220572	0.181823	0	6.691	4.022	13.331
tree670	-45.3116	1e-06	0.220944	0.197655	0	7.143	4.582	13.439
tree671	-42.351	1e-06	0.153473	0.167738	0	5.555	4.801	15.246
tree672	-43.781	1e-06	0.245603	0.130918	0	6.879	2.844	11.965
tree673	-43.5585	8.11329e-06	0.161581	0.163121	0	4.868	4.221	15.353
tree674	-44.2747	0.000230194	0.26105	0.146903	0	7.266	2.902	11.636
tree675	-44.2932	1e-06	0.185439	0.195274	0	6.513	5.308	14.795
tree676	-45.0155	1e-06	0.219646	0.194467	0	7.227	4.521	13.294
tree677	-43.4666	0.000163083	0.227007	0.163333	0.001	8.113	3.202	11.088
tree678	-43.1682	0.000108321	0.222465	0.120336	0	6.301	2.758	12.457
tree679	-44.3215	3.45587e-06	0.220399	0.151554	0.001	6.433	3.496	13.062
tree680	-44.5407	1e-06	0.23974	0.155877	0	7.361	3.124	11.763
tree681	-43.781	1e-06	0.245603	0.130918	0	6.937	2.813	11.876
tree682	-43.781	1e-06	0.245603	0.130918	0	6.88	2.821	11.941
tree683	-46.7187	0.000113435	0.166561	0.143914	0	5.112	3.788	14.676
tree684	-46.1319	1e-06	0.217389	0.206155	0	6.619	4.722	14.103
tree685	-43.5952	0.000153764	0.248836	0.154794	0	6.8	3.136	12.336
tree686	-45.2505	1.92133e-05	0.242907	0.177627	0.001	7.146	3.853	12.706
tree687	-44.0729	2.62126e-05	0.250602	0.125561	0.001	7.068	2.499	11.43
tree688	-42.3112	1e-06	0.149075	0.145093	0	4.515	3.924	15.409
tree689	-44.2669	1e-06	0.189517	0.180797	0	6.422	4.39	13.968
tree690	-44.4793	1e-06	0.219906	0.182852	0	6.998	4.034	13.036
tree691	-44.9066	0.000958465	0.248577	0.181818	0.002	7.582	3.297	11.713
tree692	-44.9086	1e-06	0.239814	0.193222	0	7.507	3.977	12.47
tree693	-46.1319	1e-06	0.217389	0.206155	0	6.66	4.662	14.002
tree694	-45.7825	1e-06	0.234196	0.192852	0	7.567	4.382	12.815
tree695	-45.0155	1e-06	0.219646	0.194467	0	7.207	4.456	13.249
tree696	-44.2669	1e-06	0.189517	0.180797	0	6.44	4.45	14.01
tree697	-42.7509	8.45638e-06	0.238804	9.05791e-05	0	6.364	0.002	9.638
tree698	-45.3116	1e-06	0.220944	0.197655	0	7.281	4.558	13.277
tree699	-44.462	1e-06	0.262207	0.149422	0	7.376	2.865	11.489
tree700	-44.2669	1e-06	0.189517	0.180797	0	6.446	4.473	14.027
tree701	-43.1682	0.000108321	0.222465	0.120336	0	6.313	2.689	12.376
tree702	-42.3112	1e-06	0.149075	0.145093	0	4.59	3.868	15.278
tree703	-45.7056	1e-06	0.260091	0.199643	0	7.683	4.266	12.583
tree704	-40.0653	2.23931e-05	0.15531	0.0617783	0	4.991	1.461	12.47
tree705	-45.3375	0.000180829	0.190931	0.189988	0.001	5.826	4.845	15.018
tree706	-43.1419	1e-06	0.174985	0.140823	0	5.203	3.556	14.353
tree707	-42.5764	1e-06	0.239116	1e-06	0	6.318	0	9.682
tree708	-44.2669	1e-06	0.189517	0.180797	0	6.438	4.472	14.034
tree709	-45.3116	1e-06	0.220944	0.197655	0	7.1	4.53	13.43
tree710	-44.2669	1e-06	0.189517	0.180797	0	6.388	4.452	14.064
tree711	-44.2669	1e-06	0.189517	0.180797	0	6.362	4.45	14.088
tree712	-45.3116	1e-06	0.220944	0.197655	0	7.111	4.572	13.461
tree713	-44.5407	1e-06	0.23974	0.155877	0	7.46	3.216	11.756
tree714	-45.2649	0.00592633	0.249095	0.196708	0.018	7.763	4.228	12.447
tree715	-45.7056	1e-06	0.260091	0.199643	0	7.667	4.189	12.522
tree716	-45.3375	0.000180829	0.190931	0.189988	0	5.832	4.813	14.981
tree717	-45.7825	1e-06	0.234196	0.192852	0	7.525	4.131	12.606
tree718	-45.3116	1e-06	0.220944	0.197655	0	7.145	4.577	13.432
tree719	-45.0336	0.000187547	0.25737	0.19933	0.002	7.752	3.999	12.245
tree720	-45.3116	1e-06	0.220944	0.197655	0	7.181	4.626	13.445
tree721	-42.1631	5.35669e-05	0.153883	0.154242	0	4.892	3.981	15.089
tree722	-44.164	1e-06	0.215633	0.174332	0	6.83	3.987	13.157
tree723	-44.6994	0.000110189	0.186114	0.193221	0	6.579	5.166	14.587
tree724	-45.0352	1e-06	0.204001	0.198948	0	7.027	4.945	13.918
tree725	-44.9968	0.000294878	0.25496	0.135801	0	7.645	2.61	10.965
tree726	-44.2669	1e-06	0.189517	0.180797	0	6.451	4.341	13.89
tree727	-45.7825	1e-06	0.234196	0.192852	0	7.533	4.171	12.638
tree728	-43.1682	0.000108321	0.222465	0.120336	0	6.22	2.732	12.512
tree729	-44.2932	1e-06	0.185439	0.195274	0	6.362	5.18	14.818
tree730	-44.5407	1e-06	0.23974	0.155877	0	7.422	3.189	11.767
tree731	-43.1682	0.000108321	0.222465	0.120336	0	6.251	2.726	12.475
tree732	-44.2747	0.000230194	0.26105	0.146903	0	7.259	2.819	11.56
tree733	-42.4202	1e-06	0.158132	0.151104	0	4.778	4.017	15.239
tree734	-45.0933	1.71682e-05	0.24598	0.18012	0	7.226	3.942	12.716
tree735	-45.4047	1e-06	0.197363	0.211391	0	5.991	5.42	15.429
tree736	-43.5585	8.11329e-06	0.161581	0.163121	0.001	4.955	4.246	15.29
tree737	-42.5763	1e-06	0.237543	1e-06	0	6.32	0	9.68
tree738	-45.9447	1e-06	0.248485	0.205668	0	7.506	4.35	12.844
tree739	-42.2259	0.00328206	0.165453	0.15368	0.004	4.738	3.8	15.058
tree740	-42.2259	0.00328206	0.165453	0.15368	0.006	4.769	3.894	15.119
tree741	-44.164	1e-06	0.215633	0.174332	0	6.849	4.022	13.173
tree742	-45.0155	1e-06	0.219646	0.194467	0	7.09	4.497	13.407
tree743	-45.3375	0.000180829	0.190931	0.189988	0	5.834	4.84	15.006
tree744	-44.9086	1e-06	0.239814	0.193222	0	7.477	3.974	12.497
tree745	-44.015	3.24467e-05	0.207509	0.197778	0	7.749	4.814	13.065
tree746	-44.164	1e-06	0.215633	0.174332	0	6.792	3.881	13.089
tree747	-44.2405	6.2561e-05	0.193637	0.224818	0	7.602	5.63	14.028
tree748	-44.9086	1e-06	0.239814	0.193222	0	7.535	4.013	12.478
tree749	-45.0352	1e-06	0.204001	0.198948	0	6.934	4.991	14.057
tree750	-40.9982	1.54649e-06	0.158685	0.164795	0	5.602	4.605	15.003
tree751	-43.355	1e-06	0.214345	0.165191	0	7.051	3.594	12.543
tree752	-42.3112	1e-06	0.149075	0.145093	0	4.562	3.865	15.303
tree753	-44.9086	1e-06	0.239814	0.193222	0	7.493	3.976	12.483
tree754	-43.1419	1e-06	0.174985	0.140823	0	5.221	3.567	14.346
tree755	-42.1286	1e-06	0.177584	0.124676	0	5.788	3.222	13.434
tree756	-42.428	1e-06	0.210023	0.104045	0	6.157	2.426	12.269
tree757	-45.0155	1e-06	0.219646	0.194467	0	7.149	4.47	13.321
tree758	-45.3116	1e-06	0.220944	0.197655	0	7.115	4.553	13.438
tree759	-46.3254	1e-06	0.233479	0.222221	0	7.388	5.075	13.687
tree760	-42.7891	1.84312e-05	0.249706	0.110434	0	6.752	2.198	11.446
tree761	-45.0155	1e-06	0.219646	0.194467	0	6.975	4.476	13.501
tree762	-43.5952	0.000153764	0.248836	0.154794	0.001	6.789	3.192	12.402
tree763	-46.3254	1e-06	0.233479	0.222221	0	7.374	5.001	13.627
tree764	-43.0193	1e-06	0.166637	0.119415	0	4.956	2.938	13.982
tree765	-45.9447	1e-06	0.248485	0.205668	0	7.555	4.36	12.805
tree766	-45.3116	1e-06	0.220944	0.197655	0	7.108	4.519	13.411
tree767	-45.3116	1e-06	0.220944	0.197655	0	7.042	4.545	13.503
tree768	-45.3117	1e-06	0.223683	0.219239	0	7.277	4.686	13.409
tree769	-46.1319	1e-06	0.217389	0.206155	0	6.561	4.811	14.25
tree770	-43.9573	1e-06	0.237842	0.171494	0	7.491	3.531	12.04
tree771	-46.257	3.03609e-05	0.227341	0.205367	0	6.807	4.59	13.783
tree772	-39.6579	4.75227e-05	0.166072	0.131967	0	5.632	3.227	13.595
tree773	-44.9066	0.000958465	0.248577	0.181818	0.004	7.551	3.497	11.942
tree774	-44.2341	0.000198051	0.210238	0.21107	0	8.202	4.89	12.688
tree775	-45.3375	0.000180829	0.190931	0.189988	0	5.878	4.9	15.022
tree776	-43.5257	1e-06	0.211311	0.141988	0	6.078	3.394	13.316
tree777	-43.1727	1e-06	0.215592	0.158408	0	7.604	2.951	11.347
tree778	-44.5048	1.66505e-05	0.269569	0.137393	0.001	7.502	2.75	11.247
tree779	-43.6209	5.99898e-06	0.162646	0.15982	0	4.985	4.218	15.233
tree780	-42.3899	1e-06	0.192288	0.113479	0	5.986	2.477	12.491
tree781	-45.7825	1e-06	0.234196	0.192852	0	7.496	4.247	12.751
tree782	-43.781	1e-06	0.245603	0.130918	0	6.938	2.781	11.843
tree783	-45.3116	1e-06	0.220944	0.197655	0	7.145	4.611	13.466
tree784	-44.9086	1e-06	0.239814	0.193222	0	7.556	3.974	12.418
tree785	-45.2393	1e-06	0.202021	0.210911	0	7.035	5.441	14.406
tree786	-44.0729	2.62126e-05	0.250602	0.125561	0	7.004	2.651	11.647
tree787	-43.6209	5.99898e-06	0.162646	0.15982	0	4.926	4.197	15.271
tree788	-45.3116	1e-06	0.220944	0.197655	0	7.141	4.562	13.421
tree789	-44.4805	1e-06	0.210145	0.188623	0	6.773	4.509	13.736
tree790	-42.9525	1e-06	0.170785	0.212773	0.001	7.738	5.35	13.611
tree791	-44.2669	1e-06	0.189517	0.180797	0	6.445	4.456	14.011
tree792	-45.0155	1e-06	0.219646	0.194467	0	7.174	4.317	13.143
tree793	-44.9086	1e-06	0.239814	0.193222	0	7.581	3.948	12.367
tree794	-46.0932	2.74892e-05	0.211945	0.225873	0.001	6.918	5.138	14.219
tree795	-46.3692	1.42297e-05	0.259895	0.218977	0	7.889	4.352	12.463
tree796	-43.1682	0.000108321	0.222465	0.120336	0.001	6.274	2.739	12.464
tree797	-44.7465	3.43406e-06	0.249212	0.191454	0	7.508	3.903	12.395
tree798	-44.2669	1e-06	0.189517	0.180797	0	6.445	4.546	14.101
tree799	-44.8537	1e-06	0.229566	0.196034	0	6.915	4.318	13.403
tree800	-44.5284	1e-06	0.214927	0.217437	0	8.449	5.136	12.687
tree801	-43.6985	2.95754e-05	0.198063	0.198347	0	7.751	4.817	13.066
tree802	-44.4805	1e-06	0.210145	0.188623	0	6.783	4.538	13.755
tree803	-43.6209	5.99898e-06	0.162646	0.15982	0	4.946	4.297	15.351
tree804	-45.0155	1e-06	0.219646	0.194467	0	7.185	4.428	13.243
tree805	-46.1319	1e-06	0.217389	0.206155	0	6.574	4.741	14.167
tree806	-43.1682	0.000108321	0.222465	0.120336	0	6.258	2.72	12.462
tree807	-42.3112	1e-06	0.149075	0.145093	0	4.54	3.904	15.364
tree808	-45.0155	1e-06	0.219646	0.194467	0	7.178	4.415	13.237
tree809	-45.3116	1e-06	0.220944	0.197655	0	7.142	4.518	13.376
tree810	-43.5269	1e-06	0.211927	0.160288	0	7.178	3.463	12.285
tree811	-45.3116	1e-06	0.220944	0.197655	0	7.16	4.502	13.342
tree812	-43.9573	1e-06	0.188977	0.18812	0	6.475	4.605	14.13
tree813	-45.0352	1e-06	0.204001	0.198948	0	6.835	4.907	14.072
tree814	-44.7416	1e-06	0.315732	1e-06	0	7.903	0	8.097
tree815	-45.9447	1e-06	0.248485	0.205668	0	7.544	4.38	12.836
tree816	-44.5407	1e-06	0.23974	0.155877	0	7.355	3.133	11.778
tree817	-42.3112	1e-06	0.149075	0.145093	0	4.511	3.887	15.376
tree818	-44.3547	1e-06	0.21478	0.192606	0	7.271	4.005	12.734
tree819	-45.0155	1e-06	0.219646	0.194467	0	7.16	4.389	13.229
tree820	-45.3375	0.000180829	0.190931	0.189988	0	5.839	4.833	14.994
tree821	-44.462	1e-06	0.262207	0.149422	0	7.378	3.002	11.624
tree822	-45.7825	1e-06	0.234196	0.192852	0	7.53	4.154	12.624
tree823	-42.1286	1e-06	0.177584	0.124676	0	5.814	3.306	13.492
tree824	-43.1419	1e-06	0.174985	0.140823	0	5.207	3.554	14.347
tree825	-43.6985	2.95754e-05	0.198063	0.198347	0	7.768	4.732	12.964
tree826	-41.815	0.00020519	0.148396	0.132666	0	4.606	3.468	14.862
tree827	-44.1346	1e-06	0.226395	0.176686	0	6.831	3.935	13.104
tree828	-45.2315	5.06602e-06	0.200365	0.211947	0	6.88	5.444	14.564
tree829	-44.3215	3.45587e-06	0.220399	0.151554	0	6.366	3.555	13.189
tree830	-39.9103	0.000149593	0.150741	0.0939467	0	4.485	2.298	13.813
tree831	-42.3112	1e-06	0.149075	0.145093	0	4.491	3.875	15.384
tree832	-43.3425	1e-06	0.227682	0.155941	0	6.597	3.319	12.722
tree833	-46.0817	1e-06	0.270835	0.151918	0	7.63	3.099	11.469
tree834	-42.9138	4.44863e-06	0.184755	0.13085	0	5.455	3.256	13.801
tree835	-44.2669	1e-06	0.189517	0.180797	0	6.415	4.433	14.018
tree836	-44.164	1e-06	0.215633	0.174332	0	6.817	3.899	13.082
tree837	-44.2669	1e-06	0.189517	0.180797	0	6.418	4.431	14.013
tree838	-42.4202	1e-06	0.158132	0.151104	0	4.749	4.043	15.294
tree839	-45.7825	1e-06	0.234196	0.192852	0	7.675	4.204	12.529
tree840	-44.2932	1e-06	0.185439	0.195274	0	6.327	5.159	14.832
tree841	-45.7825	1e-06	0.234196	0.192852	0	7.539	4.151	12.612
tree842	-44.2405	6.2561e-05	0.193637	0.224818	0	7.748	5.658	13.91
tree843	-46.1319	1e-06	0.217389	0.206155	0	6.605	4.708	14.103
tree844	-42.4971	1e-06	0.155773	0.160113	0	4.808	4.353	15.545
tree845	-45.0943	1e-06	0.233313	0.193272	0	7.506	4.224	12.718
tree846	-41.5475	1e-06	0.143283	0.0970019	0	4.3	2.533	14.233
tree847	-42.3112	1e-06	0.149075	0.145093	0	4.542	3.89	15.348
tree848	-45.3375	0.000180829	0.190931	0.189988	0.001	5.735	4.814	15.078
tree849	-45.9447	1e-06	0.248485	0.205668	0	7.543	4.366	12.823
tree850	-44.5268	1e-06	0.257023	0.152386	0	7.316	2.987	11.671
tree851	-43.781	1e-06	0.245603	0.130918	0	6.879	2.818	11.939
tree852	-42.2355	0.000118669	0.201713	0.125583	0	7.092	2.055	10.963
tree853	-43.1069	1e-06	0.177822	0.167247	0	5.609	4.037	14.428
tree854	-40.716	1e-06	0.228971	1e-06	0	6.136	0	9.864
tree855	-46.447	2.46085e-05	0.263494	0.215621	0	8.068	4.182	12.114
tree856	-45.3953	1e-06	0.204939	0.202633	0	7.161	5.003	13.842
tree857	-44.2669	1e-06	0.189517	0.180797	0	6.496	4.416	13.92
tree858	-45.3116	1e-06	0.220944	0.197655	0	7.177	4.569	13.392
tree859	-44.2669	1e-06	0.189517	0.180797	0	6.424	4.408	13.984
tree860	-43.1727	1e-06	0.215592	0.158408	0	7.645	3.032	11.387
tree861	-44.2669	1e-06	0.189517	0.180797	0	6.419	4.41	13.991
tree862	-45.9121	5.17643e-05	0.22128	0.19807	0	7.328	4.546	13.218
tree863	-42.3112	1e-06	0.149075	0.145093	0	4.506	3.88	15.374
tree864	-43.6209	5.99898e-06	0.162646	0.15982	0	4.897	4.271	15.374
tree865	-44.5407	1e-06	0.23974	0.155877	0	7.378	3.196	11.818
tree866	-45.8644	1e-06	0.217457	0.205889	0	7.314	4.794	13.48
tree867	-39.9325	0.000213893	0.14767	0.0967802	0	4.237	2.522	14.285
tree868	-44.5407	1e-06	0.23974	0.155877	0	7.369	3.086	11.717
tree869	-45.0155	1e-06	0.219646	0.194467	0	6.999	4.51	13.511
tree870	-44.2669	1e-06	0.189517	0.180797	0	6.453	4.387	13.934
tree871	-44.6994	0.000110189	0.186114	0.193221	0.001	6.628	5.222	14.593
tree872	-44.5299	1e-06	0.260306	0.150635	0	7.429	2.977	11.548
tree873	-46.1319	1e-06	0.217389	0.206155	0	6.59	4.79	14.2
tree874	-44.1346	1e-06	0.226395	0.176686	0	6.907	3.947	13.04
tree875	-43.5269	1e-06	0.211927	0.160288	0	7.193	3.369	12.176
tree876	-44.4726	2.79196e-06	0.209967	0.149888	0.001	7	3.572	12.571
tree877	-44.9086	1e-06	0.239814	0.193222	0	7.542	3.94	12.398
