SpTree	logl	delta	tau	lambda	duplications	transfers	losses	speciations
tree454	-11354.9	0	0	0	0.297	427.025	423.342	12.02
tree455	-11354.9	0	0	0	0.316	431.939	428.623	12.368
tree456	-11354.9	0	0	0	0.285	433.033	429.381	12.063
tree457	-11354.9	0	0	0	0.286	429.632	426.004	12.086
tree458	-11354.9	0	0	0	0.287	428.933	425.25	12.03
tree459	-11354.9	0	0	0	0.287	422.622	418.792	11.883
tree460	-11354.9	0	0	0	0.271	422.136	418.13	11.723
tree461	-11354.9	0	0	0	0.315	423.142	419.339	11.882
tree462	-11354.9	0	0	0	0.278	430.522	426.787	11.987
tree463	-11354.9	0	0	0	0.321	422.607	418.864	11.936
tree464	-11354.9	0	0	0	0.327	421.248	417.493	11.918
tree465	-11354.9	0	0	0	0.325	433.215	429.59	12.05
tree466	-11354.9	0	0	0	0.319	437.337	434.195	12.539
tree467	-11354.9	0	0	0	0.271	431.671	428.005	12.063
tree468	-11354.9	0	0	0	0.28	448.661	445.736	12.795
tree469	-11354.9	0	0	0	0.285	429.806	426.242	12.151
tree470	-11354.9	0	0	0	0.284	438.656	435.426	12.486
tree471	-11354.9	0	0	0	0.266	445.488	442.491	12.737
tree472	-11354.9	0	0	0	0.292	440.931	437.869	12.646
tree473	-11354.9	0	0	0	0.32	430.799	427.229	12.11
tree474	-11354.9	0	0	0	0.296	444	440.965	12.669
tree475	-11354.9	0	0	0	0.295	452.297	449.601	13.009
tree476	-11354.9	0	0	0	0.329	431.542	428.096	12.225
tree477	-11354.9	0	0	0	0.262	441.986	438.96	12.712
tree478	-11354.9	0	0	0	0.254	433.87	430.244	12.12
tree479	-11354.9	0	0	0	0.29	425.036	421.433	12.107
tree480	-11354.9	0	0	0	0.274	426.807	422.99	11.909
tree481	-11354.9	0	0	0	0.3	434.998	431.638	12.34
tree482	-11354.9	0	0	0	0.301	428.854	425.015	11.86
tree483	-11354.9	0	0	0	0.288	425.192	421.565	12.085
tree484	-11354.9	0	0	0	0.303	424.101	420.101	11.697
tree485	-11354.9	0	0	0	0.299	432.622	428.977	12.056
tree486	-11354.9	0	0	0	0.301	431.751	428.265	12.213
tree487	-11354.9	0	0	0	0.302	432.225	428.722	12.195
tree488	-11354.9	0	0	0	0.306	441.295	437.983	12.382
tree489	-11354.9	0	0	0	0.3	431.254	427.706	12.152
tree490	-11354.9	0	0	0	0.302	449.873	446.933	12.758
tree491	-11354.9	0	0	0	0.3	426.539	422.549	11.71
tree492	-11354.9	0	0	0	0.296	427.166	423.417	11.955
tree493	-11354.9	0	0	0	0.31	418.069	413.976	11.597
tree494	-11354.9	0	0	0	0.278	423.681	419.694	11.735
tree495	-11354.9	0	0	0	0.266	453.771	450.874	12.837
tree496	-11354.9	0	0	0	0.281	417.897	414.017	11.839
tree497	-11354.9	0	0	0	0.267	443.038	439.827	12.522
tree498	-11354.9	0	0	0	0.279	428.071	424.431	12.081
tree499	-11354.9	0	0	0	0.281	414.38	410.298	11.637
tree500	-11354.9	0	0	0	0.297	430.307	426.768	12.164
tree501	-11354.9	0	0	0	0.265	436.096	432.819	12.458
tree502	-11354.9	0	0	0	0.249	430.558	427.043	12.236
tree503	-11354.9	0	0	0	0.29	430.974	427.338	12.074
tree504	-11354.9	0	0	0	0.253	431.315	427.533	11.965
tree505	-11354.9	0	0	0	0.318	432.598	428.98	12.064
tree506	-11354.9	0	0	0	0.281	418.496	414.414	11.637
tree507	-11354.9	0	0	0	0.293	448.155	445.193	12.745
tree508	-11354.9	0	0	0	0.274	435.646	432.377	12.457
tree509	-11354.9	0	0	0	0.252	431.92	428.239	12.067
tree510	-11354.9	0	0	0	0.266	427.964	424.318	12.088
tree511	-11354.9	0	0	0	0.309	426.961	423.264	11.994
tree512	-11354.9	0	0	0	0.311	424.248	420.315	11.756
tree513	-11354.9	0	0	0	0.305	430.814	427.154	12.035
tree514	-11354.9	0	0	0	0.265	437.33	434.033	12.438
tree515	-11354.9	0	0	0	0.289	423.166	419.198	11.743
tree516	-11354.9	0	0	0	0.302	439.613	436.379	12.464
tree517	-11354.9	0	0	0	0.308	440.178	436.989	12.503
tree518	-11354.9	0	0	0	0.321	435.877	432.526	12.328
tree519	-11354.9	0	0	0	0.289	435.004	431.707	12.414
tree520	-11354.9	0	0	0	0.293	435.169	431.863	12.401
tree521	-11354.9	0	0	0	0.276	425.736	421.953	11.941
tree522	-11354.9	0	0	0	0.293	438.198	434.852	12.361
tree523	-11354.9	0	0	0	0.29	437.478	434.075	12.307
tree524	-11354.9	0	0	0	0.273	427.968	424.403	12.162
tree525	-11354.9	0	0	0	0.269	424.791	420.929	11.869
tree526	-11354.9	0	0	0	0.281	429.294	425.667	12.092
tree527	-11354.9	0	0	0	0.256	437.767	434.259	12.236
tree528	-11354.9	0	0	0	0.296	441.507	438.318	12.515
tree529	-11354.9	0	0	0	0.265	446.971	443.961	12.725
tree530	-11354.9	0	0	0	0.298	430.114	426.43	12.018
tree531	-11354.9	0	0	0	0.292	429.148	425.593	12.153
tree532	-11354.9	0	0	0	0.237	432.16	428.576	12.179
tree533	-11354.9	0	0	0	0.283	427.463	423.808	12.062
tree534	-11354.9	0	0	0	0.305	423.004	418.867	11.558
tree535	-11354.9	0	0	0	0.294	435.773	432.066	11.999
tree536	-11354.9	0	0	0	0.282	445.674	442.477	12.521
tree537	-11354.9	0	0	0	0.249	441.125	438.029	12.655
tree538	-11354.9	0	0	0	0.277	430.269	426.626	12.08
tree539	-11354.9	0	0	0	0.275	440.692	437.625	12.658
tree540	-11354.9	0	0	0	0.282	438.12	434.975	12.573
tree541	-11354.9	0	0	0	0.263	444.944	441.766	12.559
tree542	-11354.9	0	0	0	0.3	433.45	429.894	12.144
tree543	-11354.9	0	0	0	0.314	432.062	428.455	12.079
tree544	-11354.9	0	0	0	0.284	421.225	417.25	11.741
tree545	-11354.9	0	0	0	0.315	428.533	424.862	12.014
tree546	-11354.9	0	0	0	0.29	423.861	419.96	11.809
tree547	-11354.9	0	0	0	0.31	452.736	449.883	12.837
tree548	-11354.9	0	0	0	0.29	425.736	421.818	11.792
tree549	-11354.9	0	0	0	0.274	450.991	447.961	12.696
tree550	-11354.9	0	0	0	0.276	434.924	431.464	12.264
tree551	-11354.9	0	0	0	0.3	451.789	449.119	13.03
tree552	-11354.9	0	0	0	0.276	432.132	428.558	12.15
tree553	-11354.9	0	0	0	0.286	435.675	432.347	12.386
tree554	-11354.9	0	0	0	0.264	443.332	440.278	12.682
tree555	-11354.9	0	0	0	0.276	426.629	422.945	12.04
tree556	-11354.9	0	0	0	0.312	433.506	430.064	12.246
tree557	-11354.9	0	0	0	0.293	425.533	421.642	11.816
tree558	-11354.9	0	0	0	0.286	448.601	445.674	12.787
tree559	-11354.9	0	0	0	0.282	439.03	435.754	12.442
tree560	-11354.9	0	0	0	0.295	428.72	425.349	12.334
tree561	-11354.9	0	0	0	0.28	426.006	422.309	12.023
tree562	-11354.9	0	0	0	0.271	459.594	457.052	13.187
tree563	-11354.9	0	0	0	0.294	447.442	444.683	12.947
tree564	-11354.9	0	0	0	0.279	431.617	428.421	12.525
tree565	-11354.9	0	0	0	0.282	430.833	427.211	12.096
tree566	-11354.9	0	0	0	0.278	438.464	435.208	12.466
tree567	-11354.9	0	0	0	0.266	433.527	430.062	12.269
tree568	-11354.9	0	0	0	0.287	431.678	428.059	12.094
tree569	-11354.9	0	0	0	0.305	431.642	428.121	12.174
tree570	-11354.9	0	0	0	0.3	421.014	417.218	11.904
tree571	-11354.9	0	0	0	0.27	432.324	428.61	12.016
tree572	-11354.9	0	0	0	0.276	434.898	431.501	12.327
tree573	-11354.9	0	0	0	0.313	426.936	423.08	11.831
tree574	-11354.9	0	0	0	0.306	421.255	417.398	11.837
tree575	-11354.9	0	0	0	0.269	426.595	422.643	11.779
tree576	-11354.9	0	0	0	0.251	448.749	445.913	12.913
tree577	-11354.9	0	0	0	0.28	429.014	425.228	11.934
tree578	-11354.9	0	0	0	0.301	409.521	405.387	11.565
tree579	-11354.9	0	0	0	0.256	438.047	434.868	12.565
tree580	-11354.9	0	0	0	0.324	424.573	420.797	11.9
tree581	-11354.9	0	0	0	0.297	436.664	433.144	12.183
tree582	-11354.9	0	0	0	0.298	425.572	421.766	11.896
tree583	-11354.9	0	0	0	0.307	440.018	436.848	12.523
tree584	-11354.9	0	0	0	0.282	427.455	423.758	12.021
tree585	-11354.9	0	0	0	0.298	429.148	425.444	11.998
tree586	-11354.9	0	0	0	0.265	428.133	424.358	11.96
tree587	-11354.9	0	0	0	0.281	425.283	421.599	12.035
tree588	-11354.9	0	0	0	0.278	429.079	425.222	11.865
tree589	-11354.9	0	0	0	0.298	426.496	422.637	11.843
tree590	-11354.9	0	0	0	0.286	419.99	416.108	11.832
tree591	-11354.9	0	0	0	0.303	426.014	422.291	11.974
tree592	-11354.9	0	0	0	0.297	422.227	418.513	11.989
tree593	-11354.9	0	0	0	0.309	431.498	427.838	12.031
tree594	-11354.9	0	0	0	0.268	422.626	418.843	11.949
tree595	-11354.9	0	0	0	0.281	430.993	427.27	11.996
tree596	-11354.9	0	0	0	0.293	426.045	422.28	11.942
tree597	-11354.9	0	0	0	0.246	431.693	428.08	12.141
tree598	-11354.9	0	0	0	0.263	450.677	448.163	13.223
tree599	-11354.9	0	0	0	0.27	422.71	418.663	11.683
tree600	-11354.9	0	0	0	0.269	428.364	424.659	12.026
tree601	-11354.9	0	0	0	0.317	417.086	413.077	11.674
tree602	-11354.9	0	0	0	0.296	437.501	434.071	12.274
tree603	-11354.9	0	0	0	0.314	421.532	417.631	11.785
tree604	-11354.9	0	0	0	0.266	431.484	427.935	12.185
tree605	-11354.9	0	0	0	0.261	438.109	434.651	12.281
tree606	-11354.9	0	0	0	0.264	462.143	459.764	13.357
tree607	-11354.9	0	0	0	0.276	429.906	426.224	12.042
tree608	-11354.9	0	0	0	0.295	423.819	420.163	12.049
tree609	-11354.9	0	0	0	0.26	432.344	429.06	12.456
tree610	-11354.9	0	0	0	0.274	446.463	443.501	12.764
tree611	-11354.9	0	0	0	0.277	429.107	425.64	12.256
tree612	-11354.9	0	0	0	0.273	442.684	439.668	12.711
tree613	-11354.9	0	0	0	0.288	443.558	440.5	12.654
tree614	-11354.9	0	0	0	0.278	438.435	435.137	12.424
tree615	-11354.9	0	0	0	0.262	427.285	423.625	12.078
tree616	-11354.9	0	0	0	0.286	425.003	421.148	11.859
tree617	-11354.9	0	0	0	0.335	430.927	427.415	12.153
tree618	-11354.9	0	0	0	0.267	424.413	420.432	11.752
tree619	-11354.9	0	0	0	0.291	428.371	424.471	11.809
tree620	-11354.9	0	0	0	0.293	447.501	444.398	12.604
tree621	-11354.9	0	0	0	0.292	424.495	420.608	11.821
tree622	-11354.9	0	0	0	0.275	429.266	425.373	11.832
tree623	-11354.9	0	0	0	0.296	429.45	425.815	12.069
tree624	-11354.9	0	0	0	0.259	459.607	457.178	13.312
tree625	-11354.9	0	0	0	0.313	417.958	413.896	11.625
tree626	-11354.9	0	0	0	0.301	431.921	428.41	12.188
tree627	-11354.9	0	0	0	0.309	434.066	430.577	12.202
tree628	-11354.9	0	0	0	0.299	432.783	429.18	12.098
tree629	-11354.9	0	0	0	0.282	418.96	415.102	11.86
tree630	-11354.9	0	0	0	0.285	450.773	447.931	12.873
tree631	-11354.9	0	0	0	0.303	430.78	427.238	12.155
tree632	-11354.9	0	0	0	0.283	445.901	442.771	12.587
tree633	-11354.9	0	0	0	0.286	432.934	429.393	12.173
tree634	-11354.9	0	0	0	0.267	424.728	420.834	11.839
tree635	-11354.9	0	0	0	0.278	439.818	436.383	12.287
tree636	-11354.9	0	0	0	0.313	432.584	429.284	12.387
tree637	-11354.9	0	0	0	0.29	427.63	424.097	12.177
tree638	-11354.9	0	0	0	0.278	445.233	442.264	12.753
tree639	-11354.9	0	0	0	0.261	455.97	453.314	13.083
tree640	-11354.9	0	0	0	0.301	432.941	429.48	12.238
tree641	-11354.9	0	0	0	0.281	430.658	427.07	12.131
tree642	-11354.9	0	0	0	0.297	429.28	425.656	12.079
tree643	-11354.9	0	0	0	0.304	418.021	413.951	11.626
tree644	-11354.9	0	0	0	0.287	435.085	431.559	12.187
tree645	-11354.9	0	0	0	0.323	429.121	425.578	12.134
tree646	-11354.9	0	0	0	0.299	430.476	426.713	11.938
tree647	-11354.9	0	0	0	0.301	428.367	424.859	12.191
tree648	-11354.9	0	0	0	0.292	430.313	426.545	11.94
tree649	-11354.9	0	0	0	0.295	439.888	436.633	12.45
tree650	-11354.9	0	0	0	0.326	431.653	428.298	12.319
tree651	-11354.9	0	0	0	0.275	438.729	435.463	12.459
tree652	-11354.9	0	0	0	0.289	427.809	424.19	12.092
tree653	-11354.9	0	0	0	0.276	457.22	454.737	13.241
tree654	-11354.9	0	0	0	0.259	448.413	445.445	12.773
tree655	-11354.9	0	0	0	0.312	429.322	425.788	12.154
tree656	-11354.9	0	0	0	0.302	438.846	435.755	12.607
tree657	-11354.9	0	0	0	0.287	433.11	429.602	12.205
tree658	-11354.9	0	0	0	0.288	421.044	417.169	11.837
tree659	-11354.9	0	0	0	0.299	426.99	423.24	11.951
tree660	-11354.9	0	0	0	0.276	442.733	439.568	12.559
tree661	-11354.9	0	0	0	0.295	433.18	429.748	12.273
tree662	-11354.9	0	0	0	0.268	428.47	424.85	12.112
tree663	-11354.9	0	0	0	0.296	426.891	422.923	11.736
tree664	-11354.9	0	0	0	0.285	430.376	426.812	12.151
tree665	-11354.9	0	0	0	0.315	425.906	422.235	12.014
tree666	-11354.9	0	0	0	0.285	431.078	427.456	12.093
tree667	-11354.9	0	0	0	0.285	427.753	424.086	12.048
tree668	-11354.9	0	0	0	0.277	420.981	417.163	11.905
tree669	-11354.9	0	0	0	0.263	446.986	443.968	12.719
tree670	-11354.9	0	0	0	0.299	423.158	419.335	11.878
tree671	-11354.9	0	0	0	0.276	431.635	428.029	12.118
tree672	-11354.9	0	0	0	0.272	441.857	438.759	12.63
tree673	-11354.9	0	0	0	0.27	427.025	423.166	11.871
tree674	-11354.9	0	0	0	0.266	441.577	438.18	12.337
tree675	-11354.9	0	0	0	0.275	426.744	423.109	12.09
tree676	-11354.9	0	0	0	0.303	422.753	418.719	11.663
tree677	-11354.9	0	0	0	0.301	424.578	420.805	11.926
tree678	-11354.9	0	0	0	0.291	448.086	445.255	12.878
tree679	-11354.9	0	0	0	0.296	435.935	432.656	12.425
tree680	-11354.9	0	0	0	0.303	416.219	412.107	11.585
tree681	-11354.9	0	0	0	0.267	442.152	438.972	12.553
tree682	-11354.9	0	0	0	0.286	435.878	432.613	12.449
tree683	-11354.9	0	0	0	0.31	443.349	440.012	12.353
tree684	-11354.9	0	0	0	0.303	425.85	422.181	12.028
tree685	-11354.9	0	0	0	0.291	456.193	453.63	13.146
tree686	-11354.9	0	0	0	0.279	442.696	439.564	12.589
tree687	-11354.9	0	0	0	0.303	450.368	447.749	13.078
tree688	-11354.9	0	0	0	0.275	433.202	429.49	12.013
tree689	-11354.9	0	0	0	0.265	423.83	419.975	11.88
tree690	-11354.9	0	0	0	0.265	424.869	421.015	11.881
tree691	-11354.9	0	0	0	0.278	428.248	424.554	12.028
tree692	-11354.9	0	0	0	0.257	429.453	425.726	12.016
tree693	-11354.9	0	0	0	0.294	434.9	431.281	12.087
tree694	-11354.9	0	0	0	0.289	423.807	420.073	11.977
tree695	-11354.9	0	0	0	0.293	422.764	418.857	11.8
tree696	-11354.9	0	0	0	0.328	423.807	420.209	12.074
tree697	-11354.9	0	0	0	0.276	447.249	444.278	12.753
tree698	-11354.9	0	0	0	0.255	430.383	426.393	11.755
tree699	-11354.9	0	0	0	0.302	442.379	439.218	12.537
tree700	-11354.9	0	0	0	0.283	428.108	424.195	11.804
tree701	-11354.9	0	0	0	0.257	447.192	444.428	12.979
tree702	-11354.9	0	0	0	0.276	424.312	420.543	11.955
tree703	-11354.9	0	0	0	0.273	451.479	448.767	13.015
tree704	-11354.9	0	0	0	0.293	427.66	423.976	12.023
tree705	-11354.9	0	0	0	0.3	433.744	430.033	11.989
tree706	-11354.9	0	0	0	0.307	424.875	421.235	12.053
tree707	-11354.9	0	0	0	0.296	441.891	438.582	12.395
tree708	-11354.9	0	0	0	0.271	423.753	419.806	11.782
tree709	-11354.9	0	0	0	0.296	435.217	431.696	12.183
tree710	-11354.9	0	0	0	0.287	425.317	421.571	11.967
tree711	-11354.9	0	0	0	0.286	427.183	423.526	12.057
tree712	-11354.9	0	0	0	0.265	426.986	423.31	12.059
tree713	-11354.9	0	0	0	0.28	424.189	420.18	11.711
tree714	-11354.9	0	0	0	0.268	436.072	432.664	12.324
tree715	-11354.9	0	0	0	0.277	442.688	439.577	12.612
tree716	-11354.9	0	0	0	0.321	432.681	429.176	12.174
tree717	-11354.9	0	0	0	0.291	424.953	421.042	11.798
tree718	-11354.9	0	0	0	0.278	428.022	424.176	11.876
tree719	-11354.9	0	0	0	0.278	445.32	442.094	12.496
tree720	-11354.9	0	0	0	0.261	428.183	424.456	12.012
tree721	-11354.9	0	0	0	0.314	430.772	427.148	12.062
tree722	-11354.9	0	0	0	0.285	436.112	432.745	12.348
tree723	-11354.9	0	0	0	0.303	428.217	424.479	11.959
tree724	-11354.9	0	0	0	0.277	420.58	416.759	11.902
tree725	-11354.9	0	0	0	0.303	425.33	421.439	11.806
tree726	-11354.9	0	0	0	0.308	427.438	424.006	12.26
tree727	-11354.9	0	0	0	0.288	424.813	421.099	11.998
tree728	-11354.9	0	0	0	0.264	452.836	449.799	12.699
tree729	-11354.9	0	0	0	0.288	431.652	428.192	12.252
tree730	-11354.9	0	0	0	0.311	423.773	419.925	11.841
tree731	-11354.9	0	0	0	0.275	446.757	443.728	12.696
tree732	-11354.9	0	0	0	0.299	434.088	430.717	12.33
tree733	-11354.9	0	0	0	0.247	441.242	437.864	12.375
tree734	-11354.9	0	0	0	0.292	436.303	432.935	12.34
tree735	-11354.9	0	0	0	0.24	449.973	447.134	12.921
tree736	-11354.9	0	0	0	0.318	426.483	422.723	11.922
tree737	-11354.9	0	0	0	0.272	442.28	439.148	12.596
tree738	-11354.9	0	0	0	0.307	434.609	431.137	12.221
tree739	-11354.9	0	0	0	0.291	440.058	436.643	12.294
tree740	-11354.9	0	0	0	0.266	437.864	434.416	12.286
tree741	-11354.9	0	0	0	0.272	442.559	439.436	12.605
tree742	-11354.9	0	0	0	0.294	422.591	418.664	11.779
tree743	-11354.9	0	0	0	0.276	432.227	428.479	11.976
tree744	-11354.9	0	0	0	0.287	431.241	427.633	12.105
tree745	-11354.9	0	0	0	0.265	430.558	427.046	12.223
tree746	-11354.9	0	0	0	0.272	440.42	437.365	12.673
tree747	-11354.9	0	0	0	0.301	428.168	424.358	11.889
tree748	-11354.9	0	0	0	0.284	431.243	427.472	11.945
tree749	-11354.9	0	0	0	0.287	424.204	420.437	11.946
tree750	-11354.9	0	0	0	0.27	453.202	450.166	12.694
tree751	-11354.9	0	0	0	0.288	429.199	425.671	12.184
tree752	-11354.9	0	0	0	0.292	431.519	428.018	12.207
tree753	-11354.9	0	0	0	0.251	430.443	426.77	12.076
tree754	-11354.9	0	0	0	0.297	428.164	424.617	12.156
tree755	-11354.9	0	0	0	0.294	430.551	427.08	12.235
tree756	-11354.9	0	0	0	0.301	447.261	444.257	12.695
tree757	-11354.9	0	0	0	0.282	428.565	424.874	12.027
tree758	-11354.9	0	0	0	0.313	429.642	425.844	11.889
tree759	-11354.9	0	0	0	0.258	438.54	435.243	12.445
tree760	-11354.9	0	0	0	0.288	439.924	436.791	12.579
tree761	-11354.9	0	0	0	0.305	420.484	416.417	11.628
tree762	-11354.9	0	0	0	0.259	450.452	447.488	12.777
tree763	-11354.9	0	0	0	0.322	447.874	445.001	12.805
tree764	-11354.9	0	0	0	0.286	440.42	436.972	12.266
tree765	-11354.9	0	0	0	0.302	435.098	431.765	12.365
tree766	-11354.9	0	0	0	0.284	435	431.459	12.175
tree767	-11354.9	0	0	0	0.276	428.135	424.36	11.949
tree768	-11354.9	0	0	0	0.278	443.244	440.01	12.488
tree769	-11354.9	0	0	0	0.264	431.875	428.184	12.045
tree770	-11354.9	0	0	0	0.266	438.023	434.615	12.326
tree771	-11354.9	0	0	0	0.268	431.593	427.848	11.987
tree772	-11354.9	0	0	0	0.29	438.277	435.11	12.543
tree773	-11354.9	0	0	0	0.26	429.873	426.253	12.12
tree774	-11354.9	0	0	0	0.279	424.195	420.223	11.749
tree775	-11354.9	0	0	0	0.278	430.469	426.817	12.07
tree776	-11354.9	0	0	0	0.288	455.009	452.321	13.024
tree777	-11354.9	0	0	0	0.306	425.24	421.465	11.919
tree778	-11354.9	0	0	0	0.29	443.054	440.072	12.728
tree779	-11354.9	0	0	0	0.26	432.589	429.045	12.196
tree780	-11354.9	0	0	0	0.308	424.743	420.949	11.898
tree781	-11354.9	0	0	0	0.289	428.803	424.912	11.82
tree782	-11354.9	0	0	0	0.27	437.052	433.687	12.365
tree783	-11354.9	0	0	0	0.293	429.281	425.539	11.965
tree784	-11354.9	0	0	0	0.298	435.515	432.16	12.347
tree785	-11354.9	0	0	0	0.277	428.908	425.019	11.834
tree786	-11354.9	0	0	0	0.262	449.251	446.476	12.963
tree787	-11354.9	0	0	0	0.315	437.198	433.931	12.418
tree788	-11354.9	0	0	0	0.265	429.332	425.674	12.077
tree789	-11354.9	0	0	0	0.278	440.581	437.636	12.777
tree790	-11354.9	0	0	0	0.253	431.244	427.764	12.267
tree791	-11354.9	0	0	0	0.296	424.527	420.769	11.946
tree792	-11354.9	0	0	0	0.318	420.623	416.836	11.895
tree793	-11354.9	0	0	0	0.288	434.088	430.717	12.341
tree794	-11354.9	0	0	0	0.303	434.56	431.253	12.39
tree795	-11354.9	0	0	0	0.317	436.666	433.246	12.263
tree796	-11354.9	0	0	0	0.281	450.162	447.183	12.74
tree797	-11354.9	0	0	0	0.295	436.981	433.776	12.5
tree798	-11354.9	0	0	0	0.272	424.793	421.269	12.204
tree799	-11354.9	0	0	0	0.282	445.145	442.093	12.666
tree800	-11354.9	0	0	0	0.299	427.211	423.388	11.878
tree801	-11354.9	0	0	0	0.283	427.009	423.48	12.188
tree802	-11354.9	0	0	0	0.292	439.95	436.556	12.314
tree803	-11354.9	0	0	0	0.251	428.894	425.3	12.155
tree804	-11354.9	0	0	0	0.286	419.754	415.601	11.561
tree805	-11354.9	0	0	0	0.306	432.67	429.03	12.054
tree806	-11354.9	0	0	0	0.294	454.194	451.403	12.915
tree807	-11354.9	0	0	0	0.283	432.39	428.868	12.195
tree808	-11354.9	0	0	0	0.303	418.408	414.293	11.582
tree809	-11354.9	0	0	0	0.277	427.134	423.51	12.099
tree810	-11354.9	0	0	0	0.27	422.947	419.155	11.938
tree811	-11354.9	0	0	0	0.277	424.73	420.923	11.916
tree812	-11354.9	0	0	0	0.295	431.872	428.312	12.145
tree813	-11354.9	0	0	0	0.297	425.885	422.196	12.014
tree814	-11354.9	0	0	0	0.279	445.892	442.954	12.783
tree815	-11354.9	0	0	0	0.332	436.308	433.009	12.369
tree816	-11354.9	0	0	0	0.303	422.077	418.05	11.67
tree817	-11354.9	0	0	0	0.277	427.086	423.481	12.118
tree818	-11354.9	0	0	0	0.297	426.212	422.384	11.875
tree819	-11354.9	0	0	0	0.273	430.785	427.004	11.946
tree820	-11354.9	0	0	0	0.291	438.362	435.312	12.659
tree821	-11354.9	0	0	0	0.297	445.1	442.053	12.656
tree822	-11354.9	0	0	0	0.314	419.936	416.061	11.811
tree823	-11354.9	0	0	0	0.262	425.743	421.971	11.966
tree824	-11354.9	0	0	0	0.274	429.096	425.21	11.84
tree825	-11354.9	0	0	0	0.281	422.138	418.202	11.783
tree826	-11354.9	0	0	0	0.274	427.895	424.157	11.988
tree827	-11354.9	0	0	0	0.282	444.25	440.99	12.458
tree828	-11354.9	0	0	0	0.274	430.881	427.249	12.094
tree829	-11354.9	0	0	0	0.303	437.293	433.92	12.324
tree830	-11354.9	0	0	0	0.272	421.754	418.05	12.024
tree831	-11354.9	0	0	0	0.282	433.304	429.804	12.218
tree832	-11354.9	0	0	0	0.254	455.826	453.048	12.968
tree833	-11354.9	0	0	0	0.254	444.558	441.32	12.508
tree834	-11354.9	0	0	0	0.278	438.786	435.642	12.578
tree835	-11354.9	0	0	0	0.297	424.389	420.473	11.787
tree836	-11354.9	0	0	0	0.297	430.314	426.846	12.235
tree837	-11354.9	0	0	0	0.273	423.46	419.603	11.87
tree838	-11354.9	0	0	0	0.298	442.516	439.527	12.713
tree839	-11354.9	0	0	0	0.323	428.423	424.546	11.8
tree840	-11354.9	0	0	0	0.295	432.435	428.809	12.079
tree841	-11354.9	0	0	0	0.291	424.348	420.531	11.892
tree842	-11354.9	0	0	0	0.309	433.569	430.231	12.353
tree843	-11354.9	0	0	0	0.268	430.474	426.965	12.223
tree844	-11354.9	0	0	0	0.266	435.796	432.373	12.311
tree845	-11354.9	0	0	0	0.281	437.802	434.6	12.517
tree846	-11354.9	0	0	0	0.287	429.331	425.772	12.154
tree847	-11354.9	0	0	0	0.311	434.893	431.542	12.338
tree848	-11354.9	0	0	0	0.303	429.156	425.593	12.134
tree849	-11354.9	0	0	0	0.294	437.928	434.526	12.304
tree850	-11354.9	0	0	0	0.26	441.217	437.938	12.461
tree851	-11354.9	0	0	0	0.314	443.726	440.535	12.495
tree852	-11354.9	0	0	0	0.279	443.263	440.225	12.683
tree853	-11354.9	0	0	0	0.306	424.976	421.168	11.886
tree854	-11354.9	0	0	0	0.27	435.167	431.526	12.089
tree855	-11354.9	0	0	0	0.308	430.186	426.762	12.268
tree856	-11354.9	0	0	0	0.263	424.213	420.35	11.874
tree857	-11354.9	0	0	0	0.287	425.7	421.777	11.79
tree858	-11354.9	0	0	0	0.314	429.44	425.743	11.989
tree859	-11354.9	0	0	0	0.304	428.022	424.268	11.942
tree860	-11354.9	0	0	0	0.295	429.655	426.013	12.063
tree861	-11354.9	0	0	0	0.263	432.323	428.461	11.875
tree862	-11354.9	0	0	0	0.292	426.04	422.073	11.741
tree863	-11354.9	0	0	0	0.265	430.458	426.763	12.04
tree864	-11354.9	0	0	0	0.312	431.175	427.858	12.371
tree865	-11354.9	0	0	0	0.302	421.097	417.113	11.714
tree866	-11354.9	0	0	0	0.272	429.063	425.613	12.278
tree867	-11354.9	0	0	0	0.313	433.107	429.764	12.344
tree868	-11354.9	0	0	0	0.277	421.535	417.447	11.635
tree869	-11354.9	0	0	0	0.288	419.235	415.089	11.566
tree870	-11354.9	0	0	0	0.269	423.547	419.612	11.796
tree871	-11354.9	0	0	0	0.297	431.908	428.3	12.095
tree872	-11354.9	0	0	0	0.286	439.18	435.966	12.5
tree873	-11354.9	0	0	0	0.306	431.512	427.995	12.177
tree874	-11354.9	0	0	0	0.279	450.239	447.276	12.758
tree875	-11354.9	0	0	0	0.297	414.586	410.471	11.588
tree876	-11354.9	0	0	0	0.311	421.29	417.289	11.688
tree877	-11354.9	0	0	0	0.292	431.34	427.739	12.107
tree878	-11354.9	0	0	0	0.285	432.037	428.436	12.114
tree879	-11354.9	0	0	0	0.288	429.822	426.246	12.136
tree880	-11354.9	0	0	0	0.302	424.527	420.795	11.966
tree881	-11354.9	0	0	0	0.274	425.979	422.341	12.088
tree882	-11354.9	0	0	0	0.297	423.583	419.805	11.925
tree883	-11354.9	0	0	0	0.27	436.81	433.509	12.429
tree884	-11354.9	0	0	0	0.294	427.479	423.826	12.053
tree885	-11354.9	0	0	0	0.286	420.454	416.487	11.747
tree886	-11354.9	0	0	0	0.305	436.037	432.638	12.296
tree887	-11354.9	0	0	0	0.305	443.06	440.137	12.772
tree888	-11354.9	0	0	0	0.291	424.108	420.391	11.992
tree889	-11354.9	0	0	0	0.286	430.689	427.158	12.183
