Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extant_mrca	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
200	-4842.158	-4913.845	71.68733	0.218698	0.241406	0.00809564	0.00283403	0.00944634	0.00973071	0.0111509	0.00758609	0.00418767	0.010215	0.0104613	0.0107835	0.00875373	0.0137343	0.00868466	0.00238362	0.0109146	0.0109097	0.00884405	0.00532046	0.00806742	0.00592624	0.00740073	0.0117532	0.0124151	0.00930535	0.00798622	0.0104402	0.00854001	0.00971573	0.00669355	0.00571727	0.00557078	0.00719102	0.00865343	-0.07428854	87.08193	0.07828846	-4.749799	0.003999923	19.57249	0.3932253
220	-4827.085	-4906.314	79.22876	0.273897	0.197302	0.00618407	0.00410949	0.00767392	0.00478204	0.00582631	0.00810972	0.00435762	0.00558322	0.0127187	0.00513662	0.00813859	0.00820652	0.00594816	0.00539377	0.0179418	0.00709424	0.00827143	0.00735344	0.00445518	0.00858403	0.00977693	0.0100049	0.00934994	0.00528863	0.00459745	0.00805864	0.00625865	0.00875363	0.00689931	0.00475129	0.00636356	0.00880119	0.006915932	-0.03481155	70.66142	0.04566504	-4.973928	0.01085349	4.207406	0.3660956
240	-4849.172	-4918.955	69.78355	0.248914	0.290888	0.00682197	0.00705987	0.00629172	0.00692742	0.00351597	0.00445347	0.0074211	0.0101626	0.0126389	0.0101966	0.00679206	0.0148301	0.00590895	0.00342688	0.0158498	0.00616236	0.0108098	0.0068922	0.00693562	0.00505593	0.00697542	0.0178402	0.00599821	0.00793036	0.0166637	0.00682435	0.00570841	0.00518833	0.00840593	0.00451891	0.00480847	0.00258753	0.00622381	-0.05907991	69.92693	0.07450035	-5.079373	0.01542045	4.83127	0.4154876
260	-4857.709	-4920.453	62.7436	0.32871	0.219675	0.00741278	0.00586589	0.0045439	0.00777281	0.0109916	0.0058518	0.00750859	0.00844503	0.0217272	0.012175	0.00928541	0.0094086	0.00883044	0.0043395	0.00693182	0.00912545	0.0279139	0.0152189	0.00470834	0.0126202	0.010478	0.00957836	0.01177	0.00775214	0.0115677	0.01212	0.0119338	0.0117866	0.0122387	0.00506804	0.015125	0.00539013	0.008851017	-0.06102249	70.12388	0.1123056	-4.727223	0.05128315	2.189913	0.3852467
280	-4833.778	-4915.102	81.32432	0.32074	0.27624	0.00691501	0.00505029	0.00556766	0.00561427	0.00505831	0.00454722	0.00576973	0.00757724	0.0100105	0.0107051	0.00661481	0.00665651	0.00589829	0.00417781	0.0100674	0.00622575	0.00895442	0.0116113	0.00777141	0.00943572	0.00948597	0.00965716	0.0055145	0.00862652	0.0093344	0.00755293	0.00641857	0.0114595	0.00730367	0.00615067	0.00659418	0.00427314	0.006781248	-0.04660415	71.7842	0.1333968	-4.993594	0.08679261	1.53696	0.2878575
300	-4816.3	-4914.636	98.33664	0.23247	0.240833	0.00634598	0.00623168	0.00631693	0.00450594	0.00408302	0.00533041	0.00532505	0.006385	0.00893806	0.00579027	0.00656111	0.00598468	0.00639803	0.0058275	0.0078303	0.00619726	0.0068133	0.00592233	0.007306	0.00537492	0.00575749	0.00743569	0.0081325	0.00443485	0.00952495	0.00533711	0.00607429	0.00576529	0.0047379	0.00434834	0.00625946	0.00547017	0.005727064	-0.02207677	68.05776	0.03236687	-5.162552	0.0102901	3.145439	0.2048563
320	-4817.29	-4913.586	96.29584	0.294805	0.240364	0.006339	0.00362858	0.00691999	0.00455765	0.00451067	0.0032962	0.0063355	0.00551347	0.00664105	0.00465213	0.00435068	0.00608007	0.00623967	0.00526142	0.00486668	0.00325382	0.00643043	0.0063576	0.00456121	0.00497655	0.00487311	0.0077699	0.00532288	0.00559334	0.00708614	0.00722567	0.00730288	0.00632733	0.00706658	0.00574471	0.00611778	0.00636764	0.005594295	-0.06460597	69.32274	0.07489142	-5.186008	0.01028545	7.281299	0.2395713
340	-4816.496	-4912.905	96.40909	0.27202	0.20344	0.00531969	0.00328474	0.00701279	0.00567529	0.00452319	0.00450174	0.00500075	0.00585001	0.00610999	0.00416755	0.00416555	0.00877045	0.00365041	0.00397667	0.00605644	0.00368798	0.00570578	0.00699329	0.00484754	0.00338121	0.00552396	0.00808812	0.00780093	0.00642486	0.00517854	0.00515724	0.00629278	0.00606608	0.00626943	0.00470156	0.00473989	0.00428046	0.005220905	-0.04486862	77.32077	0.05234467	-5.255084	0.00747605	7.001648	0.2459783
360	-4817.737	-4906.43	88.69302	0.269294	0.238115	0.00404114	0.00344415	0.00523498	0.00326765	0.00492366	0.0047544	0.00512402	0.00508217	0.00777762	0.0055649	0.00402116	0.00773291	0.00551796	0.00362979	0.00641565	0.00484816	0.00826017	0.00401894	0.00625236	0.00510214	0.00516813	0.00588068	0.0034653	0.00764987	0.0103566	0.004672	0.00615209	0.00579057	0.00427551	0.00558194	0.00353324	0.00242986	0.004810758	-0.04203662	76.56511	0.07692581	-5.336901	0.03488919	2.204861	0.2915097
380	-4826.326	-4912.552	86.22598	0.321435	0.242706	0.00478182	0.00459767	0.00487864	0.00313477	0.00341925	0.00571769	0.00420168	0.00610628	0.00643455	0.00490017	0.00546511	0.00723674	0.00593507	0.00482486	0.00803266	0.00483257	0.00831791	0.00692838	0.00728669	0.00516315	0.00490632	0.0080033	0.00534374	0.00662503	0.00882308	0.00581014	0.0044021	0.00398839	0.00648119	0.00678208	0.00284282	0.00523022	0.005967867	-0.0366843	79.30955	0.06358252	-5.121366	0.02689822	2.363819	0.2237799
400	-4832.187	-4907.903	75.71546	0.301311	0.22227	0.00407967	0.00224355	0.00388847	0.00354876	0.00576591	0.00566341	0.0027257	0.0129661	0.00720559	0.00515791	0.00792492	0.00912341	0.00801914	0.00488805	0.00647864	0.0072721	0.00859338	0.00493066	0.00473002	0.00517094	0.00468098	0.0105492	0.00439856	0.00403646	0.00531712	0.00565983	0.0038215	0.0047662	0.00641111	0.00358816	0.00286229	0.00464491	0.005415447	-0.0595921	67.82712	0.09426789	-5.2185	0.03467579	2.718551	0.4773816
420	-4844.226	-4914.307	70.08093	0.327481	0.227881	0.00585268	0.0046174	0.00437437	0.00679065	0.00395477	0.0055543	0.00394528	0.0076851	0.0100567	0.00654306	0.00836115	0.0106673	0.00297385	0.00585029	0.00711835	0.00583698	0.0104519	0.00864459	0.00768234	0.00481722	0.0139653	0.0125465	0.00838921	0.00491386	0.00846637	0.00819515	0.00446185	0.00804266	0.00442972	0.00789117	0.00785202	0.00285787	0.007194143	-0.024745	70.04685	0.09415251	-4.934488	0.06940751	1.356518	0.4684066
440	-4834.353	-4914.062	79.70922	0.292663	0.210051	0.00542611	0.00450339	0.0045555	0.00487405	0.00341155	0.00660229	0.00500997	0.00625917	0.0129661	0.00808421	0.00851541	0.00805293	0.00750304	0.00532703	0.00714386	0.00718997	0.00880515	0.00690171	0.00579265	0.00889308	0.00318736	0.00732865	0.00956116	0.00367664	0.00684612	0.0123186	0.00536277	0.00453855	0.00602105	0.00408314	0.008048	0.00629933	0.005969234	-0.04316258	67.30097	0.116104	-5.121137	0.07294138	1.591743	0.2989837
460	-4828.582	-4914.435	85.85291	0.329075	0.21115	0.00619359	0.00503273	0.00600231	0.00739899	0.00436721	0.00660034	0.0060266	0.00887533	0.00777188	0.00635554	0.00719398	0.00588204	0.00787936	0.00489524	0.00953069	0.00771721	0.00662427	0.00844077	0.00429541	0.00827767	0.00354586	0.00864213	0.00644206	0.00812794	0.00386795	0.00517742	0.00393437	0.00813766	0.00777128	0.00505006	0.00447854	0.00494596	0.006524924	-0.04699417	72.62679	0.16997	-5.032126	0.1229758	1.382142	0.2463924
480	-4823.633	-4913.159	89.52544	0.305186	0.250713	0.00499306	0.00406392	0.00369735	0.00874447	0.00698984	0.00826933	0.00501608	0.00809614	0.00752882	0.00537289	0.0075437	0.00760575	0.00545566	0.00462291	0.00719346	0.00530577	0.00772902	0.00560246	0.00615563	0.00515017	0.0066111	0.00715457	0.00567078	0.00766956	0.00500192	0.00903924	0.00669502	0.00888628	0.00616012	0.0055723	0.00773978	0.0065214	0.006518781	-0.04318134	71.85034	0.1091882	-5.033068	0.0660069	1.654194	0.1984154
500	-4833.217	-4932.571	99.35439	0.359415	0.234042	0.00582946	0.00453985	0.00503448	0.00624087	0.00525355	0.00651219	0.00440807	0.00621466	0.00698948	0.00742049	0.00705834	0.00872617	0.00708676	0.00512874	0.00598908	0.0045483	0.00731578	0.00477987	0.00749375	0.00612326	0.00398628	0.00803276	0.00592241	0.00513773	0.0041161	0.00661226	0.00561053	0.00688599	0.0058671	0.00514403	0.00679884	0.00485431	0.006040068	-0.06073601	72.11765	0.08995574	-5.10934	0.02921973	3.078596	0.1904884
520	-4818.066	-4910.087	92.02068	0.252321	0.237665	0.00335469	0.00328733	0.00377398	0.00366634	0.00486796	0.00546504	0.00370437	0.00564362	0.00622185	0.00583459	0.00821971	0.00404549	0.00772749	0.00618598	0.00681029	0.00417218	0.00464776	0.00688872	0.00533649	0.00470695	0.00475417	0.00949855	0.00537332	0.00515095	0.00530129	0.00745296	0.00530234	0.00486189	0.00747401	0.00513979	0.00549118	0.00448842	0.005482053	-0.03949458	69.77605	0.05104329	-5.206276	0.01154871	4.419828	0.2638989
540	-4844.972	-4919.567	74.59505	0.327436	0.214285	0.00305828	0.00180766	0.00491957	0.00341678	0.00213129	0.00337398	0.00307609	0.00502842	0.00554443	0.00421478	0.0083564	0.00512156	0.00573135	0.00470089	0.00427996	0.00332103	0.00469985	0.0104395	0.0117227	0.00627745	0.0050339	0.00756342	0.00329948	0.00320186	0.00435752	0.0064378	0.00587031	0.00230801	0.010031	0.00966383	0.00691359	0.00582845	0.004675398	-0.01506514	66.68175	0.02552396	-5.365441	0.01045882	2.440424	0.4519146
560	-4812.573	-4908.369	95.79595	0.282643	0.294954	0.00347887	0.00208154	0.00321213	0.00307207	0.00327588	0.00378582	0.00317743	0.00656397	0.00352678	0.00349951	0.00547702	0.0045649	0.00744216	0.00744996	0.00489793	0.00401142	0.00559398	0.00340004	0.00274762	0.0040344	0.00398606	0.00476282	0.00581916	0.00296651	0.00400566	0.00473053	0.00360492	0.00363227	0.00402275	0.00335325	0.00413999	0.00561672	0.004206337	-0.02952176	67.86664	0.04714016	-5.471163	0.0176184	2.675621	0.2970088
580	-4809.119	-4907.208	98.08891	0.32153	0.268673	0.00294289	0.00291486	0.00380794	0.00243766	0.00266587	0.00377162	0.00310383	0.00352962	0.00398781	0.00492556	0.00484522	0.0035377	0.00372489	0.00361396	0.00691848	0.00311134	0.00663005	0.00428328	0.0044727	0.00481938	0.00354236	0.00464153	0.00468111	0.00468932	0.00571763	0.00376822	0.00248658	0.00248609	0.0036408	0.00351413	0.00369958	0.00290999	0.00369072	-0.01195422	88.26235	0.01841025	-5.601934	0.006456035	2.851635	0.2332006
600	-4813.341	-4914.864	101.5225	0.251808	0.231821	0.00395865	0.00317399	0.00265462	0.00448477	0.00301783	0.00412485	0.00400814	0.00319475	0.0047095	0.00316859	0.004222	0.0044387	0.00312361	0.00300619	0.00540304	0.00394806	0.00310736	0.00342869	0.00376126	0.00389534	0.00354558	0.00442996	0.00355291	0.00291608	0.00542899	0.00508926	0.00411525	0.00244258	0.00234315	0.00482856	0.00380388	0.00543655	0.0040674	-0.02213144	109.7057	0.03659647	-5.504751	0.01446504	2.529995	0.2352871
620	-4820.084	-4910.733	90.64882	0.301907	0.230002	0.00257175	0.00321902	0.00273203	0.00438457	0.00478388	0.00346847	0.0050857	0.00276538	0.00746857	0.00326988	0.00339534	0.00439513	0.0056695	0.00469292	0.00568497	0.00622725	0.0047785	0.00510909	0.00404037	0.00377514	0.00355801	0.00490174	0.00518696	0.00295998	0.00286012	0.00386319	0.00467417	0.00391301	0.0051668	0.00494528	0.00655637	0.00350998	0.004296895	-0.06575247	79.45228	0.08134688	-5.449863	0.01559441	5.216414	0.2743294
640	-4825.243	-4917.43	92.1875	0.325546	0.207503	0.00367407	0.00235916	0.00272779	0.00382176	0.00269297	0.00330403	0.00289183	0.00254518	0.00504773	0.00351555	0.0040607	0.00458347	0.00335667	0.00378314	0.00453214	0.00293795	0.00533855	0.00602636	0.00702424	0.00529141	0.00356126	0.00398958	0.00582118	0.0045264	0.005477	0.00312225	0.00257902	0.0028543	0.00248657	0.00272123	0.00397798	0.00407182	0.003349932	-0.008048073	76.55249	0.1181375	-5.698815	0.1100894	1.073105	0.2772981
660	-4825.705	-4920.523	94.81789	0.323419	0.208461	0.0033296	0.0043765	0.00360135	0.00314574	0.00356583	0.00789308	0.00259081	0.00553754	0.00534163	0.00301178	0.0045234	0.00641891	0.00489296	0.00623741	0.00587825	0.00437621	0.00530068	0.00363619	0.0036802	0.00343038	0.00372987	0.00490757	0.0037578	0.00322109	0.00429959	0.00439772	0.00568068	0.0034609	0.00595503	0.00280565	0.00348354	0.00571319	0.004007809	-0.04604316	68.36399	0.1200676	-5.519511	0.07402449	1.621999	0.302137
680	-4829.578	-4912.074	82.49609	0.310561	0.261526	0.0047067	0.00434798	0.00473974	0.0072406	0.00571753	0.00452922	0.00400617	0.006447	0.00806882	0.00487076	0.00530734	0.00705085	0.0110009	0.0047978	0.00563949	0.00395065	0.005944	0.00590475	0.00593761	0.00669338	0.00636998	0.00942629	0.00255374	0.0047567	0.00853916	0.00457121	0.00574389	0.00671478	0.00740872	0.0041664	0.00645125	0.00803581	0.006200318	-0.06267064	69.14752	0.1296031	-5.083155	0.06693242	1.936327	0.2868986
700	-4820.06	-4913.907	93.84738	0.281749	0.243579	0.0052299	0.00334505	0.0050357	0.00409267	0.00612531	0.00460373	0.00556921	0.0081035	0.00733768	0.00742093	0.00440119	0.00707911	0.00703325	0.00659756	0.00640862	0.00636074	0.00757204	0.005884	0.00496073	0.00609356	0.00575097	0.00580179	0.0059906	0.00445014	0.00771945	0.00864526	0.00627548	0.00530089	0.00709125	0.00563044	0.00688686	0.00578164	0.006066586	-0.04883555	72.53894	0.06207283	-5.104959	0.01323729	4.689241	0.1982727
720	-4838.53	-4924.621	86.09151	0.332618	0.213019	0.00532606	0.00493608	0.00580379	0.00480833	0.00398368	0.00394696	0.00299114	0.00368553	0.00670936	0.00783126	0.00735062	0.00537075	0.00509903	0.006333	0.00913307	0.00382303	0.00656762	0.00473781	0.00627828	0.00661316	0.00434124	0.00474862	0.00700385	0.00463134	0.00767813	0.00910552	0.00607938	0.00549456	0.00338957	0.00938606	0.00635281	0.00529187	0.005623335	-0.03781345	72.80251	0.04458467	-5.18083	0.006771219	6.584437	0.2904135
740	-4827.947	-4909.945	81.99772	0.299507	0.221684	0.00533164	0.00341847	0.0038516	0.00270957	0.0015895	0.00568029	0.00455227	0.00453555	0.0079292	0.0051515	0.00470659	0.00463745	0.00576023	0.00446966	0.00613451	0.00409327	0.00461962	0.00687977	0.00420379	0.00638527	0.00746345	0.00822467	0.00480654	0.00612423	0.00422194	0.00512467	0.00307464	0.00392892	0.00727672	0.0107635	0.00308896	0.00706338	0.005397848	-0.02722461	67.52156	0.03373475	-5.221755	0.006510134	5.181882	0.3614162
760	-4832.553	-4908.832	76.27834	0.241651	0.257702	0.00468832	0.00217342	0.00407216	0.00221019	0.00328807	0.00367621	0.00421754	0.0101532	0.00661115	0.00441866	0.0113008	0.00909811	0.00366966	0.00471776	0.00496386	0.00285083	0.00730053	0.00275107	0.00587175	0.00372137	0.00555283	0.00863445	0.00673457	0.00455389	0.00577364	0.00956638	0.00475204	0.00413676	0.00401746	0.010194	0.00302498	0.00357681	0.005336707	-0.02817911	66.95414	0.03407083	-5.233147	0.00589172	5.782833	0.4082133
780	-4830.003	-4907.833	77.83054	0.357383	0.240511	0.00561742	0.00352948	0.00582365	0.00307336	0.00338398	0.0057229	0.00464041	0.00993094	0.00655671	0.00793566	0.00674736	0.00612953	0.0094431	0.00323888	0.00853749	0.007739	0.0100417	0.00521538	0.00480405	0.00909772	0.00788521	0.00723785	0.00890058	0.00937077	0.00565183	0.00639774	0.0075611	0.010282	0.00896063	0.00739653	0.00536453	0.00476849	0.006860666	-0.03450243	76.19949	0.03552937	-4.981951	0.001026942	34.59724	0.3762688
800	-4820.381	-4906.206	85.8253	0.30326	0.248685	0.00716833	0.00290989	0.0052373	0.00450968	0.00642643	0.00626256	0.00487239	0.00678345	0.00741707	0.00710389	0.00822346	0.00563598	0.0052274	0.00716979	0.00830821	0.00417794	0.00577076	0.00630261	0.00789899	0.00516809	0.00416893	0.0118818	0.00807507	0.00740173	0.00699297	0.00512423	0.00593654	0.00490486	0.00692452	0.0103716	0.00757355	0.00707535	0.006090014	-0.03006595	66.54237	0.03233359	-5.101105	0.002267636	14.25872	0.2630373
820	-4816.502	-4905.682	89.17966	0.323988	0.209226	0.00548605	0.00501772	0.0045779	0.00756547	0.00540187	0.00527224	0.00478715	0.0101523	0.00999114	0.00579073	0.00590959	0.00921268	0.00589923	0.00586215	0.00558272	0.00686548	0.00833505	0.00735726	0.00565167	0.00658153	0.00488564	0.0116045	0.00640754	0.00648263	0.00964532	0.00583351	0.00566223	0.00765862	0.00474735	0.00680267	0.00645597	0.00500273	0.006001711	-0.03951744	66.71246	0.04030344	-5.115711	0.0007860007	51.2766	0.2499359
840	-4800.544	-4909.295	108.7515	0.272643	0.282207	0.00507222	0.0050124	0.0054297	0.00653528	0.00464572	0.00649874	0.00469646	0.00576972	0.00852974	0.00500181	0.00599126	0.00709623	0.00708176	0.00552576	0.00626558	0.00525775	0.00696959	0.00624266	0.00549786	0.00569623	0.00495863	0.00726734	0.00573033	0.00661734	0.00633332	0.00618976	0.0070251	0.00721066	0.0052387	0.00668391	0.00611464	0.00538282	0.005808085	-0.03515367	66.76013	0.03624471	-5.148504	0.001091043	33.22024	0.1397592
860	-4796.959	-4914.834	117.8756	0.300255	0.228557	0.00479101	0.00550066	0.0065621	0.00583278	0.00593565	0.00728459	0.00625716	0.00653724	0.00664416	0.00563461	0.00516463	0.00645465	0.00586658	0.00544145	0.0050901	0.00579062	0.00585371	0.00604393	0.00546061	0.00545576	0.00613987	0.00847046	0.0056871	0.00468864	0.0055499	0.00598288	0.0061859	0.00539227	0.00594125	0.00559818	0.00568484	0.00586128	0.005804376	-0.05049991	70.65305	0.0563901	-5.149143	0.005890188	9.573566	0.09657034
880	-4819.54	-4911.875	92.33484	0.313535	0.25988	0.00409631	0.00441003	0.00661149	0.00467415	0.00447323	0.00862241	0.00575217	0.00496788	0.00608222	0.00587648	0.005671	0.00752317	0.00730838	0.00521437	0.00698729	0.00625832	0.00937741	0.00773218	0.00709316	0.00551451	0.00469468	0.0107074	0.00575519	0.00673643	0.00744311	0.00712585	0.0053259	0.00503205	0.00738146	0.00524628	0.00597912	0.00433947	0.005633803	-0.05285697	67.19976	0.07111891	-5.17897	0.01826194	3.894379	0.2181814
900	-4830.059	-4916.32	86.26086	0.295779	0.220008	0.003263	0.00365081	0.00412541	0.00227546	0.00216139	0.00500651	0.00209719	0.00710486	0.00492811	0.00336187	0.0066653	0.00611636	0.00451955	0.00570674	0.00539947	0.00601161	0.00688796	0.00585919	0.00578806	0.00444872	0.00410283	0.00525457	0.00245026	0.00435989	0.00512081	0.00511898	0.00486087	0.00371689	0.00443827	0.00573198	0.00519138	0.00328308	0.004404503	-0.04981908	73.12662	0.09129342	-5.425128	0.04147434	2.201203	0.341288
920	-4802.785	-4902.684	99.8996	0.313575	0.21638	0.00338769	0.00233017	0.00432039	0.00472226	0.00418959	0.00393962	0.00353331	0.00494045	0.00578179	0.00434237	0.00437882	0.00548091	0.00486217	0.00521672	0.00463095	0.00282634	0.00475875	0.00338129	0.00323154	0.00386508	0.00333883	0.00571145	0.00367263	0.00452826	0.00419625	0.0041999	0.00479173	0.00433178	0.0031236	0.00656244	0.00395769	0.00280545	0.00412988	-0.004008158	67.5707	0.1556475	-5.489507	0.1516393	1.026432	0.1955227
940	-4806.072	-4908.616	102.5439	0.283924	0.202561	0.00455815	0.00305237	0.00395181	0.00337153	0.00363326	0.00368077	0.00393888	0.00373974	0.00637799	0.00393757	0.00351063	0.00337886	0.00374453	0.00416146	0.00470297	0.00360434	0.00364536	0.00454753	0.00415636	0.00502422	0.00420959	0.00586733	0.00311695	0.00507655	0.00585537	0.00478726	0.00398003	0.00567303	0.00599146	0.00402742	0.00319241	0.00323649	0.003954866	-0.01993977	87.08474	0.1236101	-5.532809	0.1036703	1.192338	0.2254757
960	-4789.203	-4923.698	134.4948	0.303557	0.23339	0.00373392	0.00264771	0.0030986	0.00300823	0.00319933	0.00259001	0.00332453	0.00291868	0.00332816	0.00292365	0.00295285	0.0031114	0.0034399	0.00305426	0.00287787	0.00291796	0.00262716	0.00329702	0.00289778	0.00288639	0.00299714	0.00368908	0.00332166	0.00304612	0.00273601	0.00292843	0.00308066	0.00330108	0.00322443	0.0030688	0.00286273	0.0022534	0.003045656	-0.009654264	102.7047	0.05342774	-5.794039	0.04377348	1.220551	0.1057878
