Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extant_mrca	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
11320	-4793.774	-4915.488	121.7144	0.326492	0.220708	0.00209026	0.00199088	0.00313042	0.00287595	0.00319883	0.00293116	0.00301573	0.00303569	0.00392664	0.00291546	0.00256465	0.00313921	0.0023964	0.00324811	0.00267306	0.00269461	0.0027536	0.003246	0.00222984	0.00253651	0.0022802	0.00300769	0.00322415	0.00280992	0.00233881	0.00245373	0.00290084	0.00260559	0.00212979	0.00210319	0.00275114	0.00279788	0.002709299	-0.02993572	114.5006	0.06495051	-5.911065	0.03501479	1.854945	0.138721
11340	-4793.824	-4912.585	118.7618	0.271721	0.236642	0.00217963	0.0024365	0.00269196	0.00253817	0.00254148	0.00254659	0.00288203	0.00279335	0.00415637	0.00264466	0.00272369	0.00308089	0.00364873	0.00303077	0.00283294	0.00372204	0.0033996	0.00327095	0.00257884	0.00308864	0.00237717	0.00299243	0.0026633	0.00381654	0.00348883	0.00287168	0.00288595	0.0033569	0.00239044	0.00260616	0.00264612	0.00239717	0.002784176	-0.02217674	131.9179	0.05874172	-5.883803	0.03656498	1.606502	0.1524366
11360	-4794.48	-4914.167	119.6874	0.27604	0.245581	0.00217292	0.00213285	0.00220923	0.00238466	0.00187072	0.00280022	0.00180773	0.00252785	0.00352268	0.00230423	0.00271683	0.00293213	0.00226692	0.00312325	0.00293031	0.00203467	0.00284707	0.00306089	0.00222102	0.002396	0.00192672	0.00243127	0.00267315	0.00243561	0.00223514	0.00288658	0.00232047	0.0023403	0.00229358	0.00276464	0.00225223	0.00174777	0.002564638	-0.02657534	120.878	0.05600136	-5.965938	0.02942602	1.903124	0.2066124
11380	-4807.027	-4912.967	105.9403	0.321344	0.204403	0.00195861	0.001751	0.00259417	0.00253617	0.00299576	0.00329139	0.00301297	0.00302081	0.00328948	0.00273979	0.00206028	0.00251656	0.00316196	0.00445961	0.00330863	0.00234951	0.00277748	0.00248039	0.00264992	0.00350295	0.0022492	0.00294498	0.00197829	0.00310557	0.00354848	0.00173796	0.00348603	0.00246059	0.00316634	0.00175637	0.00466528	0.00325045	0.002717244	-0.005886942	103.1831	0.04370578	-5.908137	0.03781884	1.155662	0.2068828
11400	-4824.221	-4908.915	84.69378	0.348087	0.19842	0.00289511	0.000836694	0.00165498	0.00210959	0.00326503	0.00137086	0.00109798	0.00250104	0.00369648	0.00206937	0.00217989	0.00335903	0.00222007	0.00471132	0.00424085	0.00235032	0.00340633	0.00201886	0.00210941	0.00303397	0.00231462	0.00394288	0.00163903	0.00478404	0.00513878	0.00551535	0.00244388	0.0032245	0.00302156	0.00265467	0.0035183	0.00467773	0.002481376	-0.01300134	121.4789	0.05262248	-5.998942	0.03962113	1.328142	0.409826
11420	-4806.273	-4914.131	107.8576	0.345259	0.227987	0.00272895	0.0020498	0.00238051	0.00274327	0.00254865	0.00233816	0.00260012	0.00301988	0.00252299	0.00247031	0.00227343	0.00285294	0.00350605	0.00274434	0.00349033	0.00386524	0.00374751	0.00344886	0.00299088	0.00190667	0.00263797	0.00379988	0.00148588	0.00227481	0.00270765	0.00336801	0.00246634	0.00310139	0.00291928	0.00371639	0.00331056	0.00368055	0.002953562	-0.01525805	122.9941	0.04660223	-5.824743	0.03134418	1.48679	0.205372
11440	-4814.51	-4924.36	109.8497	0.294339	0.219606	0.00262504	0.0024232	0.00321014	0.00257043	0.00347007	0.00342902	0.00420132	0.00299869	0.00334776	0.00200998	0.00349519	0.00287561	0.00263272	0.00407776	0.00314217	0.00278031	0.00427226	0.00343275	0.00302872	0.00271303	0.00283376	0.00398184	0.00230148	0.00286516	0.00388706	0.00303387	0.0026334	0.00245937	0.00257324	0.00359057	0.00267532	0.00231868	0.00291984	-0.0251221	117.4244	0.03513551	-5.836226	0.01001341	3.508845	0.1607329
11460	-4818.442	-4919.732	101.2906	0.269646	0.194723	0.00170285	0.00176599	0.002227	0.00288216	0.00163709	0.00144926	0.00193084	0.00253366	0.00190099	0.00222735	0.00383058	0.00288883	0.00306196	0.0037711	0.00221201	0.00189624	0.00225123	0.00161845	0.00147336	0.00238003	0.00260627	0.00318757	0.00216668	0.00255258	0.00275719	0.00527073	0.00243012	0.00203954	0.00139671	0.00212347	0.00173406	0.00446897	0.002314731	-0.005363511	119.2144	0.02039548	-6.068462	0.01503197	1.356807	0.3252286
11480	-4803.755	-4905.493	101.7385	0.340651	0.234866	0.00164018	0.00155664	0.00189559	0.00122918	0.0013058	0.0018756	0.0011397	0.0033144	0.00243912	0.00213272	0.00291123	0.00276759	0.00179987	0.00284762	0.00186798	0.00125129	0.00210849	0.00307853	0.00123901	0.00182283	0.00161192	0.00281981	0.00286908	0.00244528	0.0036106	0.00174111	0.00316096	0.00250196	0.00149301	0.00153705	0.00247612	0.00120644	0.002202294	-0.01081269	122.281	0.02745721	-6.118256	0.01664452	1.649624	0.3882223
11500	-4797.423	-4921.671	124.2479	0.362916	0.176575	0.00261415	0.00164194	0.00201844	0.0020939	0.00201042	0.00251906	0.00191582	0.00240347	0.00285441	0.00219359	0.00223297	0.00231069	0.00192371	0.00312298	0.00239678	0.00212126	0.00258469	0.00254195	0.00252717	0.00278816	0.00173314	0.00184096	0.00264854	0.00164281	0.00195026	0.00237974	0.0018408	0.00215683	0.0026135	0.00211546	0.00204775	0.00255077	0.002281789	-0.006944203	130.4349	0.05099374	-6.082796	0.04404954	1.157645	0.1600381
11520	-4783.194	-4924.506	141.3122	0.231263	0.267192	0.00204359	0.00220651	0.00192062	0.00226789	0.00233117	0.00224148	0.00218042	0.0019432	0.00233749	0.00235557	0.0021796	0.00208462	0.00224848	0.00258836	0.00230593	0.00218763	0.0023482	0.00231598	0.00253773	0.00250206	0.00233801	0.00238439	0.00192745	0.00228645	0.00255857	0.0022337	0.0027844	0.00284199	0.00194764	0.0026573	0.00254751	0.00232987	0.002278879	-0.01576653	116.0115	0.03030982	-6.084072	0.0145433	2.08411	0.103763
11540	-4802.321	-4925.659	123.3374	0.253076	0.259099	0.0024689	0.00251512	0.00216086	0.00256729	0.00200107	0.0021508	0.00243978	0.00282111	0.0021985	0.00262743	0.00289048	0.00296349	0.00218004	0.00226651	0.00246368	0.00212068	0.00287494	0.00302158	0.00208222	0.00218024	0.00270514	0.00283307	0.00151062	0.00257694	0.00273772	0.00260999	0.00263351	0.00221519	0.00225141	0.00215889	0.00199202	0.00259445	0.002543549	-0.0102779	143.8522	0.01033008	-5.974195	5.217883e-05	197.9746	0.1395603
11560	-4783.232	-4912.814	129.5828	0.271192	0.220354	0.00229139	0.00218343	0.00222025	0.0024981	0.00209273	0.00284642	0.00223466	0.0031925	0.00300156	0.00212391	0.00234186	0.00254419	0.00262723	0.00271892	0.00235555	0.00256977	0.00301386	0.00308953	0.00287664	0.00202516	0.00323209	0.00249864	0.00263528	0.00277413	0.00260858	0.00279474	0.00260577	0.00290543	0.00294398	0.00229128	0.00254304	0.00227344	0.002546515	-0.01126241	127.2392	0.01673331	-5.973029	0.005470893	3.058606	0.1214621
11580	-4797.361	-4921.681	124.3198	0.282585	0.21545	0.00277231	0.00225401	0.0025796	0.00274379	0.00222179	0.00317554	0.00279366	0.00303267	0.00345928	0.00253946	0.00289849	0.00248068	0.00309742	0.00267632	0.00319134	0.00273104	0.00237217	0.00264952	0.00300345	0.00263321	0.00218927	0.00281775	0.00245505	0.00244079	0.00312933	0.00208687	0.00292551	0.00259124	0.00278071	0.0039833	0.00285042	0.00263466	0.002650099	-0.0180529	131.8781	0.05553108	-5.933158	0.03747818	1.481691	0.1354674
11600	-4822.129	-4928.594	106.4643	0.265702	0.203017	0.00281992	0.00256738	0.00223619	0.00301248	0.00255015	0.00359426	0.00220615	0.00317132	0.00401566	0.00321872	0.00336184	0.00294326	0.00323493	0.0055356	0.00264586	0.00345147	0.00360178	0.00322098	0.00277177	0.00380464	0.00216787	0.00358392	0.00426106	0.00375678	0.00205572	0.00366484	0.00377063	0.00311031	0.00266829	0.00430786	0.00447059	0.00332827	0.003174291	-0.003786787	81.50188	0.01715115	-5.752671	0.01336436	1.28335	0.2808741
11620	-4818.406	-4928.348	109.9428	0.404404	0.226269	0.0037239	0.00275731	0.00365042	0.00321	0.00464502	0.00437683	0.00373988	0.00304866	0.00479387	0.00535936	0.00346298	0.00430683	0.00436211	0.00428961	0.00437976	0.00334229	0.00341267	0.00361033	0.00482466	0.00445057	0.00454201	0.00477542	0.00340564	0.00377481	0.00542378	0.00467853	0.00410198	0.00405581	0.0032177	0.00359705	0.00336623	0.00312362	0.003907554	-0.01790885	97.85893	0.04377048	-5.544844	0.02586163	1.692487	0.1828921
11640	-4787.068	-4919.31	132.2426	0.264222	0.211398	0.00391783	0.00351673	0.00374075	0.0037215	0.00418796	0.00353839	0.00390097	0.00377339	0.00409501	0.00371005	0.00356901	0.0035964	0.00413531	0.0040541	0.00418147	0.00398052	0.0037057	0.00396406	0.00363049	0.00378018	0.00321162	0.00426776	0.00328508	0.0040147	0.00408374	0.0042367	0.00392391	0.0038573	0.00266579	0.00367727	0.0036686	0.00368635	0.003705148	-0.02735976	96.13801	0.04587362	-5.598032	0.01851385	2.477799	0.09741291
11660	-4778.22	-4913.664	135.4441	0.280777	0.242597	0.00338394	0.00336357	0.00338236	0.00389897	0.0035358	0.00367088	0.00359446	0.00386356	0.00374573	0.003816	0.00405454	0.00390443	0.0042881	0.00401809	0.00362735	0.00318065	0.00394645	0.00325328	0.00390201	0.00361594	0.0032634	0.00446724	0.00382459	0.00381277	0.0041519	0.00430253	0.0037107	0.00347198	0.00393372	0.00393366	0.00360177	0.00355508	0.003745323	-0.01954389	107.586	0.05056077	-5.587247	0.03101688	1.630105	0.07892203
11680	-4790.061	-4918.253	128.1918	0.311294	0.212746	0.00337583	0.00365841	0.00378019	0.00343398	0.00392041	0.00385122	0.00356207	0.00320903	0.00366916	0.00399384	0.00450153	0.00418964	0.003602	0.00387619	0.00371499	0.00377673	0.00468664	0.00408493	0.00382652	0.00322808	0.00370802	0.00376081	0.00401003	0.00366799	0.00335107	0.00433177	0.00368184	0.00327361	0.00320218	0.00431521	0.00360405	0.00363053	0.00377306	-0.04571101	134.1326	0.08039245	-5.579869	0.03468144	2.318025	0.08810796
11700	-4811.485	-4922.263	110.7772	0.304959	0.230264	0.00233304	0.00298305	0.00336823	0.00316028	0.00338838	0.00278289	0.00404436	0.00409495	0.00335834	0.00342843	0.00321888	0.00455493	0.00405157	0.00294351	0.00486624	0.0040877	0.00440475	0.00386424	0.0032348	0.00308632	0.0039464	0.00496867	0.0033366	0.00330961	0.00396563	0.00415755	0.00300719	0.00525657	0.00450102	0.00295	0.00344117	0.00393284	0.003566474	-0.01495229	89.0947	0.02804839	-5.636178	0.01309611	2.141735	0.1676126
11720	-4801.01	-4907.541	106.531	0.290041	0.225527	0.00285711	0.00248688	0.0027503	0.00251921	0.00318249	0.00320253	0.00287886	0.00353729	0.00496121	0.0037068	0.00316977	0.00384927	0.00424921	0.00329258	0.00410097	0.00292523	0.00369008	0.00254919	0.00203028	0.00329905	0.00271413	0.00422003	0.00287322	0.00242864	0.0031333	0.00309593	0.0031318	0.00277002	0.0030209	0.00361068	0.00466118	0.00331182	0.003491333	-0.01978739	121.908	0.02000946	-5.657472	0.0002220735	90.10287	0.1720695
11740	-4808.031	-4918.537	110.5056	0.312171	0.258168	0.00206714	0.00129701	0.00295024	0.00196845	0.00216318	0.00247914	0.0021736	0.00313039	0.00286504	0.00271898	0.00158946	0.00283655	0.00230511	0.0020197	0.00257227	0.00263862	0.00271579	0.00353973	0.00153218	0.00207383	0.00200939	0.00178416	0.00231315	0.00259326	0.00208426	0.00358337	0.00260778	0.00219433	0.00296862	0.0025507	0.00281898	0.00281042	0.002583868	-0.00649995	127.0871	0.007673242	-5.958468	0.001173292	6.539924	0.239171
11760	-4803.156	-4908.806	105.6505	0.306717	0.219789	0.00313243	0.00215366	0.00283622	0.00287376	0.00238864	0.0024024	0.00181995	0.00274342	0.002678	0.00222075	0.00426663	0.00305023	0.00309054	0.00362493	0.00369262	0.0029295	0.00432707	0.00307582	0.00258814	0.00216888	0.0027005	0.00392999	0.00176633	0.00279121	0.00369472	0.00545231	0.00281241	0.00322849	0.00255468	0.0028381	0.00327045	0.00248812	0.002986476	-0.01196729	119.3885	0.03064375	-5.813661	0.01867646	1.640769	0.2161531
11780	-4791.299	-4907.407	116.1079	0.24783	0.20641	0.0016976	0.00185888	0.00208458	0.00221184	0.00181155	0.00231584	0.00190496	0.00227692	0.00304961	0.00207616	0.00231432	0.00272494	0.00303573	0.00229371	0.0030291	0.0014607	0.00329312	0.00238545	0.00277251	0.002335	0.00236558	0.00316742	0.0022488	0.00312978	0.00274518	0.00248144	0.00187882	0.00230305	0.00160862	0.00256301	0.00227298	0.00217027	0.002301625	-0.0039573	131.1233	0.02710199	-6.07414	0.02314469	1.170981	0.1991457
11800	-4801.413	-4908.754	107.3409	0.277739	0.247427	0.00233201	0.00357429	0.00290164	0.00318888	0.00235357	0.00340784	0.00276591	0.00300255	0.00550918	0.00210415	0.00319896	0.0035076	0.00395875	0.00295727	0.00334806	0.00298163	0.00361762	0.00246951	0.00469192	0.00291203	0.00272951	0.00438072	0.00279489	0.0032889	0.00437089	0.0038257	0.00291253	0.00345842	0.00453988	0.00312193	0.00346459	0.00308711	0.003163506	-0.01461227	127.5815	0.01843591	-5.756074	0.003823637	4.821564	0.1995752
11820	-4788.445	-4925.594	137.1488	0.276047	0.234498	0.0042089	0.00354654	0.00306892	0.00331092	0.00386474	0.00338711	0.0039448	0.00365453	0.00371294	0.00367724	0.00347044	0.00360638	0.0035615	0.00405545	0.00358995	0.00376296	0.0037929	0.00343692	0.00326468	0.00348371	0.00347192	0.00391856	0.00335715	0.00338758	0.00433162	0.00394693	0.00375666	0.00330161	0.00369867	0.00407288	0.0037029	0.00348445	0.003585503	-0.03429541	119.6581	0.05366991	-5.630856	0.0193745	2.770131	0.07650165
11840	-4770.499	-4915.341	144.842	0.268118	0.240922	0.0033518	0.00378566	0.00381642	0.00378044	0.003871	0.00402941	0.0041487	0.00395172	0.00359089	0.00403405	0.00336753	0.00377442	0.00370984	0.00370646	0.00410932	0.0038073	0.00376168	0.00385468	0.00338404	0.00364056	0.00363172	0.00392306	0.00339137	0.00342824	0.0035394	0.00348709	0.00356509	0.00338469	0.0037535	0.00390719	0.00348839	0.0034463	0.003676457	-0.02134175	101.1097	0.06603696	-5.605806	0.0446952	1.477495	0.06908836
11860	-4788.286	-4929.504	141.2184	0.297697	0.296632	0.00333551	0.00329881	0.00374297	0.00356083	0.00370313	0.00422272	0.00348704	0.00392969	0.0038653	0.00336694	0.00355416	0.00436477	0.00368074	0.00339197	0.00376591	0.00356879	0.00377222	0.00398858	0.00435273	0.00365734	0.00380107	0.00393772	0.00370837	0.00351568	0.00399697	0.00373079	0.00335456	0.0036	0.00390855	0.00326984	0.00357366	0.00387256	0.003724991	-0.02867721	98.33383	0.0293687	-5.592691	0.0006914898	42.47163	0.07465391
11880	-4788.969	-4916.415	127.4462	0.243554	0.190329	0.00359343	0.00338528	0.00370011	0.00319436	0.00405032	0.00360762	0.00357766	0.00383044	0.00411549	0.00384139	0.00423942	0.00337784	0.00388172	0.00394737	0.0046007	0.00447499	0.00454362	0.00412202	0.00396292	0.00381732	0.00425842	0.00462741	0.00401276	0.00369534	0.00385349	0.00449039	0.00321839	0.00361103	0.00422801	0.00373028	0.00465963	0.00353963	0.003870168	-0.02302772	100.4756	0.06974443	-5.554457	0.04671671	1.492923	0.09850746
11900	-4805.272	-4921.228	115.956	0.289261	0.227891	0.00375928	0.00368285	0.00367848	0.00348197	0.00479715	0.00451623	0.00525464	0.00418456	0.00547095	0.00331304	0.00466438	0.00456528	0.00532239	0.0038579	0.00506058	0.0049076	0.00670085	0.00472099	0.0043759	0.00449062	0.0043879	0.00463202	0.00400961	0.00403537	0.0039891	0.00443105	0.00458745	0.00471281	0.00376062	0.00354512	0.00413648	0.003869	0.004309817	-0.03762547	68.27418	0.07633471	-5.44686	0.03870924	1.972002	0.1428156
11920	-4816.217	-4903.141	86.92396	0.290905	0.253983	0.00466128	0.0048628	0.00426609	0.00412786	0.00327686	0.00420332	0.00417485	0.0058112	0.0078248	0.00562656	0.00395376	0.00685254	0.00257337	0.00421132	0.00602839	0.00596585	0.00793353	0.00732587	0.00391148	0.00438391	0.00262753	0.0052669	0.00370643	0.00583885	0.00686591	0.00295689	0.0036458	0.00529145	0.00305972	0.00477571	0.00541311	0.00719359	0.004521241	-0.03732272	86.25369	0.05909319	-5.398969	0.02177047	2.714374	0.2619452
11940	-4799.775	-4913.049	113.2736	0.235895	0.27489	0.00313777	0.0033061	0.00362699	0.00400449	0.00373341	0.00412647	0.00329226	0.00434439	0.00468673	0.00375118	0.00337332	0.0054497	0.00490334	0.00405474	0.00455207	0.0041142	0.00570116	0.00507021	0.00519139	0.00433273	0.00378703	0.00550035	0.00419564	0.00439782	0.00510302	0.00460483	0.00519911	0.00436661	0.00355953	0.00456459	0.00412618	0.00464185	0.004359799	-0.05362028	83.0414	0.06559212	-5.435329	0.01197184	5.478865	0.1542643
11960	-4809.834	-4909.835	100.0014	0.275228	0.192943	0.00339834	0.00325326	0.00370415	0.00330027	0.0041421	0.00392892	0.00488327	0.00470518	0.00700336	0.00304165	0.00476611	0.00675166	0.00446815	0.00505195	0.00484185	0.00426281	0.00585751	0.00261766	0.00317019	0.00379776	0.00349845	0.0060415	0.00486093	0.00496446	0.00507376	0.00434371	0.00428522	0.00561681	0.00579694	0.0049121	0.00505824	0.00375657	0.004246275	-0.03352178	75.46722	0.07138997	-5.461713	0.03786819	1.885222	0.2009988
11980	-4812.117	-4915.313	103.1959	0.262984	0.24221	0.00460834	0.00393372	0.00375934	0.00388325	0.0026635	0.00402927	0.00453188	0.00567283	0.00560818	0.00500219	0.00516727	0.00427914	0.00476339	0.00440044	0.00500821	0.00484037	0.00551219	0.00396375	0.0045686	0.00460583	0.00358052	0.00445721	0.00354217	0.00455846	0.00494003	0.00614064	0.00455222	0.00539851	0.00382443	0.00536651	0.00489039	0.00341316	0.00454501	-0.06023348	79.98987	0.08548603	-5.393725	0.02525255	3.385244	0.2320637
12000	-4809.234	-4911.83	102.5961	0.33668	0.238482	0.00287319	0.00293023	0.00335198	0.00309698	0.00366793	0.00590525	0.00304361	0.00348363	0.00530347	0.00394044	0.00493468	0.00445991	0.00464808	0.00402545	0.00462933	0.00433077	0.00459765	0.00664949	0.00350506	0.00391361	0.00285957	0.00380119	0.00404437	0.00408383	0.0040536	0.00404972	0.00320594	0.00506337	0.0031804	0.00482022	0.00361065	0.00563813	0.003927395	-0.004907021	74.9866	0.06495912	-5.539779	0.0600521	1.081713	0.2423874
12020	-4813.755	-4913.688	99.93256	0.298349	0.254887	0.00300831	0.00357938	0.00414546	0.00417812	0.00274672	0.00395176	0.00341222	0.00344622	0.00604826	0.00363584	0.00467672	0.00515455	0.00354676	0.00618392	0.00533921	0.00338533	0.00422342	0.00387319	0.00393835	0.00432939	0.00595409	0.00437477	0.00523168	0.00359606	0.00395237	0.00496502	0.00470256	0.00510404	0.00199607	0.00493658	0.00432098	0.00627891	0.004078094	-0.02357853	67.60332	0.0725579	-5.502126	0.04897937	1.481397	0.2293227
12040	-4801.65	-4906.717	105.0672	0.290426	0.229267	0.00402422	0.00351313	0.00425317	0.0031761	0.00385006	0.00376277	0.00359582	0.00440166	0.00571907	0.00507885	0.00353695	0.00489468	0.00483443	0.00507239	0.0043504	0.00463113	0.00534439	0.00421937	0.00478176	0.00510437	0.00396134	0.00578685	0.00399412	0.003489	0.00380783	0.00520093	0.00453536	0.00469691	0.00354633	0.00368445	0.00262846	0.00366183	0.004518016	-0.01191024	75.11498	0.01689296	-5.399682	0.00498272	3.390309	0.2493407
12060	-4805.667	-4916.959	111.2919	0.264161	0.211867	0.00350225	0.0024206	0.00400208	0.00422083	0.00307598	0.00343904	0.0042069	0.00319276	0.00466382	0.00494687	0.00383463	0.0036516	0.00428528	0.00486032	0.00294064	0.00259403	0.00452619	0.00491395	0.00316185	0.00311432	0.0036931	0.0041523	0.00407407	0.00372934	0.00332436	0.00323632	0.00321561	0.00358402	0.00365493	0.00340625	0.00311494	0.00341646	0.003866288	-0.02179825	73.39918	0.05282794	-5.55546	0.03102969	1.702497	0.2229435
12080	-4800.567	-4912.868	112.3014	0.342494	0.219571	0.0028336	0.00337688	0.00401208	0.00335196	0.00484317	0.00367625	0.00333554	0.00340295	0.00508896	0.00432047	0.00358027	0.00367303	0.00385423	0.00354077	0.00385458	0.00363199	0.00304475	0.00306892	0.00289698	0.00328639	0.00266703	0.00583647	0.00332175	0.00403693	0.00383047	0.00322767	0.00389668	0.00315275	0.00293165	0.00356317	0.00342884	0.0030339	0.003565429	-0.02373027	98.61401	0.1306965	-5.636471	0.1069662	1.221848	0.1964676
12100	-4803.505	-4905.117	101.6119	0.352722	0.268532	0.00356959	0.00248903	0.00358074	0.00374282	0.00343723	0.00396331	0.00319003	0.0044344	0.00530145	0.0033203	0.00402357	0.00507507	0.00344548	0.00375017	0.00329229	0.00265942	0.00547603	0.00390378	0.00348976	0.00415751	0.00292655	0.00428447	0.00489248	0.0034484	0.00480642	0.00368229	0.00253266	0.00312176	0.0038727	0.00419216	0.00350368	0.00203845	0.003676091	-0.0441805	82.3806	0.154502	-5.605905	0.1103215	1.400471	0.1802464
12120	-4819.918	-4918.953	99.03462	0.325486	0.231569	0.00448889	0.0031953	0.00598994	0.00537445	0.00520245	0.00662569	0.0037738	0.00408859	0.00582859	0.0060491	0.00446582	0.00498601	0.00442374	0.0056165	0.00514722	0.00375975	0.00670722	0.00425406	0.00419137	0.00515359	0.00400909	0.00653496	0.00485552	0.00517873	0.00480654	0.00434544	0.00509214	0.00488978	0.00538761	0.00379495	0.00490281	0.00395591	0.00493226	-0.006305441	80.9772	0.2064715	-5.311958	0.2001661	1.031501	0.211139
12140	-4806.813	-4919.752	112.9387	0.337504	0.225664	0.00375321	0.00423104	0.00465924	0.00458209	0.00511751	0.00379012	0.00430932	0.00463845	0.00639645	0.00391561	0.00389289	0.00444676	0.00446379	0.0032798	0.00409708	0.00447355	0.00427055	0.00538924	0.00442014	0.00592336	0.00387633	0.00522818	0.00427466	0.00453276	0.00558433	0.00443123	0.00418683	0.00379044	0.0057468	0.00470513	0.00508326	0.00435593	0.004458249	-0.02525479	104.4809	0.06237888	-5.412999	0.03712409	1.68028	0.1475735
12160	-4821.945	-4907.766	85.82154	0.295062	0.228899	0.00411058	0.00274795	0.00324435	0.00288943	0.00511634	0.00396129	0.00384983	0.00652601	0.00711504	0.00496128	0.00459466	0.00614575	0.00318878	0.0022869	0.00505988	0.00357076	0.00831693	0.00352612	0.00467913	0.00491042	0.00625214	0.00710293	0.00401302	0.00502017	0.00489487	0.00314728	0.00270443	0.00299539	0.00329798	0.00365899	0.00197967	0.00233389	0.004187779	-0.02556927	124.3699	0.04487614	-5.475585	0.01930687	2.324361	0.3261121
12180	-4818.527	-4912.101	93.57377	0.277789	0.245684	0.00294094	0.00353259	0.00388166	0.00308536	0.00338353	0.00303321	0.00549321	0.00722473	0.00695886	0.00404092	0.00437004	0.00476731	0.00490066	0.00331167	0.00808532	0.00556138	0.00358364	0.00438098	0.00404757	0.003103	0.00400876	0.00565762	0.00424902	0.00376025	0.00457965	0.00440127	0.00576088	0.006514	0.00490971	0.00449334	0.00424573	0.00358121	0.00417444	-0.03554038	112.1493	0.04537114	-5.478775	0.00983076	4.615222	0.2392952
12200	-4801.543	-4909.288	107.7455	0.293251	0.212702	0.00406401	0.00325731	0.00315833	0.00375523	0.0030311	0.0041775	0.00380575	0.00481589	0.00546408	0.00432445	0.00308613	0.00389207	0.00520294	0.00317774	0.00373485	0.00252793	0.00383316	0.00544663	0.00367845	0.00358603	0.00352137	0.00503077	0.0034587	0.00493667	0.00587179	0.0037454	0.00345147	0.00351234	0.00420784	0.00376803	0.00402138	0.00344993	0.004095097	-0.04336167	106.5804	0.0600558	-5.497965	0.01669413	3.59742	0.1845234
12220	-4815.247	-4919.822	104.5753	0.350019	0.242416	0.0045914	0.00183558	0.00418233	0.00390116	0.00476943	0.00433939	0.00403515	0.00397855	0.00438142	0.00377746	0.00434377	0.00353349	0.00368769	0.0054071	0.00435663	0.00500225	0.00478473	0.00381361	0.00331065	0.0044305	0.00300364	0.004566	0.00299192	0.00253517	0.00430356	0.00525685	0.00437566	0.00397375	0.00424841	0.00476274	0.00444102	0.00267227	0.003902177	-0.00559157	68.29053	0.008153088	-5.546221	0.002561518	3.182912	0.2288703
12240	-4796.834	-4925.291	128.4572	0.2454	0.278772	0.00310631	0.00253394	0.00376609	0.00289316	0.00306456	0.00377489	0.00369048	0.00263157	0.00388992	0.0030743	0.00307352	0.0034596	0.00290507	0.00273208	0.00349372	0.00367914	0.00338415	0.00321719	0.00301448	0.00317489	0.00375536	0.00350717	0.002751	0.00378273	0.00285145	0.00259764	0.00293293	0.00329811	0.00294782	0.00328334	0.00282957	0.00253929	0.003118799	-0.01083916	84.32316	0.01413348	-5.770307	0.003294311	4.290267	0.1064091
12260	-4821.542	-4909.522	87.98009	0.282837	0.194291	0.00255385	0.00244092	0.00286421	0.00181638	0.00252706	0.00371078	0.00318229	0.00492157	0.00683218	0.00394421	0.00255743	0.00456594	0.00479203	0.00525785	0.00404151	0.00468277	0.00607909	0.00432622	0.00284103	0.00343678	0.00314749	0.00334423	0.0035852	0.00473862	0.00333411	0.00215677	0.00238511	0.00464242	0.00299979	0.00492599	0.0099308	0.00423657	0.00402972	0.001178077	72.63053	0.01734451	-5.514058	0.01852258	0.9363978	0.3199222
12280	-4813.272	-4914.034	100.7613	0.285423	0.215556	0.00408439	0.004375	0.00432273	0.00371018	0.00396399	0.0040353	0.0026888	0.0048139	0.00802611	0.00343481	0.00377536	0.00480393	0.00528874	0.00667481	0.00343942	0.00568785	0.00288567	0.00371505	0.00406368	0.00464889	0.00425871	0.00563344	0.00287194	0.0038612	0.0039969	0.00279562	0.00322421	0.00397153	0.00444307	0.00423127	0.00387648	0.00366737	0.004087069	-0.01277321	73.29215	0.01956412	-5.499927	0.006790908	2.880928	0.2038624
12300	-4807.732	-4919.544	111.8119	0.305657	0.195877	0.00330174	0.00274053	0.00312025	0.00380524	0.00335369	0.00392449	0.00335655	0.00493878	0.00454245	0.0031343	0.00316693	0.00329433	0.00454507	0.00537283	0.00332065	0.00308125	0.0035725	0.00408595	0.00314801	0.00307958	0.00387151	0.00412547	0.00338748	0.0040575	0.00342266	0.0036282	0.00322221	0.00461477	0.00287467	0.00404934	0.00369202	0.00528896	0.003583683	-0.0115409	90.1043	0.02076547	-5.631364	0.009224566	2.251105	0.1958073
