Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extant_mrca	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
3920	-4791.262	-4915.545	124.2826	0.311986	0.219137	0.00343451	0.00339923	0.00344137	0.00349813	0.00371834	0.0046271	0.00395473	0.00401276	0.00270101	0.00401411	0.00345692	0.00408156	0.00394797	0.0038916	0.00318227	0.00387513	0.00450675	0.00397729	0.00347079	0.0034076	0.00390374	0.00289612	0.0032295	0.00352437	0.00322204	0.00401039	0.00347378	0.00359618	0.00460864	0.00369592	0.00426565	0.00320575	0.003808314	-0.02917621	90.97896	0.04860922	-5.570569	0.01943301	2.501374	0.1256541
3940	-4804.414	-4915.949	111.535	0.300015	0.250457	0.00282769	0.00360154	0.00261753	0.00407474	0.00336462	0.00427445	0.00294435	0.00333682	0.00241355	0.00364552	0.00312087	0.00320568	0.00437844	0.00328269	0.00411486	0.00393333	0.00391814	0.00316983	0.00366075	0.00385541	0.00465216	0.00540482	0.00428138	0.00472858	0.00443003	0.00319221	0.00352169	0.00351458	0.00396121	0.00447036	0.00342585	0.00450173	0.00383236	-0.03700715	85.04497	0.04847242	-5.564274	0.01146528	4.227758	0.2041562
3960	-4804.21	-4912.603	108.3933	0.253768	0.214906	0.00328151	0.00452317	0.00351186	0.00389895	0.00377694	0.00551352	0.00295524	0.00422788	0.00332496	0.0032115	0.00392848	0.00462389	0.00450641	0.00489792	0.00360436	0.00525303	0.00380473	0.00436292	0.00576414	0.00440647	0.00348243	0.00644395	0.00419949	0.00396002	0.00458422	0.00451452	0.0033945	0.00424389	0.00381984	0.00495636	0.00471836	0.00567362	0.004016127	-0.02231503	73.4827	0.04076344	-5.517437	0.01844842	2.20959	0.1763901
3980	-4822.906	-4916.318	93.4116	0.341198	0.253625	0.00412847	0.00360566	0.00557236	0.0039569	0.00459507	0.00378082	0.00575855	0.00330794	0.00312883	0.00452172	0.00859279	0.00489724	0.00357131	0.00504734	0.00331554	0.0034618	0.00454948	0.0033685	0.00669195	0.0051928	0.00542188	0.00521755	0.00365615	0.00347675	0.00884364	0.00469409	0.00537559	0.00463741	0.00491689	0.00309222	0.0021993	0.00388333	0.004315056	-0.02531282	71.31506	0.0348492	-5.445645	0.009536385	3.654341	0.2705836
4000	-4812.815	-4913.168	100.3533	0.250572	0.193731	0.00395159	0.00710449	0.006606	0.00347953	0.00472781	0.00605764	0.00394232	0.00496917	0.00527575	0.00400805	0.0059522	0.00617	0.00589761	0.00578032	0.00508649	0.00479863	0.00561374	0.00415424	0.00401081	0.00605095	0.00432713	0.00650083	0.00487299	0.00562702	0.0041402	0.00614288	0.00581351	0.00543305	0.00428868	0.00472488	0.00435155	0.00369211	0.004712811	-0.03008545	80.49002	0.07031274	-5.357471	0.04022729	1.747886	0.1917496
4020	-4796.279	-4910.483	114.2048	0.306103	0.218415	0.00557021	0.00458182	0.00416791	0.00433587	0.00476223	0.00461609	0.00398536	0.00635016	0.00428767	0.00417196	0.00556501	0.00419646	0.00514891	0.00544198	0.00498974	0.00568699	0.00501729	0.00562999	0.00360717	0.00506255	0.00393288	0.00526512	0.00473203	0.005101	0.00450261	0.00473455	0.0050404	0.00424548	0.00475107	0.00515887	0.00470386	0.00535984	0.004634356	-0.05856145	88.8938	0.06213024	-5.374258	0.003568785	17.40935	0.1454223
4040	-4795.1	-4919.033	123.933	0.256759	0.254836	0.00472771	0.00469016	0.00540666	0.00451906	0.0051845	0.00589265	0.00403558	0.00441304	0.00446033	0.00563796	0.00471822	0.00518983	0.00482189	0.00479047	0.00435329	0.00569545	0.00458484	0.00425512	0.00399432	0.00501262	0.0038345	0.00453624	0.00417168	0.00435023	0.00501843	0.00468338	0.00451236	0.00461221	0.00513959	0.00544196	0.00462045	0.00416375	0.004749451	-0.02256152	93.46372	0.03729425	-5.349726	0.01473273	2.531388	0.1035278
4060	-4810.364	-4909.426	99.06191	0.301423	0.203959	0.00457976	0.00536787	0.00513333	0.00499814	0.00390096	0.0088177	0.00472959	0.00542244	0.00451543	0.00528029	0.00565961	0.00741795	0.00543143	0.00591836	0.0055932	0.00648299	0.00569936	0.00397143	0.00592052	0.00654685	0.0047043	0.00664961	0.00479746	0.007249	0.00445465	0.00623765	0.00359614	0.00414898	0.00347976	0.00623355	0.00519811	0.00568614	0.005327485	-0.03076851	70.79304	0.05485849	-5.234876	0.02408998	2.277232	0.2179254
4080	-4806.844	-4911.814	104.97	0.295108	0.22202	0.00531127	0.00393272	0.00403661	0.00410514	0.00467125	0.00722669	0.00353432	0.00537456	0.00410114	0.00476555	0.00579362	0.00472447	0.00599015	0.00390525	0.00460696	0.00640487	0.00585573	0.00477174	0.00469886	0.00502313	0.00362489	0.00514949	0.00464864	0.00489614	0.0049304	0.00663077	0.00403074	0.00448974	0.00445354	0.00465326	0.00701978	0.00515893	0.004937036	-0.02912543	86.24112	0.03562358	-5.31099	0.006498144	5.482116	0.2182238
4100	-4810.806	-4910.194	99.3877	0.25233	0.252143	0.00391311	0.0053972	0.00475717	0.00274455	0.00615175	0.0078489	0.00456244	0.00642236	0.00353451	0.00513526	0.00735404	0.00388159	0.00378038	0.00527978	0.00396229	0.0062656	0.00384296	0.00516634	0.00457652	0.00397636	0.00588341	0.00596404	0.00564232	0.00539855	0.00538843	0.00475926	0.00446233	0.005798	0.00415614	0.00411013	0.00453181	0.00526244	0.004631672	-0.03908553	68.07094	0.07049603	-5.374837	0.0314105	2.244346	0.226555
4120	-4827.672	-4907.705	80.03283	0.259942	0.209568	0.00336311	0.00392561	0.00455777	0.00180875	0.0050727	0.00700978	0.00424163	0.00560243	0.00309069	0.00384776	0.00562928	0.00596348	0.00470813	0.0075944	0.00264283	0.00768664	0.00563358	0.00297723	0.00434224	0.00548591	0.0039433	0.0070629	0.00266532	0.00978679	0.00533792	0.0049663	0.0052335	0.00334585	0.00687455	0.0047579	0.00413734	0.00797359	0.004239318	-0.01183572	75.87028	0.04136823	-5.463353	0.02953251	1.400769	0.3472058
4140	-4813.497	-4916.705	103.2088	0.327777	0.254312	0.00517016	0.00506966	0.004464	0.00465082	0.00576337	0.00590873	0.00490643	0.00485447	0.00355889	0.00354476	0.00562447	0.0046095	0.00587735	0.00599159	0.00419555	0.00687924	0.00446518	0.00484396	0.00383635	0.00554487	0.00436208	0.00619703	0.00506627	0.00495698	0.00404046	0.00490414	0.0041119	0.00595277	0.00427432	0.00298227	0.00541522	0.00621444	0.004744737	-0.02397507	75.83411	0.04744185	-5.350719	0.02346678	2.02166	0.222796
4160	-4813.593	-4911.525	97.93147	0.278392	0.255084	0.00480588	0.00501927	0.00406139	0.00502736	0.00291609	0.00393382	0.00265297	0.00455221	0.00283111	0.00271428	0.00514422	0.00497789	0.00714204	0.00441341	0.0046718	0.0047042	0.00374756	0.00384197	0.00369847	0.00354591	0.00424463	0.00518779	0.00383315	0.00697223	0.00466574	0.00429495	0.0053565	0.00432411	0.00416744	0.00301257	0.00526021	0.00413457	0.004529794	-4.448995e-05	67.63652	0.07196964	-5.397079	0.07192515	1.000619	0.2170976
4180	-4809.15	-4908.414	99.26362	0.276621	0.224299	0.00354699	0.00382642	0.00338222	0.00366356	0.00361683	0.00540096	0.00380086	0.00353593	0.00281029	0.0026872	0.0040275	0.00318839	0.00493274	0.00455301	0.00438251	0.00500706	0.00323884	0.00307118	0.00400658	0.00322837	0.00320334	0.00386293	0.00564094	0.00639298	0.00264148	0.00366543	0.00438266	0.00584558	0.00438504	0.00263777	0.00561182	0.00225274	0.003831761	-0.02669219	106.2819	0.05906507	-5.564431	0.03237288	1.824523	0.234373
4200	-4802.758	-4909.513	106.7549	0.31809	0.257796	0.00390362	0.00553359	0.00418094	0.0040093	0.00402514	0.00633057	0.00290583	0.00299558	0.00251828	0.0031868	0.00360401	0.00481121	0.00522889	0.00528474	0.00444033	0.00340488	0.0032854	0.00287503	0.00329501	0.00363387	0.00307867	0.00507864	0.00373003	0.00357103	0.00307654	0.0039258	0.0039166	0.0029411	0.00302541	0.00496401	0.0039802	0.0035419	0.003774212	-0.03274087	67.2014	0.06367088	-5.579564	0.03093001	2.058547	0.2236828
4220	-4827.604	-4911.762	84.15827	0.285821	0.225773	0.0106521	0.00229693	0.00320395	0.00488943	0.00471115	0.00755632	0.00342673	0.00522824	0.00283358	0.00335387	0.00550902	0.00674942	0.00887168	0.00501119	0.00310391	0.00529708	0.00570048	0.00314039	0.00363822	0.00339486	0.00508361	0.00526115	0.00487317	0.00516044	0.00281606	0.00550442	0.0067453	0.00337474	0.00434964	0.00352663	0.00384965	0.00275737	0.004560915	-0.03223922	68.74758	0.0678071	-5.390232	0.03556788	1.906414	0.4057472
4240	-4823.517	-4923.451	99.93439	0.256847	0.269861	0.00665974	0.00426479	0.00614281	0.00604152	0.00512728	0.00525182	0.00517103	0.00460831	0.00334836	0.00491991	0.00683132	0.00521908	0.00660772	0.00505498	0.00490886	0.00671616	0.00422668	0.00381996	0.0055996	0.00463651	0.00654929	0.00641625	0.00406144	0.00573455	0.00379566	0.00486995	0.00732538	0.00512099	0.00512647	0.00504846	0.00519303	0.00629802	0.005450052	-0.05328068	70.0767	0.1321375	-5.21213	0.0788568	1.675664	0.1695485
4260	-4815.805	-4907.833	92.02804	0.310476	0.251233	0.00644224	0.00609189	0.00460001	0.00475561	0.00498471	0.00928341	0.00378708	0.00487858	0.00403934	0.00419283	0.00406952	0.00570055	0.00503956	0.00564556	0.00460848	0.00523896	0.00610487	0.00360176	0.00519375	0.00552635	0.006184	0.00712414	0.00638421	0.0048717	0.00361716	0.00604871	0.00548702	0.00543729	0.0101889	0.00535412	0.00523415	0.0055429	0.005542428	-0.06103467	75.99909	0.07416646	-5.195323	0.01313178	5.647859	0.2357716
4280	-4817.338	-4924.81	107.4719	0.286758	0.252616	0.00522902	0.00624466	0.0038896	0.00380712	0.00415287	0.00429427	0.00519533	0.00536251	0.00307023	0.00471251	0.00581777	0.00560571	0.00464454	0.00533446	0.00393551	0.00459106	0.00571444	0.00505535	0.00522971	0.00473868	0.00474794	0.00505136	0.00511703	0.00298866	0.00490949	0.00540093	0.00523347	0.0044879	0.0040128	0.00360556	0.00460536	0.00494584	0.004487547	-0.05216871	78.31879	0.06444665	-5.406449	0.01227794	5.248977	0.1540358
4300	-4802.348	-4924.655	122.3072	0.263281	0.272365	0.00409119	0.00383413	0.00408482	0.00412221	0.00433981	0.00405515	0.00371325	0.00328059	0.00404519	0.00407763	0.00370681	0.00463634	0.00395491	0.00398542	0.00333967	0.00562209	0.00412804	0.00409544	0.0034361	0.00482559	0.00416142	0.0042776	0.00502082	0.00526821	0.00428348	0.00481136	0.00364602	0.00353884	0.00429772	0.0041648	0.00324394	0.00426084	0.004148694	0.0001550199	66.57692	0.01088657	-5.484962	0.01104159	0.9859604	0.1296345
4320	-4812.642	-4910.417	97.77508	0.286009	0.211107	0.00636413	0.00345252	0.00386708	0.0042139	0.00425203	0.00595555	0.00456242	0.00634117	0.00397433	0.00343031	0.00413308	0.00387156	0.00534424	0.00707528	0.0048237	0.00494544	0.00381479	0.00359415	0.00514853	0.00588547	0.00467228	0.00568593	0.00475259	0.00337175	0.00369989	0.00400042	0.0059654	0.00451523	0.00804162	0.00429	0.00428501	0.00528911	0.004651422	-0.0338607	96.76487	0.04199894	-5.370582	0.008138234	5.160694	0.1859969
4340	-4806.367	-4924.159	117.7918	0.251724	0.226191	0.0040226	0.00492849	0.00499656	0.00409278	0.00420643	0.00583621	0.00391401	0.00541471	0.00365674	0.00513169	0.00473273	0.00437696	0.00451264	0.00475945	0.00418419	0.00525257	0.00405844	0.00431892	0.00521511	0.00417885	0.00465695	0.00435097	0.00351879	0.00483484	0.00436936	0.00478629	0.00428984	0.00533502	0.00330713	0.00452774	0.00376083	0.00465225	0.004459762	-0.04485894	88.90637	0.09910215	-5.41266	0.05424321	1.826996	0.1239841
4360	-4799.84	-4915.044	115.2037	0.35081	0.218883	0.00375151	0.00412863	0.00490917	0.00457291	0.00522702	0.00591163	0.0045257	0.00455122	0.00391991	0.0046003	0.00458861	0.00512299	0.00494121	0.0053943	0.00388593	0.00512068	0.00481955	0.00426464	0.00616751	0.00415737	0.00571492	0.00392063	0.00436428	0.00437179	0.00352565	0.00378976	0.00468081	0.00553094	0.00531954	0.00496695	0.00386951	0.00339352	0.004595108	-0.03185689	71.44418	0.05983298	-5.382763	0.02797609	2.138719	0.1324482
4380	-4811.866	-4907.851	95.98515	0.285214	0.252842	0.00297633	0.00564693	0.00285091	0.00310692	0.00342041	0.00566803	0.00332528	0.0039914	0.00232759	0.00396407	0.00574961	0.0050729	0.00473088	0.00511313	0.00386642	0.00516163	0.00315816	0.0037639	0.00309462	0.00225662	0.00342845	0.00578842	0.00278336	0.00530253	0.00322455	0.00424647	0.00476715	0.00366764	0.00379122	0.00211704	0.00387701	0.00465604	0.004008522	-0.00461013	66.47125	0.05461202	-5.519333	0.05000189	1.092199	0.3401782
4400	-4798.603	-4925.225	126.6218	0.325175	0.213604	0.00380976	0.00319132	0.0039117	0.00394032	0.00382391	0.00396779	0.00362883	0.00361145	0.00324859	0.00402063	0.00430066	0.00383607	0.00328621	0.00311704	0.00340101	0.00332483	0.00359955	0.00319017	0.00415639	0.00390973	0.00352843	0.00394105	0.00395361	0.00399509	0.00322946	0.00318859	0.00393911	0.00456845	0.00449725	0.00376771	0.00387458	0.00316193	0.00370596	-0.02673213	82.07753	0.1669031	-5.597813	0.140171	1.190711	0.106321
4420	-4815.193	-4916.371	101.1783	0.340444	0.212068	0.00399415	0.00300071	0.00377681	0.0027122	0.00323373	0.00383953	0.00322454	0.0028547	0.00171564	0.00354437	0.0038665	0.00405793	0.00444235	0.00310337	0.00355081	0.00571674	0.00351411	0.0028329	0.00572194	0.00483983	0.00558266	0.00410629	0.00258465	0.00384583	0.00236456	0.00286386	0.00396298	0.00276864	0.00315488	0.00278367	0.00354203	0.0029139	0.003627001	-0.01737928	90.82332	0.02908782	-5.619349	0.01170854	2.484325	0.2572773
4440	-4821.138	-4913.779	92.64105	0.3064	0.246136	0.00271398	0.00631796	0.00611686	0.00501605	0.00395553	0.00591287	0.00361176	0.00455567	0.00340925	0.00371457	0.00597964	0.00428936	0.00660921	0.0036856	0.00375326	0.00655768	0.00326653	0.00465181	0.00410632	0.00396622	0.00460065	0.00858854	0.00444205	0.00481322	0.00335012	0.00578315	0.00491714	0.00404272	0.00290619	0.00323134	0.00438603	0.00453373	0.004222077	-0.02579415	76.09201	0.1220411	-5.467428	0.09624697	1.268	0.3191501
4460	-4804.218	-4911.981	107.7627	0.283086	0.275177	0.00633866	0.00502416	0.00434246	0.00401653	0.0034995	0.00597897	0.00440471	0.00524229	0.00348364	0.00388445	0.00460975	0.00427286	0.00488429	0.00508233	0.00587446	0.00554281	0.00406223	0.00339906	0.00397397	0.00371484	0.00436218	0.00477791	0.00446522	0.00441918	0.00405857	0.00483381	0.00485309	0.00413138	0.00552125	0.00497949	0.00328319	0.0057705	0.004303532	-0.02769534	67.76385	0.1092046	-5.448319	0.08150931	1.339781	0.1629434
4480	-4806.98	-4917.626	110.6457	0.288467	0.219222	0.00444485	0.00487801	0.00424092	0.00454853	0.00309936	0.00635342	0.00357827	0.00398706	0.00370904	0.00384129	0.00555259	0.00584708	0.00392454	0.00476886	0.00362129	0.00457703	0.00333145	0.00502638	0.0028686	0.00441865	0.00415966	0.00519184	0.00403748	0.00477582	0.0042299	0.00427644	0.00488298	0.00397334	0.00430528	0.00422634	0.00383237	0.00428934	0.004012457	-0.01578963	66.64265	0.01901268	-5.518352	0.003223054	5.898964	0.1665972
4500	-4799.041	-4911.861	112.8207	0.270111	0.251104	0.00562127	0.00491892	0.0043554	0.00491485	0.00475994	0.00542768	0.00480678	0.00437411	0.00390845	0.00428054	0.00619959	0.0050462	0.0053912	0.00537074	0.0050866	0.00476505	0.00348752	0.00451596	0.00502228	0.00502111	0.00408465	0.00570484	0.00528381	0.00458653	0.00436632	0.00431298	0.00368945	0.00437202	0.00495898	0.0047589	0.00452734	0.00377021	0.004724078	-0.0002759535	87.32565	0.01317614	-5.355083	0.01290019	1.021391	0.1096523
4520	-4806.807	-4929.967	123.1597	0.241593	0.257363	0.005641	0.00499304	0.00669772	0.00544802	0.00522822	0.00495691	0.00589269	0.0049303	0.00455934	0.00572483	0.00547114	0.00653162	0.00601216	0.0055533	0.00665602	0.00461499	0.00628082	0.00520375	0.00553984	0.00565594	0.00597697	0.00619615	0.00641413	0.00580442	0.00536717	0.0058771	0.00534941	0.00535133	0.00587414	0.00513179	0.00542534	0.00548676	0.005626162	-0.03259859	73.02728	0.03838322	-5.180328	0.005784635	6.635375	0.09396109
4540	-4803.2	-4916.45	113.2496	0.321074	0.25497	0.00635854	0.00482116	0.00450383	0.00522846	0.00674025	0.00486865	0.00583343	0.00611486	0.00423677	0.00519521	0.00484179	0.00510003	0.00559119	0.00561261	0.00597767	0.00633128	0.00457845	0.00538963	0.00618402	0.00493957	0.00610081	0.00546335	0.00603961	0.00539746	0.00417675	0.005587	0.0054958	0.00574528	0.00443818	0.00549353	0.00622038	0.00483156	0.005292059	-0.0270294	80.14685	0.1141946	-5.241548	0.08716523	1.310094	0.1347266
4560	-4792.962	-4917.134	124.1724	0.308663	0.277733	0.00401502	0.00526095	0.00496337	0.00444153	0.00456287	0.00579192	0.00464914	0.00501282	0.00461549	0.0045237	0.0051952	0.00486609	0.00418894	0.00497383	0.00433367	0.00564587	0.00479629	0.00454991	0.0048248	0.00515729	0.00519482	0.00505968	0.0047678	0.00504903	0.00539951	0.00511812	0.00437727	0.00526114	0.00562852	0.00520962	0.00608397	0.00410718	0.004984361	-0.04113879	81.48645	0.1222727	-5.30145	0.08113388	1.507048	0.09530813
4580	-4798.009	-4921.514	123.505	0.349518	0.256224	0.00469233	0.00469933	0.00505223	0.00585327	0.0042505	0.00512415	0.0041171	0.00580936	0.00482952	0.00423052	0.00523102	0.00467551	0.00457259	0.0051291	0.00564216	0.00566378	0.00453243	0.00499383	0.00400911	0.00455243	0.00424121	0.00532442	0.00497534	0.00411845	0.00518214	0.00477876	0.00503196	0.00481584	0.00466171	0.00573562	0.00468728	0.0044235	0.004760173	-0.05437549	72.23724	0.08020777	-5.347471	0.02583228	3.104943	0.09371262
4600	-4797.441	-4918.507	121.0662	0.317251	0.212433	0.0059928	0.00548273	0.00509533	0.00549545	0.00624766	0.00610119	0.00520126	0.00511683	0.00531876	0.00581134	0.00651014	0.00457641	0.0055354	0.00422524	0.00476533	0.00698075	0.00448359	0.00486104	0.0049829	0.00555141	0.00502348	0.00472247	0.00571693	0.00547942	0.00510485	0.00570585	0.00562897	0.00595823	0.00511071	0.00591593	0.0053536	0.00549015	0.005441529	-0.04065062	76.54965	0.04426136	-5.213695	0.003610743	12.25824	0.1121089
4620	-4790.412	-4911.74	121.3277	0.321764	0.22294	0.00474934	0.00416183	0.00454172	0.00426814	0.00445971	0.00526301	0.00500551	0.00513941	0.00381733	0.00464504	0.00522711	0.00497767	0.00464382	0.00571589	0.00432239	0.00561318	0.00355534	0.00537269	0.00438898	0.00477735	0.00489234	0.0057995	0.00532837	0.0036176	0.00439242	0.00456266	0.00444317	0.00491516	0.00431908	0.00510627	0.00513142	0.0043224	0.004629438	-0.028476	69.45306	0.04533786	-5.37532	0.01686186	2.688782	0.1063102
4640	-4809.356	-4916.511	107.1549	0.279466	0.218914	0.00393347	0.00628897	0.00431698	0.00400847	0.00401092	0.00590835	0.00378651	0.003755	0.00270399	0.0050032	0.00433595	0.00367523	0.00369316	0.00372572	0.00434338	0.00673748	0.00396433	0.00427633	0.00472593	0.00355336	0.00375432	0.00377145	0.00428757	0.00551656	0.00411422	0.00366456	0.00528193	0.00345674	0.00340362	0.00450056	0.00399595	0.00436846	0.00423641	-0.03377808	76.64869	0.08399961	-5.464039	0.05022153	1.672582	0.2079792
4660	-4800.391	-4919.783	119.3914	0.295034	0.205946	0.00449845	0.00607147	0.00501487	0.00452372	0.00427626	0.0042854	0.00326107	0.00481531	0.00442272	0.00382274	0.00448269	0.00411292	0.00492252	0.00432889	0.00425543	0.00467364	0.00516532	0.00434259	0.00399045	0.00432918	0.00460295	0.00533968	0.00420593	0.00449132	0.00513539	0.00413011	0.00358821	0.0038971	0.00489951	0.00503812	0.0037997	0.00415022	0.00445075	-0.04114169	90.78226	0.1172847	-5.414683	0.076143	1.540321	0.1204167
4680	-4806.604	-4911.359	104.7554	0.257044	0.253326	0.00496298	0.00525639	0.00438011	0.00312772	0.00515959	0.00582197	0.00359793	0.00444689	0.00315746	0.00525771	0.00518074	0.0043378	0.003767	0.00435252	0.00430897	0.00594453	0.0038551	0.00452128	0.00659427	0.00551156	0.00406383	0.0050133	0.00482206	0.00379168	0.0039324	0.00445572	0.00445865	0.0036766	0.00323008	0.0043033	0.0064089	0.00428594	0.004317648	-0.02444236	82.93408	0.03340318	-5.445044	0.008960827	3.72769	0.1609086
4700	-4808.135	-4915.878	107.7426	0.343401	0.233968	0.00524038	0.00511135	0.00397748	0.0052465	0.00490533	0.00567667	0.00406155	0.00400111	0.00327152	0.00327477	0.00456032	0.00525702	0.00408631	0.00468559	0.00678155	0.00527362	0.00307024	0.00499425	0.0053608	0.00381767	0.00453383	0.00439564	0.00366127	0.00392593	0.00377488	0.00446433	0.00443896	0.00455917	0.00532461	0.00398627	0.00447456	0.00470607	0.004656681	-0.02873393	75.91464	0.04073918	-5.369452	0.01200524	3.393449	0.162578
4720	-4822.805	-4918.266	95.46106	0.263286	0.254089	0.00531799	0.00389475	0.00335067	0.00549775	0.00540534	0.0085139	0.00399395	0.00621401	0.003994	0.00405931	0.00533531	0.00602196	0.00858911	0.00521961	0.00526256	0.00625843	0.00434705	0.00638533	0.00415281	0.00491367	0.00542716	0.00702467	0.00372683	0.00489516	0.00488084	0.00472174	0.00499689	0.00721051	0.00507332	0.00534768	0.00346435	0.00659767	0.00518871	-0.02669665	78.47432	0.06712586	-5.26127	0.04042921	1.660331	0.2215317
4740	-4814.051	-4909.328	95.27714	0.337331	0.239307	0.00757594	0.00489433	0.0058842	0.00362074	0.00545612	0.00938742	0.0050111	0.0055257	0.0031091	0.00478814	0.00506074	0.00447458	0.00534987	0.00484814	0.00403805	0.00490763	0.00419923	0.00460936	0.00475017	0.00577825	0.00576419	0.00585608	0.00469132	0.00631537	0.00557899	0.00547916	0.00440759	0.00471804	0.00505819	0.00715998	0.00506183	0.004905	0.004951178	0.001176345	76.88671	0.03568067	-5.30813	0.03685702	0.9680836	0.2363619
4760	-4828.106	-4915.659	87.55234	0.325362	0.261597	0.00551337	0.00382568	0.00443983	0.00373672	0.00781415	0.00860542	0.0040396	0.00638595	0.0046768	0.00535004	0.00842008	0.003686	0.00552683	0.0100674	0.00376767	0.0058389	0.00383255	0.0032826	0.0041902	0.00371401	0.00329066	0.00601079	0.00338624	0.00474838	0.00385932	0.00470584	0.00530254	0.00577694	0.00565282	0.00404401	0.0058627	0.00569094	0.004850567	-0.04286003	103.1637	0.0796473	-5.32866	0.03678726	2.165078	0.255527
4780	-4823.005	-4903.061	80.05631	0.284659	0.210752	0.00723874	0.00473865	0.00401026	0.00448355	0.00396792	0.00720961	0.0044433	0.00432706	0.00183214	0.00336872	0.00592108	0.00629272	0.00936801	0.00663004	0.0024032	0.00679835	0.0046269	0.00362325	0.00587921	0.00723695	0.0037256	0.00785457	0.00295045	0.00512946	0.00367881	0.00282874	0.00730171	0.00486702	0.00280802	0.00404196	0.00412294	0.00266157	0.005096848	-0.03775985	69.30713	0.1212732	-5.279133	0.08351334	1.452142	0.3703236
4800	-4784.737	-4915.644	130.9066	0.273744	0.244916	0.00418962	0.00465078	0.00495263	0.00413969	0.00457978	0.00533203	0.00395154	0.00425393	0.00441083	0.00504807	0.0054199	0.00487353	0.00500503	0.00481753	0.00446886	0.00409952	0.00417362	0.00437508	0.00448609	0.0048188	0.00455964	0.00524591	0.004992	0.00488086	0.00473398	0.00526997	0.00508085	0.00477417	0.00435515	0.00433291	0.00434336	0.00400273	0.004542646	-0.01493667	73.17185	0.01797087	-5.394246	0.003034194	5.922781	0.08987986
4820	-4798.495	-4918.439	119.9437	0.26851	0.223161	0.00473949	0.00472918	0.00550016	0.00497142	0.00486967	0.00411711	0.00392905	0.00498315	0.00422734	0.0041597	0.00460049	0.00474178	0.00492306	0.00530293	0.00434315	0.00478142	0.00509074	0.00478076	0.004252	0.00508687	0.00530701	0.00528019	0.00440431	0.0048133	0.0046997	0.00459388	0.0057624	0.00643588	0.00600407	0.00417013	0.00420201	0.00451671	0.004816605	-0.0349022	83.9267	0.1150909	-5.335686	0.0801887	1.435251	0.1157944
4840	-4814.499	-4922.873	108.3743	0.264607	0.190169	0.00546385	0.00536247	0.00786343	0.00511502	0.00450497	0.00713362	0.00447586	0.00666578	0.0043235	0.00575302	0.00595442	0.00697248	0.00530964	0.00620407	0.00617944	0.00514558	0.00558702	0.00566366	0.00562971	0.00447385	0.00619602	0.00662659	0.00473253	0.00495902	0.00687028	0.0056828	0.00512756	0.0051397	0.00430359	0.00474757	0.006046	0.00580213	0.005353656	-0.03251415	66.24275	0.04040815	-5.229976	0.007893999	5.118844	0.1511563
4860	-4816.856	-4925.41	108.5546	0.304234	0.201742	0.00632465	0.0053063	0.00677679	0.00554314	0.00682289	0.00639756	0.00543443	0.00577653	0.0069063	0.00671271	0.00647851	0.00525175	0.00663048	0.00587943	0.00637455	0.00454229	0.00567885	0.00588454	0.00518761	0.0052791	0.00580589	0.00696678	0.00695557	0.00722993	0.00635344	0.00672189	0.00713877	0.00516952	0.00791215	0.00680924	0.00518054	0.00629002	0.005941759	-0.03518284	93.62231	0.09782189	-5.12575	0.06263906	1.561676	0.1354922
4880	-4808.29	-4919.916	111.626	0.288982	0.210699	0.00611275	0.00691359	0.00505097	0.00431387	0.00458033	0.00624428	0.00567983	0.00540858	0.00527035	0.00436992	0.00538748	0.00613296	0.00536093	0.00781886	0.00564784	0.0068876	0.00572658	0.0055646	0.00564606	0.0050927	0.00630453	0.0058969	0.00548944	0.0063188	0.00556824	0.00656396	0.00557321	0.00575918	0.00608052	0.00625819	0.00565116	0.00504422	0.005667308	-0.04509124	84.06076	0.1272728	-5.173041	0.0821816	1.548678	0.1295674
4900	-4800.968	-4915.506	114.5378	0.277522	0.214105	0.00553448	0.00567006	0.00569041	0.0050882	0.00470559	0.00576428	0.00512181	0.00549024	0.00507102	0.00448393	0.00645919	0.0046898	0.00637847	0.00496127	0.00408902	0.00540379	0.00477264	0.00405762	0.00461268	0.00459933	0.00596783	0.005047	0.0054506	0.00449071	0.00529886	0.00499364	0.00456673	0.0056463	0.00439853	0.00606188	0.00532164	0.00579508	0.005191326	-0.07568996	91.53746	0.1208964	-5.260766	0.04520642	2.674319	0.135674
