Iteration	Posterior	Likelihood	Prior	alpha_cytb[1]	alpha_cytb[2]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates_mean	diversification	extant_mrca	extinction_rate	ln_branch_rates_mean	speciation_rate	turnover	variance_mean
43660	-4814.234	-4919.218	104.9841	0.271547	0.227342	0.00429498	0.00422956	0.00659454	0.00462529	0.00455119	0.00665738	0.00462545	0.00590223	0.00483672	0.00511236	0.00492917	0.00512471	0.00498793	0.00386658	0.00617244	0.00538379	0.00562967	0.00352245	0.00461835	0.0058784	0.00482239	0.0066857	0.00497455	0.0034609	0.00426264	0.00598609	0.00454237	0.00450632	0.0034721	0.00621865	0.00553595	0.00506007	0.004892779	-0.0365343	67.88524	0.1280448	-5.319995	0.09151053	1.399236	0.1782603
43680	-4837.863	-4912.912	75.04841	0.342476	0.246924	0.00888285	0.0100034	0.0087567	0.00840695	0.00682477	0.0134612	0.00497729	0.00632837	0.00627233	0.00518145	0.010463	0.00517497	0.00989288	0.00747209	0.00954255	0.00551555	0.00398844	0.00559747	0.00838492	0.0037064	0.00791693	0.00895529	0.0162102	0.00552219	0.00484198	0.00449728	0.00655116	0.00739967	0.00506545	0.00686764	0.0044804	0.00713709	0.006624315	-0.03189342	68.14502	0.0600238	-5.017008	0.02813038	2.133771	0.3816563
43700	-4835.85	-4914.208	78.3581	0.253979	0.204535	0.00813176	0.00910147	0.00567558	0.00364526	0.00639394	0.00817199	0.00410756	0.00534264	0.00349913	0.00309993	0.0052943	0.00505596	0.00694005	0.00600102	0.00730476	0.00787815	0.00538114	0.00630894	0.00480139	0.00348585	0.00573062	0.00577302	0.0118744	0.00545466	0.00719237	0.0053372	0.00340038	0.00792221	0.00513005	0.00704014	0.00716291	0.00303851	0.006114776	-0.01326498	70.5806	0.03409093	-5.097047	0.02082595	1.636945	0.2602799
43720	-4817.77	-4907.05	89.28058	0.312385	0.231828	0.00750904	0.00766847	0.00808001	0.00567369	0.00604995	0.00902117	0.00488787	0.00545695	0.00567306	0.00391321	0.00583141	0.00499762	0.00720481	0.00840651	0.00485895	0.00739278	0.00520418	0.0043205	0.00551693	0.00507256	0.00679464	0.00705831	0.0062525	0.011134	0.00588794	0.00563086	0.0050596	0.00522741	0.00571834	0.00369717	0.0061939	0.00824783	0.006300705	-0.02951817	70.64798	0.0875761	-5.067094	0.05805794	1.508426	0.2877192
43740	-4808.784	-4911.317	102.5335	0.325016	0.22523	0.00545729	0.00608273	0.00697132	0.00497199	0.00537952	0.00904548	0.00515286	0.00562091	0.00436028	0.00508179	0.00647453	0.004567	0.00593911	0.00681346	0.00413834	0.00619225	0.00550806	0.00478732	0.00446304	0.00702306	0.00631791	0.00492876	0.00445162	0.0059716	0.00465922	0.00405571	0.00521002	0.00499811	0.00729231	0.00573703	0.00510695	0.00621006	0.005348978	-0.01616563	68.61117	0.02937538	-5.23085	0.01320975	2.223765	0.2097909
43760	-4804.907	-4908.36	103.4529	0.325681	0.210329	0.00562735	0.00418973	0.00666911	0.00474802	0.00570519	0.00754299	0.00361154	0.00455991	0.00394259	0.0040112	0.00441691	0.00440408	0.00607447	0.00542994	0.00369362	0.00641835	0.00457481	0.00414607	0.0042563	0.0034876	0.00397794	0.00616806	0.0045776	0.00708099	0.00571798	0.00512709	0.00438766	0.00489355	0.00692453	0.00533857	0.00457213	0.00446254	0.004894534	-0.02283351	66.30903	0.04403802	-5.319636	0.02120451	2.076823	0.2029677
43780	-4804.216	-4913.785	109.5693	0.274061	0.251782	0.00649475	0.00653169	0.00532575	0.00533915	0.00556404	0.00569214	0.00501903	0.00619265	0.00408613	0.00517407	0.00577096	0.0047688	0.00723611	0.00562597	0.00527514	0.00577614	0.0062127	0.00545184	0.00429242	0.00522631	0.00509535	0.00816686	0.00644927	0.00657491	0.0060963	0.00675925	0.00533964	0.00654987	0.0065988	0.0046357	0.00519897	0.0067498	0.005638046	-0.04150249	77.89162	0.0618267	-5.178218	0.02032421	3.042022	0.1475243
43800	-4815.776	-4909.238	93.46226	0.306088	0.247946	0.00754194	0.00623439	0.006325	0.00490038	0.00487592	0.00867168	0.00481699	0.00586483	0.00475093	0.00459872	0.00585714	0.00313621	0.00789811	0.00744805	0.00475153	0.00643016	0.00626191	0.00379867	0.00512371	0.00400547	0.00602716	0.00915016	0.00438993	0.00491545	0.00657283	0.00447661	0.00636997	0.00636926	0.00557689	0.00810359	0.0061184	0.00594503	0.005435318	-0.03508586	70.12727	0.04637587	-5.214837	0.01129002	4.107688	0.2196775
43820	-4803.649	-4916.754	113.1048	0.258934	0.220832	0.00470741	0.00581204	0.00597103	0.00526734	0.00478698	0.00713462	0.00526424	0.00547794	0.00515182	0.00580162	0.00572624	0.00584761	0.00489467	0.00750991	0.00527778	0.00733198	0.00559286	0.00507935	0.00464726	0.00429682	0.00480232	0.00575884	0.00649664	0.00468207	0.00440131	0.00586328	0.00628536	0.00485172	0.00476714	0.00525243	0.00524737	0.00499292	0.0053931	-0.05971402	76.26863	0.0864515	-5.222635	0.02673747	3.233346	0.161063
43840	-4811.131	-4902.322	91.19067	0.2898	0.234084	0.00727924	0.00413088	0.00440834	0.00406015	0.00711716	0.00790649	0.00561801	0.00589202	0.00330443	0.00473763	0.0102943	0.0055668	0.00485921	0.00670473	0.00532781	0.00701201	0.00587858	0.00742047	0.00515036	0.00740327	0.00508448	0.00685276	0.00582814	0.00599166	0.00661563	0.00661843	0.00511759	0.00548404	0.00634053	0.00817122	0.00541797	0.00662784	0.006051587	-0.05168271	66.47584	0.2110407	-5.107435	0.159358	1.324318	0.2394699
43860	-4829.322	-4912.76	83.43747	0.291881	0.219097	0.00523857	0.00753816	0.00531967	0.00561335	0.004792	0.00783504	0.00504894	0.00360933	0.00410324	0.00533821	0.005778	0.00475879	0.00997354	0.00507256	0.00329673	0.00913166	0.00507282	0.00705874	0.00537007	0.00480697	0.00614506	0.0113308	0.00418397	0.00388609	0.00341636	0.00650901	0.00734718	0.00614057	0.00563735	0.00526418	0.00776293	0.00448359	0.0054373	-0.04876404	71.38737	0.2233368	-5.214473	0.1745728	1.279334	0.3283918
43880	-4818.535	-4905.844	87.30914	0.261861	0.238344	0.00630057	0.00554505	0.00536069	0.00362941	0.00714263	0.0102824	0.00559181	0.00554357	0.00326661	0.00413846	0.00648192	0.00438624	0.00658624	0.00805312	0.00697141	0.00635506	0.00426349	0.00477589	0.00506082	0.00452188	0.00621942	0.00786644	0.00562877	0.00746222	0.00573902	0.00351697	0.0051057	0.00706128	0.00645042	0.00471486	0.00671796	0.00807795	0.006145326	-0.02122017	78.404	0.06698917	-5.092064	0.045769	1.463636	0.2542968
43900	-4821.53	-4916.707	95.1771	0.310989	0.207041	0.00643438	0.0058317	0.00525102	0.00375837	0.00439338	0.00607795	0.00439827	0.00743054	0.00486656	0.00407031	0.00653036	0.00541567	0.0094221	0.00785026	0.00666733	0.00528015	0.00518947	0.00397842	0.00436133	0.00486746	0.00481252	0.00691019	0.0038039	0.00599557	0.00387856	0.00621449	0.00473446	0.00530487	0.00597747	0.00383407	0.00516164	0.00618192	0.00561052	-0.0623291	69.99758	0.08504498	-5.183112	0.02271589	3.743855	0.1894025
43920	-4821.32	-4925.608	104.2872	0.298156	0.227033	0.00475029	0.00566899	0.00654469	0.00486637	0.00579235	0.00738223	0.00624886	0.00576937	0.00428588	0.00480181	0.00514875	0.00426478	0.00462415	0.0076335	0.00666258	0.00606486	0.00571556	0.0050274	0.00732911	0.00478927	0.00629854	0.00558141	0.00665791	0.00595269	0.0051504	0.0065756	0.00638705	0.00664947	0.00541778	0.00545425	0.00721276	0.00571496	0.005971091	-0.06685188	72.06666	0.09860948	-5.120826	0.03175759	3.105068	0.1691734
43940	-4820.951	-4907.357	86.40606	0.305597	0.232569	0.0057362	0.00335433	0.00640867	0.00503665	0.00525633	0.0105152	0.00577658	0.00636567	0.00273424	0.00542484	0.00800459	0.00678103	0.00633875	0.00726091	0.00409473	0.00801315	0.00615143	0.00594939	0.00731726	0.00690154	0.0042623	0.00932216	0.00462294	0.0073993	0.00522053	0.00532627	0.00612619	0.00502048	0.00569637	0.00494033	0.00529188	0.00814011	0.005384723	-0.04180805	68.28386	0.07721533	-5.224189	0.03540728	2.180776	0.3067347
43960	-4810.642	-4916.021	105.3796	0.269772	0.257772	0.0056687	0.00475921	0.00485947	0.004696	0.00478795	0.00768301	0.00534561	0.00508846	0.00342667	0.00544498	0.00418941	0.00377112	0.00560912	0.00595228	0.00413406	0.00669191	0.00575013	0.00451202	0.00458416	0.00621052	0.00509216	0.00486705	0.00531667	0.00555592	0.00611558	0.00490209	0.00605235	0.00364157	0.00496642	0.00473114	0.00590263	0.00654867	0.005334426	-0.04570812	78.31027	0.08351979	-5.233574	0.03781167	2.208836	0.1647954
43980	-4801.224	-4915.023	113.7992	0.287968	0.26213	0.00607097	0.00460545	0.0050282	0.00490078	0.00471963	0.00601089	0.00335389	0.0052681	0.00519554	0.00445226	0.00521614	0.00454591	0.0046635	0.00359166	0.00379036	0.00441845	0.00470262	0.00548045	0.00448803	0.00536826	0.00429415	0.00571741	0.00523592	0.00566576	0.00548189	0.00509055	0.00517498	0.00500029	0.00478424	0.00563835	0.00587005	0.0046365	0.004879437	-0.03207917	77.97319	0.08697554	-5.322725	0.05489637	1.584359	0.1226664
44000	-4814.01	-4922.485	108.475	0.309914	0.219129	0.00589582	0.00551339	0.00524957	0.00501989	0.00476363	0.0054951	0.00398879	0.00584484	0.00432189	0.00383694	0.00528581	0.00517242	0.00637141	0.00545202	0.00578597	0.00505248	0.00375486	0.00414681	0.00482861	0.0045832	0.00485111	0.00527125	0.00354492	0.00422637	0.00515243	0.00455332	0.00502446	0.00603956	0.00550895	0.00600684	0.00468651	0.00745231	0.005191278	-0.03498775	71.72815	0.1265115	-5.260775	0.09152377	1.38228	0.15543
44020	-4799.566	-4910.23	110.6636	0.300521	0.260341	0.00581983	0.00558703	0.00568477	0.00618013	0.00555122	0.00787243	0.00425601	0.00499578	0.00442388	0.00465985	0.00496082	0.00550553	0.0061558	0.00403415	0.00570701	0.00539331	0.00548303	0.0050546	0.00495463	0.0062146	0.00501142	0.00638084	0.00504821	0.0046057	0.0053897	0.00524867	0.0049632	0.00577647	0.00529115	0.00740383	0.00517361	0.00477969	0.005173808	-0.04888516	75.59935	0.05671621	-5.264146	0.007831046	7.242482	0.1369905
44040	-4810.665	-4913.872	103.2066	0.311347	0.215327	0.00754747	0.00613226	0.00577645	0.00489405	0.0055876	0.00675175	0.00408731	0.00510216	0.00453538	0.00512054	0.00490482	0.00569617	0.00500787	0.00619304	0.0064569	0.00684875	0.00462791	0.00517717	0.00655454	0.00505598	0.00580277	0.00656648	0.00553366	0.00525148	0.00592904	0.00599207	0.00677024	0.00527634	0.00445168	0.00652723	0.00342559	0.00559314	0.005753157	-0.04510622	77.525	0.08417358	-5.158007	0.03906735	2.154576	0.1764749
44060	-4811.018	-4912.579	101.5606	0.27009	0.208476	0.00800244	0.00584502	0.00507829	0.00733595	0.00584544	0.00829234	0.00612375	0.00600938	0.00437231	0.00479261	0.00737584	0.00473013	0.00632203	0.00846884	0.00512833	0.00700171	0.00564271	0.00645183	0.00690234	0.0059821	0.00669254	0.00776073	0.00555081	0.00571249	0.00702566	0.00710742	0.00667737	0.00603872	0.00672232	0.006984	0.00511787	0.00625694	0.006307764	-0.03121012	78.99656	0.04246879	-5.065974	0.01125867	3.772096	0.1424002
44080	-4814.918	-4911.268	96.35001	0.297424	0.214327	0.00446665	0.00488139	0.00402798	0.00551109	0.00558711	0.00708545	0.00424963	0.0055777	0.00390055	0.00422407	0.00597463	0.00510722	0.0063158	0.00597328	0.00493479	0.00582811	0.00537346	0.00444792	0.00449691	0.00328316	0.00527491	0.00848907	0.00485362	0.00742179	0.0034015	0.00389623	0.00679682	0.00467487	0.00508923	0.00331699	0.00389886	0.00570614	0.005107363	-0.02544953	70.84206	0.08035429	-5.277072	0.05490476	1.463521	0.2036009
44100	-4811.977	-4920.87	108.8929	0.33925	0.254756	0.00527327	0.00444852	0.00392035	0.00448643	0.00491676	0.00580239	0.00478035	0.00539321	0.00467315	0.00489236	0.00546372	0.00491366	0.00701531	0.0046944	0.00318685	0.00497756	0.00553747	0.00508833	0.00556235	0.00483801	0.00459118	0.00529853	0.00546186	0.00413431	0.00656647	0.00496674	0.00450934	0.00467984	0.00655217	0.00548687	0.00475149	0.00508865	0.005056076	-0.03139484	77.09254	0.1216314	-5.287165	0.09023661	1.347917	0.1756963
44120	-4794.334	-4918.197	123.8638	0.321385	0.220155	0.00470084	0.00482626	0.00457758	0.00485583	0.00472434	0.00455713	0.00496531	0.00428067	0.00402845	0.00394443	0.00517953	0.00522623	0.00507198	0.00488154	0.0041298	0.0052884	0.00478752	0.0048938	0.00423656	0.0039104	0.00476006	0.00468812	0.00573253	0.00519061	0.00618089	0.00448483	0.00420458	0.00458558	0.0046509	0.00403507	0.00460984	0.00503244	0.004677903	-0.03213821	74.6478	0.07842896	-5.364905	0.04629075	1.694269	0.1075929
44140	-4770.176	-4914.287	144.1113	0.279291	0.234469	0.00475006	0.00480744	0.00504815	0.00443526	0.00447836	0.00506992	0.00398453	0.0046105	0.00482051	0.00461066	0.00467411	0.00461628	0.00463372	0.00475887	0.00472748	0.00504357	0.00455672	0.00457723	0.00432362	0.00434136	0.00465435	0.00449582	0.004403	0.00435735	0.00434863	0.00444671	0.00447229	0.00508104	0.0047419	0.00441079	0.00472468	0.00448441	0.004630992	-0.02719708	101.2826	0.09878167	-5.374984	0.07158459	1.379929	0.05660998
44160	-4761.667	-4925.693	164.0261	0.317227	0.238819	0.00450552	0.00471588	0.00453589	0.00447631	0.00457706	0.00431162	0.00468949	0.0046297	0.00429864	0.00483518	0.00457063	0.0045172	0.00448457	0.004498	0.00453726	0.00440523	0.00432015	0.00473183	0.00438262	0.00481296	0.00456385	0.0044953	0.00454445	0.00445575	0.00438579	0.00443781	0.00444862	0.00464784	0.00438941	0.00428457	0.00449911	0.00459112	0.004487001	-0.03581846	89.32372	0.05452516	-5.406571	0.01870669	2.914741	0.0327415
44180	-4765.786	-4925.306	159.5206	0.285778	0.220247	0.00449219	0.00450602	0.00464919	0.00446565	0.00475096	0.00464156	0.00449567	0.00443729	0.00469571	0.00435668	0.00463342	0.00445802	0.0045813	0.0045119	0.00481047	0.00438612	0.00429133	0.00447931	0.00436862	0.00474298	0.00456592	0.00484605	0.00425523	0.00463409	0.00440661	0.00454565	0.00456876	0.00479959	0.00476662	0.00426438	0.00434567	0.00460594	0.004567166	-0.01713083	75.50422	0.07229869	-5.388862	0.05516785	1.310522	0.03480459
44200	-4768.293	-4925.185	156.8924	0.24977	0.199042	0.00459916	0.00450704	0.00425821	0.00478339	0.00467807	0.00471094	0.00452672	0.0046671	0.00457194	0.00461702	0.00459323	0.00474201	0.00445522	0.00462415	0.00465035	0.00457657	0.00462022	0.00435903	0.00445026	0.00448382	0.00476616	0.00485585	0.00468859	0.00497393	0.00450744	0.00440558	0.0043848	0.00476019	0.00430786	0.0048634	0.00453441	0.00442389	0.004522924	-0.01669618	82.38163	0.03016211	-5.398597	0.01346593	2.239884	0.03866912
44220	-4762.358	-4931.734	169.3758	0.357428	0.20747	0.00464452	0.00447192	0.00465341	0.00463489	0.00449318	0.00448106	0.00440569	0.00445205	0.0045178	0.00443162	0.00437489	0.00434873	0.00430104	0.0046107	0.00441935	0.0046082	0.00436313	0.00436252	0.00463083	0.00443737	0.00449535	0.00473335	0.00465877	0.00431981	0.00442501	0.00432159	0.00451583	0.00453089	0.00449935	0.00441237	0.00467428	0.00437714	0.004489414	-0.00917705	75.94135	0.06838507	-5.406033	0.05920802	1.154997	0.02759676
44240	-4754.376	-4922.68	168.3043	0.305548	0.241281	0.00433073	0.00452366	0.00451059	0.00433704	0.00439133	0.00447585	0.00442469	0.00465179	0.00440528	0.00455788	0.00448175	0.00438632	0.00446819	0.00457197	0.00444735	0.00446011	0.00440387	0.00440424	0.0045873	0.00473447	0.00446717	0.00462035	0.00424391	0.00450642	0.00441817	0.0047747	0.00454597	0.00439179	0.00445194	0.00447668	0.00471467	0.00440904	0.004489414	-0.0213358	111.7888	0.04278835	-5.406033	0.02145255	1.994558	0.0260069
44260	-4759.977	-4924.239	164.2613	0.27503	0.204187	0.00469346	0.00428901	0.00454181	0.00441187	0.00438916	0.00441554	0.00458183	0.00445845	0.00440062	0.00456919	0.00451856	0.00439328	0.00457065	0.00449422	0.00451413	0.00442459	0.00462514	0.00457027	0.0044233	0.00452522	0.00450557	0.00447615	0.00472047	0.00432728	0.00468009	0.00478635	0.0045957	0.00427581	0.00468043	0.00465043	0.00461974	0.0047105	0.004532328	-0.01752355	116.1862	0.04391102	-5.39652	0.02638747	1.664086	0.02666613
44280	-4745.116	-4926.607	181.4905	0.313489	0.207245	0.00435772	0.00444799	0.00456231	0.00444579	0.00459168	0.00443333	0.00450695	0.0044786	0.00442779	0.00455243	0.00464726	0.00464888	0.00445721	0.00446199	0.00443927	0.00444748	0.00444859	0.00453817	0.00454828	0.00447472	0.00446862	0.00449418	0.00469637	0.00450941	0.00446415	0.00457384	0.00458755	0.00457647	0.0044111	0.00439159	0.00451079	0.00445191	0.004502198	-0.008094655	80.75977	0.03591512	-5.40319	0.02782046	1.290961	0.02092776
44300	-4760.905	-4927.687	166.7822	0.223855	0.24239	0.00423884	0.00437232	0.00454601	0.00448786	0.00432614	0.00461568	0.00449669	0.00455345	0.00444646	0.00430279	0.00461366	0.00445458	0.00448336	0.00446879	0.0044057	0.00427093	0.00464883	0.00433905	0.00443549	0.00443347	0.004355	0.00459324	0.00466887	0.00441574	0.00457331	0.00422935	0.00458443	0.00424899	0.00441782	0.00431208	0.004317	0.00464864	0.004440491	-0.02870731	94.64412	0.03654501	-5.41699	0.007837701	4.662721	0.0256279
44320	-4776.206	-4922.099	145.8934	0.268713	0.248274	0.00453406	0.00426029	0.00428539	0.00446392	0.00440672	0.00451564	0.00496749	0.00412993	0.00428586	0.00424683	0.00461879	0.00451083	0.004752	0.00521484	0.00438651	0.0045548	0.00459418	0.00447514	0.00433552	0.00462856	0.00433948	0.00425471	0.0046909	0.00441465	0.00450815	0.00467322	0.00419843	0.00438529	0.00495242	0.00453302	0.00439202	0.00459316	0.004415485	-0.01519053	79.92525	0.03723565	-5.422638	0.02204512	1.689065	0.06421616
44340	-4798.912	-4915.739	116.8266	0.279566	0.205594	0.00427559	0.00354484	0.00429328	0.00361144	0.00407264	0.00509091	0.0037034	0.00500202	0.00400232	0.00368913	0.00411664	0.00537232	0.00436106	0.00511358	0.00467265	0.00494864	0.00441775	0.00396797	0.00558486	0.00523698	0.00405097	0.00563985	0.00464318	0.00511465	0.00509951	0.00416716	0.00451887	0.00578279	0.00471062	0.00422944	0.00407894	0.00488156	0.004454027	-0.03911417	81.07714	0.06796688	-5.413947	0.0288527	2.35565	0.1183584
44360	-4827.343	-4908.781	81.43769	0.304677	0.217242	0.00390841	0.0045957	0.00646955	0.00281268	0.00555317	0.00690705	0.00303874	0.00482802	0.00365314	0.00325013	0.00738697	0.00379475	0.00433076	0.00460759	0.00367553	0.00915402	0.00431447	0.00788471	0.00406384	0.00385269	0.00604428	0.00729307	0.00790534	0.00332159	0.00308843	0.00505147	0.00913014	0.00270913	0.00624447	0.00625157	0.00391249	0.00599444	0.005094703	-0.04603652	69.55514	0.1097849	-5.279554	0.06374838	1.72216	0.3568458
44380	-4806.407	-4914.845	108.438	0.298408	0.271097	0.00500437	0.00431343	0.00465438	0.0046503	0.00484419	0.00698632	0.00424239	0.00393322	0.00316623	0.00380358	0.00554605	0.00666542	0.00393418	0.00541618	0.00439204	0.00525628	0.00495102	0.0045202	0.00391559	0.00443137	0.00491474	0.00581388	0.00564598	0.00396824	0.00382586	0.00355318	0.00501604	0.00514652	0.0053525	0.00393181	0.00467512	0.00517488	0.004671727	-0.02210903	66.60284	0.0394635	-5.366227	0.01735447	2.273967	0.1535971
44400	-4815.549	-4914.509	98.96038	0.279576	0.213597	0.00365336	0.00358773	0.0053237	0.00365469	0.00367774	0.00745077	0.004252	0.0050815	0.00334191	0.0035843	0.00310704	0.00520473	0.00429357	0.00470104	0.00385014	0.00394141	0.00321302	0.00249193	0.0052133	0.00359312	0.00431591	0.00482148	0.00253524	0.00493598	0.00360653	0.00330944	0.00692373	0.00432853	0.00332426	0.00450894	0.0046946	0.00316344	0.004305403	-0.03453758	79.12708	0.05254614	-5.447885	0.01800856	2.917843	0.2223201
44420	-4799.32	-4906.396	107.0763	0.273375	0.258647	0.00353224	0.00452502	0.00353485	0.00208678	0.00320265	0.00375235	0.00323176	0.0028964	0.00227039	0.0029238	0.0049837	0.00514825	0.00363033	0.0029959	0.00282966	0.00333492	0.00325944	0.00355943	0.00443988	0.00381545	0.00322985	0.00442148	0.004036	0.00501289	0.00337066	0.00424555	0.0030783	0.00241042	0.00288815	0.0034303	0.00323151	0.00379484	0.0034356	-0.02930139	75.33733	0.03621326	-5.673564	0.006911867	5.239287	0.2385073
44440	-4816.444	-4910.198	93.75377	0.32123	0.244133	0.00390461	0.00571129	0.00420684	0.00291771	0.00347165	0.00381175	0.00255286	0.00392532	0.00330029	0.00319671	0.00661549	0.0065582	0.0039635	0.00479469	0.00453185	0.00526484	0.00466257	0.00728104	0.00479114	0.00468929	0.0037253	0.00503268	0.00336903	0.00358397	0.00690305	0.00419078	0.00280528	0.00279214	0.00329986	0.00289526	0.00379615	0.0045393	0.003751856	-0.01387446	68.87796	0.02706028	-5.585505	0.01318582	2.052225	0.2536124
44460	-4819.328	-4912.916	93.58858	0.323353	0.262682	0.00424594	0.00226308	0.00333603	0.00252318	0.00432675	0.00373693	0.00209775	0.00293135	0.00230406	0.00198835	0.00283711	0.0066517	0.00372658	0.00403996	0.00190641	0.00449935	0.00324706	0.00288612	0.00282596	0.00247028	0.00302035	0.00456281	0.00412652	0.00473572	0.00256308	0.00315769	0.00260611	0.00549845	0.00352861	0.00274015	0.00172718	0.00202359	0.00350105	0.01255928	73.81351	0.02715561	-5.654692	0.03971489	0.683764	0.3536798
44480	-4797.278	-4907.607	110.3287	0.395763	0.216822	0.00250831	0.00304551	0.00397056	0.00286171	0.00253306	0.00436288	0.00298529	0.00270555	0.00257649	0.00295465	0.00314441	0.00567652	0.00378725	0.00290839	0.00241766	0.00418964	0.00330512	0.002952	0.00315875	0.00269987	0.00366959	0.00405213	0.00320698	0.00490779	0.00320682	0.00325741	0.00283968	0.00380739	0.00299242	0.00303621	0.00263998	0.00332167	0.00333489	-0.04412359	71.93846	0.09748498	-5.703315	0.05336139	1.826882	0.1738088
44500	-4811.926	-4907.119	95.19269	0.289186	0.206877	0.00301577	0.00388792	0.00267007	0.00253806	0.00459867	0.00477883	0.00236729	0.00265865	0.00182092	0.00277503	0.00578165	0.00633296	0.00300596	0.00283443	0.0032929	0.00327343	0.00285923	0.00493482	0.00449387	0.00231098	0.00379354	0.00345162	0.00322774	0.00158232	0.00413448	0.00251022	0.00359266	0.00381223	0.00353557	0.00328984	0.00263954	0.00357179	0.003465598	-0.02164144	81.83968	0.09391745	-5.66487	0.07227601	1.299428	0.335627
44520	-4813.335	-4908.399	95.06324	0.351336	0.230143	0.00363334	0.00213328	0.0022175	0.00244685	0.0041735	0.0044188	0.00260742	0.00386063	0.0017683	0.00259282	0.0039664	0.00441223	0.00388361	0.00473436	0.00337088	0.00369409	0.00246163	0.00291634	0.00349325	0.00261552	0.00231867	0.00352737	0.00294077	0.00504582	0.00193555	0.00340153	0.00250791	0.00479552	0.00352363	0.00446396	0.00304082	0.00178733	0.003256879	-0.007481942	95.75241	0.1192815	-5.726986	0.1117996	1.066923	0.3199521
44540	-4806.064	-4912.925	106.8613	0.249231	0.22396	0.00314576	0.00309667	0.00422754	0.00205746	0.00325098	0.0047694	0.002594	0.00301306	0.00236227	0.00202929	0.00318409	0.00442333	0.00258861	0.00300398	0.0031255	0.00456983	0.00231738	0.00325622	0.00306767	0.00212509	0.00247626	0.00331452	0.00266138	0.00237211	0.00225196	0.0036796	0.00226956	0.00294737	0.00202758	0.00255398	0.00288643	0.00303179	0.002933806	-0.02359296	99.84975	0.09768626	-5.831455	0.0740933	1.318422	0.2285933
44560	-4794.345	-4915.541	121.1961	0.238685	0.221268	0.00230507	0.00236136	0.0020392	0.00210579	0.00335635	0.00379681	0.00206256	0.0027794	0.00215438	0.00216762	0.00236072	0.00363197	0.00314406	0.0029023	0.0029726	0.00217661	0.00228986	0.00232789	0.00245776	0.00251549	0.00237029	0.00300421	0.00227923	0.0025897	0.00255874	0.00282198	0.00253819	0.00262639	0.00305208	0.00230653	0.00233422	0.00251159	0.002490234	0.007349877	105.2946	0.04480532	-5.995379	0.05215519	0.8590768	0.150553
44580	-4815.961	-4920.59	104.6296	0.220908	0.222359	0.00241753	0.00191561	0.00321361	0.00194262	0.00151133	0.0040125	0.00138071	0.00212892	0.00192082	0.00167144	0.00258896	0.00343365	0.00265328	0.0025586	0.00213844	0.00182964	0.00265383	0.00171951	0.00270176	0.00214892	0.00304797	0.00414856	0.00320036	0.00249917	0.00210864	0.00250277	0.00163783	0.00250893	0.00300977	0.00152179	0.00241345	0.00272384	0.002218824	-0.01461812	142.7865	0.04694673	-6.110778	0.03232861	1.452173	0.2919352
44600	-4814.19	-4912.054	97.86439	0.312188	0.253965	0.00205348	0.00276288	0.00274039	0.0021104	0.00289312	0.00326756	0.0020004	0.00290687	0.00177124	0.00266111	0.0040802	0.00275668	0.00384501	0.00295166	0.00130594	0.00341448	0.00313931	0.00315931	0.00335653	0.00276692	0.0027916	0.00399149	0.00221669	0.00242738	0.00316975	0.00374099	0.00162413	0.00300737	0.0045498	0.00220497	0.00257086	0.0048756	0.002751004	-0.02858899	133.2812	0.03369309	-5.895789	0.005104102	6.601178	0.2517834
44620	-4783.199	-4909.836	126.6365	0.327342	0.237129	0.00260741	0.00269694	0.00257108	0.00330404	0.00269276	0.00294514	0.00195268	0.0025809	0.00185253	0.00237489	0.00250853	0.00244475	0.00309012	0.00264784	0.00209869	0.00248804	0.0031307	0.00254585	0.00235313	0.00220977	0.0026055	0.00293289	0.0027265	0.00297859	0.00249356	0.00313028	0.00223563	0.00236466	0.00264511	0.002564	0.00312377	0.00269503	0.002596111	-0.01242516	129.3693	0.02546665	-5.953741	0.01304149	1.952741	0.1126749
44640	-4786.067	-4917.452	131.3849	0.325844	0.216329	0.00235155	0.00220671	0.00296426	0.00227137	0.00284186	0.00296367	0.00207059	0.00239234	0.00210337	0.00259807	0.002865	0.00248817	0.00272191	0.0026009	0.00276957	0.00221523	0.00258971	0.00256599	0.00276899	0.00172311	0.00247587	0.00229004	0.00282904	0.00242776	0.00237269	0.00237101	0.00258482	0.0026038	0.00229578	0.00232279	0.00274018	0.00282003	0.00251003	-0.008245756	135.4725	0.04612251	-5.987461	0.03787675	1.2177	0.1330246
