Duplication Transfer Losses Speciations
 	0	7.228	3.517	12.289
 	0	7.46	4.169	12.709
 	0	6.234	3.48	13.246
 	0	4.252	2.578	14.326
 	0	4.863	4.3	15.437
 	0	6.009	2.859	12.85
 	0	6.879	5.028	14.149
 	0	7.465	4.079	12.614
 	0.002	4.404	2.329	13.923
 	0	8.048	4.179	12.131
 	0	6.91	2.844	11.934
 	0	7.117	4.443	13.326
 	0	6.676	4.792	14.116
 	0	6.384	4.493	14.109
 	0	4.904	4.3	15.396
 	0	6.682	3.947	13.265
 	0	7.279	2.992	11.713
 	0	5.813	4.804	14.991
 	0.001	5.08	1.956	12.875
 	0	6.748	3.91	13.162
 	0	7.438	4.375	12.937
 	0	7.522	3.86	12.338
 	0	6.836	3.895	13.059
 	0.001	5.789	4.9	15.11
 	0	6.464	4.472	14.008
 	0	7.604	4.316	12.712
 	0	6.368	4.548	14.18
 	0	6.775	3.164	12.389
 	0	7.492	4.466	12.974
 	0	6.737	3.914	13.177
 	0.001	6.816	3.179	12.362
 	0.004	6.671	4.188	13.513
 	0	7.214	4.516	13.302
 	0	7.211	4.789	13.578
 	0	4.949	4.254	15.305
 	0	6.763	3.203	12.44
 	0	5.89	3.184	13.294
 	0	6.794	2.077	11.283
 	0	7.464	4.327	12.863
 	0	6.862	3.878	13.016
 	0.001	6.004	5.081	15.076
 	0	6.735	3.924	13.189
 	0	4.915	4.259	15.344
 	0	6.75	3.197	12.447
 	0	6.477	4.506	14.029
 	0	6.351	4.524	14.173
 	0	7.572	4.285	12.713
 	0	4.363	2.941	14.578
 	0	4.883	4.558	15.675
 	0	6.56	4.767	14.207
 	0	6.732	3.919	13.187
 	0	4.999	4.325	15.326
 	0	7.117	4.467	13.35
 	0	7.438	4.835	13.397
 	0	4.94	4.239	15.299
 	0	7.212	4.87	13.658
 	0	5.008	4.272	15.264
 	0	6.842	3.906	13.064
 	0	7.695	2.786	11.091
 	0	5.046	4.115	15.069
 	0	7.397	3.139	11.742
 	0	6.771	5.224	14.453
 	0	6.397	5.512	15.115
 	0	7.504	4.393	12.889
 	0	6.875	3.176	12.301
 	0	4.64	3.917	15.277
 	0	4.961	4.311	15.35
 	0	8.011	2.549	10.538
 	0	6.481	4.452	13.971
 	0	4.67	4.278	15.608
 	0	7.175	4.409	13.234
 	0	6.736	3.903	13.167
 	0	7.872	2.975	11.103
 	0	5.672	3.961	14.289
 	0	7.498	4.201	12.703
 	0	7.572	4.221	12.649
 	0	6.421	4.507	14.086
 	0	7.441	3.021	11.58
 	0	7.115	4.596	13.481
 	0	6.296	4.481	14.185
 	0	5.218	4.096	14.878
 	0	7.52	3.9	12.38
 	0	7.436	3.975	12.539
 	0.001	5.784	4.912	15.127
 	0	6.444	3.563	13.119
 	0	6.458	4.763	14.305
 	0	7.119	4.512	13.393
 	0	6.704	3.929	13.225
 	0	6.805	4.514	13.709
 	0.007	6.608	5.528	14.913
 	0	6.942	4.863	13.921
 	0.02	7.609	4.19	12.561
 	0	6.512	4.433	13.921
 	0	7.048	4.437	13.389
 	0	6.427	4.497	14.07
 	0	7.221	4.593	13.372
 	0	7.408	3.177	11.769
 	0	7.013	2.626	11.613
 	0	4.495	3.888	15.393
 	0	7.141	0.585	9.444
 	0	4.946	4.272	15.326
 	0	6.454	4.491	14.037
 	0.001	8.258	4.793	12.534
 	0	6.39	4.403	14.013
 	0.007	4.7	3.862	15.155
 	0	7.707	3.051	11.344
 	0	7.603	2.68	11.077
 	0	6.578	4.793	14.215
 	0	7.347	4.57	13.223
 	0	7.457	2.778	11.321
 	0	4.619	4.266	15.647
 	0	6.257	2.722	12.465
 	0	4.537	3.876	15.339
 	0	6.842	3.165	12.323
 	0	7.128	4.553	13.425
 	0.001	6.844	3.214	12.369
 	0	6.34	4.45	14.11
 	0	6.341	5.218	14.877
 	0	8.061	4.335	12.274
 	0	6.467	4.915	14.448
 	0.004	6.847	4.24	13.389
 	0	4.311	2.533	14.222
 	0	6.911	5.328	14.417
 	0	7.539	4.142	12.603
 	0	6.416	4.493	14.077
 	0	6.374	3.482	13.108
 	0	6.64	2.471	11.831
 	0	7.526	3.922	12.396
 	0	7.256	3.478	12.222
 	0	4.95	4.324	15.374
 	0	7.354	4.701	13.347
 	0	4.911	4.221	15.31
 	0	7.121	4.475	13.354
 	0	6.402	4.434	14.032
 	0	6.79	3.914	13.124
 	0	6.92	2.783	11.863
 	0	7.454	4.391	12.937
 	0	6.332	4.467	14.135
 	0	7.129	4.647	13.518
 	0.001	5.763	4.997	15.233
 	0	6.355	4.446	14.091
 	0	4.461	3.908	15.447
 	0	6.477	4.425	13.948
 	0	7.349	4.569	13.22
 	0	7.167	3.407	12.24
 	0	6.416	4.421	14.005
 	0	4.547	3.927	15.38
 	0	7.477	4.215	12.738
 	0	6.5	4.55	14.05
 	0.002	7.539	3.363	11.822
 	0	4.564	3.922	15.358
 	0	6.581	4.714	14.133
 	0	6.543	2.391	11.848
 	0	6.624	4.704	14.08
 	0	4.498	3.931	15.433
 	0.005	4.759	3.87	15.106
 	0.004	7.417	3.565	12.144
 	0	6.239	2.75	12.511
 	0	7.707	1.977	10.27
 	0	7.454	5.105	13.651
 	0	6.825	3.229	12.404
 	0	5.844	4.882	15.038
 	0	6.299	2.741	12.442
 	0	6.266	5.252	14.986
 	0	7.251	4.525	13.274
 	0	7.246	3.474	12.228
 	0	4.5	3.869	15.369
 	0	5.88	4.78	14.9
 	0	7.113	4.782	13.669
 	0.001	5.796	4.878	15.081
 	0	7.076	4.436	13.36
 	0	6.728	3.972	13.244
 	0	6.321	5.295	14.974
 	0	7.243	2.836	11.593
 	0.001	5.789	4.85	15.06
 	0	6.328	4.488	14.16
 	0.009	5.803	3.814	14.002
 	0	7.057	2.554	11.497
 	0	7.605	2.581	10.976
 	0	7.18	4.614	13.434
 	0	7.388	3.206	11.818
 	0	7.014	4.816	13.802
 	0	6.749	3.127	12.378
 	0	6.44	4.6	14.16
 	0	6.891	2.781	11.89
 	0	6.463	4.477	14.014
 	0	7.481	3.102	11.621
 	0	7.195	3.59	12.395
 	0	6.65	4.785	14.135
 	0	6.4	4.521	14.121
 	0	6.907	2.735	11.828
 	0	7.53	4.382	12.852
 	0	4.924	4.503	15.579
 	0	6.421	4.498	14.077
 	0	6.403	5.255	14.852
 	0	7.002	4.518	13.516
 	0	7.083	2.566	11.483
 	0	7.535	4.326	12.791
 	0	6.759	3.946	13.187
 	0	6.191	1.105	10.914
 	0	7.009	4.646	13.637
 	0	6.481	4.528	14.047
 	0	7.552	4.185	12.633
 	0	6.442	4.441	13.999
 	0	6.783	3.917	13.134
 	0	7.514	4.115	12.601
 	0	6.962	2.811	11.849
 	0	4.962	4.051	15.089
 	0	6.742	3.904	13.162
 	0	6.833	2.791	11.958
 	0	4.625	4.241	15.616
 	0.001	6.028	3.329	13.3
 	0	4.943	4.274	15.331
 	0	4.586	4.233	15.647
 	0	4.905	4.319	15.414
 	0	6.359	4.509	14.15
 	0	7.111	4.615	13.504
 	0	7.797	4.12	12.323
 	0	6.373	0	9.627
 	0	6.692	3.989	13.297
 	0.001	6.819	3.347	12.527
 	0	7.545	4.228	12.683
 	0	5.805	4.889	15.084
 	0	7.134	4.553	13.419
 	0	5.825	4.775	14.95
 	0	6.899	4.97	14.071
 	0	7.383	3.182	11.799
 	0	7.137	4.498	13.361
 	0	7.476	2.396	10.92
 	0	7.611	5.113	13.502
 	0	6.47	4.437	13.967
 	0	6.321	5.133	14.812
 	0.001	7.462	4.521	13.058
 	0	7.089	3.829	12.74
 	0	6.569	3.229	12.66
 	0	4.942	4.549	15.607
 	0.004	5.774	4.856	15.078
 	0	6.339	4.492	14.153
 	0	4.597	3.946	15.349
 	0	7.432	3.109	11.677
 	0	6.824	3.221	12.397
 	0	7.605	3.698	12.093
 	0	6.211	2.741	12.53
 	0	7.363	4.561	13.198
 	0	4.522	3.899	15.377
 	0	7.031	2.535	11.504
 	0	7.501	4.03	12.529
 	0	6.907	2.845	11.938
 	0	8.043	4.197	12.154
 	0	6.404	4.457	14.053
 	0	3.462	3.213	15.751
 	0	6.418	4.356	13.938
 	0	4.922	3.95	15.028
 	0	8.063	4.143	12.08
 	0	7.584	3.975	12.391
 	0	5.709	4.299	14.59
 	0	7.563	4.257	12.694
 	0	6.866	3.902	13.036
 	0	6.778	3.204	12.426
 	0	7.408	4.162	12.754
 	0	8.171	4.913	12.742
 	0	6.935	2.77	11.835
 	0	6.871	3.01	12.139
 	0	6.65	4.684	14.034
 	0	7.966	2.953	10.987
 	0.001	6.84	3.241	12.4
 	0	7.273	3.388	12.115
 	0	5.835	4.808	14.973
 	0	6.455	3.427	12.972
 	0	7.031	4.462	13.431
 	0	7.197	4.595	13.398
 	0	7.466	4.142	12.676
 	0	6.902	3.176	12.274
 	0	6.358	4.48	14.122
 	0	7.463	3.092	11.629
 	0	7.504	4.472	12.968
 	0	6.844	5.391	14.547
 	0	7.117	0.099	8.982
 	0.001	5.735	4.942	15.206
 	0	5.554	4.072	14.518
 	0	5.759	5.164	15.405
 	0	6.424	4.517	14.093
 	0	7.21	4.573	13.363
 	0	7.19	4.54	13.35
 	0	6.661	3.96	13.299
 	0	5.76	3.295	13.535
 	0	6.481	4.508	14.027
 	0	7.667	2.98	11.313
 	0	7.105	4.412	13.307
 	0	6.352	4.477	14.125
 	0.002	8.319	4.79	12.469
 	0	7.584	3.932	12.348
 	0	6.363	4.435	14.072
 	0	7.331	4.722	13.391
 	0	8.354	4.965	12.611
 	0	7.163	4.558	13.395
 	0	6.157	0	9.843
 	0	7.499	3.104	11.605
 	0	6.395	4.43	14.035
 	0	6.343	4.469	14.126
 	0	6.777	3.925	13.148
 	0	7.248	3.535	12.287
 	0	6.872	2.871	11.999
 	0	7.198	4.41	13.212
 	0	4.514	3.878	15.364
 	0	6.947	5.423	14.476
 	0	6.879	3.901	13.022
 	0	6.689	4.744	14.055
 	0	7.789	4.697	12.908
 	0	6.589	4.781	14.192
 	0	6.715	3.986	13.271
 	0	6.15	2.458	12.308
 	0	6.658	4.707	14.049
 	0	7.387	2.964	11.577
 	0	5.692	5.272	15.58
 	0	7.396	2.968	11.572
 	0	6.991	4.878	13.887
 	0	7.616	2.598	10.982
 	0	6.608	4.777	14.169
 	0	7.149	4.293	13.144
 	0	7.498	4.152	12.654
 	0	6.602	4.705	14.103
 	0	7.753	3.288	11.535
 	0	6.68	5.092	14.412
 	0	6.434	4.488	14.054
 	0	5.563	4.009	14.446
 	0	7.432	4.03	12.598
 	0	7.441	3.198	11.757
 	0	6.901	4.901	14
 	0	4.949	4.286	15.337
 	0	4.488	3.912	15.424
 	0	7.011	4.798	13.787
 	0	7.522	4.26	12.738
 	0	6.904	5.059	14.155
 	0	7.61	2.985	11.375
 	0	7.134	3.518	12.384
 	0	6.338	4.45	14.112
 	0	7.128	4.511	13.383
 	0	5.8	5.319	15.519
 	0	6.762	3.927	13.165
 	0	4.951	4.242	15.291
 	0	4.934	3.977	15.043
 	0	5.988	2.593	12.605
 	0	4.554	3.832	15.278
 	0	6.16	4.836	14.676
 	0	4.512	3.913	15.401
 	0	5.932	4.797	14.865
 	0	8.247	4.916	12.669
 	0	6.754	3.935	13.181
 	0	6.608	5.223	14.615
 	0	6.629	4.766	14.137
 	0	7.417	2.783	11.366
 	0	4.539	3.947	15.408
 	0.001	7.087	3.753	12.665
 	0	6.974	4.954	13.98
 	0	6.5	4.704	14.204
 	0	6.697	3.998	13.301
 	0	7.534	5.53	13.996
 	0	7.524	2.693	11.169
 	0.001	6.805	3.182	12.376
 	0	6.868	4.877	14.009
 	0	4.284	2.522	14.238
 	0	4.926	4.438	15.512
 	0	7.182	3.426	12.244
 	0	4.833	4.459	15.626
 	0	7.51	4.29	12.78
 	0	6.581	4.11	13.529
 	0	7.543	3.974	12.431
 	0	6.399	4.485	14.086
 	0	5.681	3.181	13.5
 	0	6.213	4.335	14.122
 	0	6.446	4.524	14.078
 	0	5.813	4.849	15.036
 	0	4.488	3.901	15.413
 	0	6.324	4.461	14.137
 	0	6.691	4.022	13.331
 	0	6.888	2.862	11.974
 	0	7.143	4.582	13.439
 	0	5.555	4.801	15.246
 	0	6.879	2.844	11.965
 	0	4.868	4.221	15.353
 	0	7.266	2.902	11.636
 	0	6.513	5.308	14.795
 	0	7.227	4.521	13.294
 	0.001	8.113	3.202	11.088
 	0	6.301	2.758	12.457
 	0.001	6.433	3.496	13.062
 	0	7.195	4.415	13.22
 	0	7.361	3.124	11.763
 	0	6.937	2.813	11.876
 	0	6.88	2.821	11.941
 	0	5.112	3.788	14.676
 	0	6.619	4.722	14.103
 	0	6.8	3.136	12.336
 	0.001	7.146	3.853	12.706
 	0.001	7.068	2.499	11.43
 	0	4.515	3.924	15.409
 	0	6.422	4.39	13.968
 	0	6.439	5.251	14.812
 	0	6.998	4.034	13.036
 	0.002	7.582	3.297	11.713
 	0	7.507	3.977	12.47
 	0	6.66	4.662	14.002
 	0	7.567	4.382	12.815
 	0	7.207	4.456	13.249
 	0	6.44	4.45	14.01
 	0	6.364	0.002	9.638
 	0	7.281	4.558	13.277
 	0	7.376	2.865	11.489
 	0	6.75	3.895	13.145
 	0	4.932	4.28	15.348
 	0	6.446	4.473	14.027
 	0	6.313	2.689	12.376
 	0	4.59	3.868	15.278
 	0	7.683	4.266	12.583
 	0	4.991	1.461	12.47
 	0.001	5.826	4.845	15.018
 	0	5.203	3.556	14.353
 	0	6.318	0	9.682
 	0	6.438	4.472	14.034
 	0	7.1	4.53	13.43
 	0	7.179	4.536	13.357
 	0	6.388	4.452	14.064
 	0	6.362	4.45	14.088
 	0	7.111	4.572	13.461
 	0	7.46	3.216	11.756
 	0.018	7.763	4.228	12.447
 	0	7.667	4.189	12.522
 	0	5.832	4.813	14.981
 	0	7.525	4.131	12.606
 	0	7.145	4.577	13.432
 	0.002	7.752	3.999	12.245
 	0	7.108	4.261	13.153
 	0	7.181	4.626	13.445
 	0	4.892	3.981	15.089
 	0	6.83	3.987	13.157
 	0	6.579	5.166	14.587
 	0	7.027	4.945	13.918
 	0	7.645	2.61	10.965
 	0	6.451	4.341	13.89
 	0	7.533	4.171	12.638
 	0	6.22	2.732	12.512
 	0	6.362	5.18	14.818
 	0	6.89	3.946	13.056
 	0	7.422	3.189	11.767
 	0	6.251	2.726	12.475
 	0	7.259	2.819	11.56
 	0	4.778	4.017	15.239
 	0	7.226	3.942	12.716
 	0	5.991	5.42	15.429
 	0.001	4.955	4.246	15.29
 	0	6.32	0	9.68
 	0	7.506	4.35	12.844
 	0.004	4.738	3.8	15.058
 	0	6.781	4.017	13.236
 	0.006	4.769	3.894	15.119
 	0	6.849	4.022	13.173
 	0	7.09	4.497	13.407
 	0	5.834	4.84	15.006
 	0	7.477	3.974	12.497
 	0	7.749	4.814	13.065
 	0	6.792	3.881	13.089
 	0	7.602	5.63	14.028
 	0	7.535	4.013	12.478
 	0	6.934	4.991	14.057
 	0	6.741	3.96	13.219
 	0	5.602	4.605	15.003
 	0	7.051	3.594	12.543
 	0	4.562	3.865	15.303
 	0	7.493	3.976	12.483
 	0	5.221	3.567	14.346
 	0	5.788	3.222	13.434
 	0	6.157	2.426	12.269
 	0	7.149	4.47	13.321
 	0	7.115	4.553	13.438
 	0	7.388	5.075	13.687
 	0	6.38	5.388	15.008
 	0	6.752	2.198	11.446
 	0	6.975	4.476	13.501
 	0.001	6.789	3.192	12.402
 	0	7.374	5.001	13.627
 	0	4.956	2.938	13.982
 	0	7.555	4.36	12.805
 	0	7.108	4.519	13.411
 	0	7.042	4.545	13.503
 	0	7.277	4.686	13.409
 	0	6.561	4.811	14.25
 	0	6.83	5.308	14.478
 	0	7.491	3.531	12.04
 	0	6.807	4.59	13.783
 	0	5.632	3.227	13.595
 	0.004	7.551	3.497	11.942
 	0	8.202	4.89	12.688
 	0	5.878	4.9	15.022
 	0	6.078	3.394	13.316
 	0	7.604	2.951	11.347
 	0.001	7.502	2.75	11.247
 	0	4.985	4.218	15.233
 	0	7.036	2.638	11.602
 	0	5.986	2.477	12.491
 	0	7.496	4.247	12.751
 	0	6.938	2.781	11.843
 	0	7.145	4.611	13.466
 	0	7.556	3.974	12.418
 	0	7.035	5.441	14.406
 	0	7.004	2.651	11.647
 	0	4.926	4.197	15.271
 	0	7.141	4.562	13.421
 	0	6.773	4.509	13.736
 	0	7.58	2.699	11.119
 	0.001	7.738	5.35	13.611
 	0	6.445	4.456	14.011
 	0	7.174	4.317	13.143
 	0	7.581	3.948	12.367
 	0.001	6.918	5.138	14.219
 	0	7.889	4.352	12.463
 	0.001	6.274	2.739	12.464
 	0	7.508	3.903	12.395
 	0	6.445	4.546	14.101
 	0	6.915	4.318	13.403
 	0	5.801	4.895	15.094
 	0	7.51	4.348	12.838
 	0	8.449	5.136	12.687
 	0	7.751	4.817	13.066
 	0	6.783	4.538	13.755
 	0	4.946	4.297	15.351
 	0	7.185	4.428	13.243
 	0	6.574	4.741	14.167
 	0	6.258	2.72	12.462
 	0	4.54	3.904	15.364
 	0	7.178	4.415	13.237
 	0	7.142	4.518	13.376
 	0	7.462	4.308	12.846
 	0	7.178	3.463	12.285
 	0	7.16	4.502	13.342
 	0	6.475	4.605	14.13
 	0	6.835	4.907	14.072
 	0	7.903	0	8.097
 	0	7.544	4.38	12.836
 	0	7.355	3.133	11.778
 	0	4.511	3.887	15.376
 	0	7.271	4.005	12.734
 	0	7.16	4.389	13.229
 	0	6.613	4.645	14.032
 	0	5.839	4.833	14.994
 	0	7.378	3.002	11.624
 	0	7.53	4.154	12.624
 	0	5.814	3.306	13.492
 	0	5.207	3.554	14.347
 	0	7.768	4.732	12.964
 	0	4.606	3.468	14.862
 	0	6.831	3.935	13.104
 	0	6.88	5.444	14.564
 	0	6.366	3.555	13.189
 	0	4.505	3.91	15.405
 	0	4.485	2.298	13.813
 	0	4.491	3.875	15.384
 	0	6.597	3.319	12.722
 	0	7.63	3.099	11.469
 	0	5.455	3.256	13.801
 	0	6.415	4.433	14.018
 	0	6.817	3.899	13.082
 	0	6.418	4.431	14.013
 	0	4.749	4.043	15.294
 	0	7.675	4.204	12.529
 	0	6.451	5.364	14.913
 	0	6.327	5.159	14.832
 	0	7.539	4.151	12.612
 	0	7.748	5.658	13.91
 	0	6.605	4.708	14.103
 	0	4.808	4.353	15.545
 	0	7.506	4.224	12.718
 	0	4.3	2.533	14.233
 	0	4.542	3.89	15.348
 	0.001	5.735	4.814	15.078
 	0	7.543	4.366	12.823
 	0	6.83	2.846	12.016
 	0	7.316	2.987	11.671
 	0	6.879	2.818	11.939
 	0	7.092	2.055	10.963
 	0	5.609	4.037	14.428
 	0	6.136	0	9.864
 	0	8.068	4.182	12.114
 	0	7.161	5.003	13.842
 	0	6.496	4.416	13.92
 	0	7.177	4.569	13.392
 	0	6.424	4.408	13.984
 	0	4.535	3.871	15.336
 	0	7.645	3.032	11.387
 	0	6.419	4.41	13.991
 	0	7.328	4.546	13.218
 	0	4.506	3.88	15.374
 	0	4.897	4.271	15.374
 	0	7.378	3.196	11.818
 	0	7.314	4.794	13.48
 	0	4.237	2.522	14.285
 	0	7.369	3.086	11.717
 	0	6.999	4.51	13.511
 	0.012	6.518	4.45	13.92
 	0	6.453	4.387	13.934
 	0.001	6.628	5.222	14.593
 	0	7.429	2.977	11.548
 	0	6.59	4.79	14.2
 	0	6.907	3.947	13.04
 	0	7.193	3.369	12.176
 	0.001	7	3.572	12.571
 	0	7.542	3.94	12.398
